time,header_stamp_secs,header_stamp_nsecs,header_frame_id,time_ref_secs,time_ref_nsecs,source
2025/05/07 10:24:01.286559880,1746606241,286111692,hemisphere,1746606241,250000000,hemisphere
2025/05/07 10:24:01.332781721,1746606241,332305708,hemisphere,1746606241,300000000,hemisphere
2025/05/07 10:24:01.386902396,1746606241,386363626,hemisphere,1746606241,350000000,hemisphere
2025/05/07 10:24:01.433671051,1746606241,432995707,hemisphere,1746606241,400000000,hemisphere
2025/05/07 10:24:01.482655502,1746606241,482221722,hemisphere,1746606241,450000000,hemisphere
2025/05/07 10:24:01.533960039,1746606241,533118704,hemisphere,1746606241,500000000,hemisphere
2025/05/07 10:24:01.582902530,1746606241,582332658,hemisphere,1746606241,550000000,hemisphere
2025/05/07 10:24:01.633876068,1746606241,633231195,hemisphere,1746606241,600000000,hemisphere
2025/05/07 10:24:01.683589055,1746606241,682856360,hemisphere,1746606241,650000000,hemisphere
2025/05/07 10:24:01.732663174,1746606241,732082883,hemisphere,1746606241,700000000,hemisphere
2025/05/07 10:24:01.792944753,1746606241,792060832,hemisphere,1746606241,750000000,hemisphere
2025/05/07 10:24:01.835613945,1746606241,834992948,hemisphere,1746606241,800000000,hemisphere
2025/05/07 10:24:01.885500602,1746606241,882655641,hemisphere,1746606241,850000000,hemisphere
2025/05/07 10:24:01.939054178,1746606241,931632671,hemisphere,1746606241,900000000,hemisphere
2025/05/07 10:24:01.982828409,1746606241,982122262,hemisphere,1746606241,950000000,hemisphere
2025/05/07 10:24:02.32830803,1746606242,32405651,hemisphere,1746606242,0,hemisphere
2025/05/07 10:24:02.83588362,1746606242,82908731,hemisphere,1746606242,50000000,hemisphere
2025/05/07 10:24:02.141422403,1746606242,137432314,hemisphere,1746606242,100000000,hemisphere
2025/05/07 10:24:02.183579879,1746606242,183007742,hemisphere,1746606242,150000000,hemisphere
2025/05/07 10:24:02.261171111,1746606242,232451881,hemisphere,1746606242,200000000,hemisphere
2025/05/07 10:24:02.283491748,1746606242,282426818,hemisphere,1746606242,250000000,hemisphere
2025/05/07 10:24:02.335696698,1746606242,332799428,hemisphere,1746606242,300000000,hemisphere
2025/05/07 10:24:02.386509092,1746606242,385392985,hemisphere,1746606242,350000000,hemisphere
2025/05/07 10:24:02.434382646,1746606242,432986804,hemisphere,1746606242,400000000,hemisphere
2025/05/07 10:24:02.484477552,1746606242,483261064,hemisphere,1746606242,450000000,hemisphere
2025/05/07 10:24:02.534358016,1746606242,532702586,hemisphere,1746606242,500000000,hemisphere
2025/05/07 10:24:02.583145624,1746606242,582743629,hemisphere,1746606242,550000000,hemisphere
2025/05/07 10:24:02.635181395,1746606242,632790822,hemisphere,1746606242,600000000,hemisphere
2025/05/07 10:24:02.685845235,1746606242,682822363,hemisphere,1746606242,650000000,hemisphere
2025/05/07 10:24:02.734183109,1746606242,733233688,hemisphere,1746606242,700000000,hemisphere
2025/05/07 10:24:02.791210303,1746606242,783294743,hemisphere,1746606242,750000000,hemisphere
2025/05/07 10:24:02.837004047,1746606242,836305386,hemisphere,1746606242,800000000,hemisphere
2025/05/07 10:24:02.883444131,1746606242,882466843,hemisphere,1746606242,850000000,hemisphere
2025/05/07 10:24:02.933946860,1746606242,932669563,hemisphere,1746606242,900000000,hemisphere
2025/05/07 10:24:02.984041091,1746606242,983013358,hemisphere,1746606242,950000000,hemisphere
2025/05/07 10:24:03.34247534,1746606243,32883197,hemisphere,1746606243,0,hemisphere
2025/05/07 10:24:03.84197852,1746606243,81999976,hemisphere,1746606243,50000000,hemisphere
2025/05/07 10:24:03.145132041,1746606243,134907721,hemisphere,1746606243,100000000,hemisphere
2025/05/07 10:24:03.183428270,1746606243,182738569,hemisphere,1746606243,150000000,hemisphere
2025/05/07 10:24:03.236335209,1746606243,235660759,hemisphere,1746606243,200000000,hemisphere
2025/05/07 10:24:03.286659528,1746606243,282815667,hemisphere,1746606243,250000000,hemisphere
2025/05/07 10:24:03.334335142,1746606243,332550061,hemisphere,1746606243,300000000,hemisphere
2025/05/07 10:24:03.412776695,1746606243,385835223,hemisphere,1746606243,350000000,hemisphere
2025/05/07 10:24:03.434552911,1746606243,432818989,hemisphere,1746606243,400000000,hemisphere
2025/05/07 10:24:03.482666251,1746606243,481794066,hemisphere,1746606243,450000000,hemisphere
2025/05/07 10:24:03.545278136,1746606243,532782589,hemisphere,1746606243,500000000,hemisphere
2025/05/07 10:24:03.590026025,1746606243,582558763,hemisphere,1746606243,550000000,hemisphere
2025/05/07 10:24:03.635948598,1746606243,635117598,hemisphere,1746606243,600000000,hemisphere
2025/05/07 10:24:03.685133774,1746606243,683296957,hemisphere,1746606243,650000000,hemisphere
2025/05/07 10:24:03.733236850,1746606243,732397578,hemisphere,1746606243,700000000,hemisphere
2025/05/07 10:24:03.792730693,1746606243,782070852,hemisphere,1746606243,750000000,hemisphere
2025/05/07 10:24:03.844504797,1746606243,831706723,hemisphere,1746606243,800000000,hemisphere
2025/05/07 10:24:03.899145105,1746606243,882137616,hemisphere,1746606243,850000000,hemisphere
2025/05/07 10:24:03.932734155,1746606243,931864125,hemisphere,1746606243,900000000,hemisphere
2025/05/07 10:24:03.985171576,1746606243,982216673,hemisphere,1746606243,950000000,hemisphere
2025/05/07 10:24:04.46463097,1746606244,31951414,hemisphere,1746606244,0,hemisphere
2025/05/07 10:24:04.101356088,1746606244,81685974,hemisphere,1746606244,50000000,hemisphere
2025/05/07 10:24:04.184878609,1746606244,134292089,hemisphere,1746606244,100000000,hemisphere
2025/05/07 10:24:04.192910447,1746606244,182463697,hemisphere,1746606244,150000000,hemisphere
2025/05/07 10:24:04.268723206,1746606244,232926562,hemisphere,1746606244,200000000,hemisphere
2025/05/07 10:24:04.286774238,1746606244,282794037,hemisphere,1746606244,250000000,hemisphere
2025/05/07 10:24:04.332540253,1746606244,331539971,hemisphere,1746606244,300000000,hemisphere
2025/05/07 10:24:04.386440840,1746606244,385650419,hemisphere,1746606244,350000000,hemisphere
2025/05/07 10:24:04.441960713,1746606244,432452410,hemisphere,1746606244,400000000,hemisphere
2025/05/07 10:24:04.489989885,1746606244,482916175,hemisphere,1746606244,450000000,hemisphere
2025/05/07 10:24:04.533320091,1746606244,532550770,hemisphere,1746606244,500000000,hemisphere
2025/05/07 10:24:04.582422781,1746606244,581724887,hemisphere,1746606244,550000000,hemisphere
2025/05/07 10:24:04.634715393,1746606244,632714190,hemisphere,1746606244,600000000,hemisphere
2025/05/07 10:24:04.682995909,1746606244,682427245,hemisphere,1746606244,650000000,hemisphere
2025/05/07 10:24:04.733005683,1746606244,732326141,hemisphere,1746606244,700000000,hemisphere
2025/05/07 10:24:04.782767675,1746606244,782140282,hemisphere,1746606244,750000000,hemisphere
2025/05/07 10:24:04.833375117,1746606244,832429437,hemisphere,1746606244,800000000,hemisphere
2025/05/07 10:24:04.882367733,1746606244,881848425,hemisphere,1746606244,850000000,hemisphere
2025/05/07 10:24:04.933458587,1746606244,932806373,hemisphere,1746606244,900000000,hemisphere
2025/05/07 10:24:04.983328158,1746606244,982708418,hemisphere,1746606244,950000000,hemisphere
2025/05/07 10:24:05.33471811,1746606245,32508104,hemisphere,1746606245,0,hemisphere
2025/05/07 10:24:05.83398022,1746606245,82097046,hemisphere,1746606245,50000000,hemisphere
2025/05/07 10:24:05.135126816,1746606245,134011624,hemisphere,1746606245,100000000,hemisphere
2025/05/07 10:24:05.183993401,1746606245,183300184,hemisphere,1746606245,150000000,hemisphere
2025/05/07 10:24:05.237634665,1746606245,235948788,hemisphere,1746606245,200000000,hemisphere
2025/05/07 10:24:05.284597899,1746606245,282453776,hemisphere,1746606245,250000000,hemisphere
2025/05/07 10:24:05.334883961,1746606245,334277174,hemisphere,1746606245,300000000,hemisphere
2025/05/07 10:24:05.385463630,1746606245,384848924,hemisphere,1746606245,350000000,hemisphere
2025/05/07 10:24:05.433237379,1746606245,432734961,hemisphere,1746606245,400000000,hemisphere
2025/05/07 10:24:05.482823647,1746606245,482329170,hemisphere,1746606245,450000000,hemisphere
2025/05/07 10:24:05.533426503,1746606245,532873725,hemisphere,1746606245,500000000,hemisphere
2025/05/07 10:24:05.582203780,1746606245,581551398,hemisphere,1746606245,550000000,hemisphere
2025/05/07 10:24:05.633208480,1746606245,632762068,hemisphere,1746606245,600000000,hemisphere
2025/05/07 10:24:05.682202339,1746606245,681789371,hemisphere,1746606245,650000000,hemisphere
2025/05/07 10:24:05.732704583,1746606245,731762254,hemisphere,1746606245,700000000,hemisphere
2025/05/07 10:24:05.783755785,1746606245,782974112,hemisphere,1746606245,750000000,hemisphere
2025/05/07 10:24:05.832419434,1746606245,831916398,hemisphere,1746606245,800000000,hemisphere
2025/05/07 10:24:05.881860720,1746606245,881264927,hemisphere,1746606245,850000000,hemisphere
2025/05/07 10:24:05.941087897,1746606245,931989294,hemisphere,1746606245,900000000,hemisphere
2025/05/07 10:24:05.982240025,1746606245,981672562,hemisphere,1746606245,950000000,hemisphere
2025/05/07 10:24:06.33348886,1746606246,32820643,hemisphere,1746606246,0,hemisphere
2025/05/07 10:24:06.85274832,1746606246,83646527,hemisphere,1746606246,50000000,hemisphere
2025/05/07 10:24:06.135138040,1746606246,134536172,hemisphere,1746606246,100000000,hemisphere
2025/05/07 10:24:06.183509777,1746606246,182646134,hemisphere,1746606246,150000000,hemisphere
2025/05/07 10:24:06.232733287,1746606246,232242092,hemisphere,1746606246,200000000,hemisphere
2025/05/07 10:24:06.283161231,1746606246,282727372,hemisphere,1746606246,250000000,hemisphere
2025/05/07 10:24:06.331774891,1746606246,331344705,hemisphere,1746606246,300000000,hemisphere
2025/05/07 10:24:06.387026674,1746606246,385564992,hemisphere,1746606246,350000000,hemisphere
2025/05/07 10:24:06.433440839,1746606246,432734213,hemisphere,1746606246,400000000,hemisphere
2025/05/07 10:24:06.482398574,1746606246,481746830,hemisphere,1746606246,450000000,hemisphere
2025/05/07 10:24:06.532882264,1746606246,532310525,hemisphere,1746606246,500000000,hemisphere
2025/05/07 10:24:06.583027293,1746606246,582481722,hemisphere,1746606246,550000000,hemisphere
2025/05/07 10:24:06.632862369,1746606246,632312515,hemisphere,1746606246,600000000,hemisphere
2025/05/07 10:24:06.682843591,1746606246,682424760,hemisphere,1746606246,650000000,hemisphere
2025/05/07 10:24:06.733516396,1746606246,733000565,hemisphere,1746606246,700000000,hemisphere
2025/05/07 10:24:06.782530734,1746606246,781894803,hemisphere,1746606246,750000000,hemisphere
2025/05/07 10:24:06.835139240,1746606246,831736271,hemisphere,1746606246,800000000,hemisphere
2025/05/07 10:24:06.882453121,1746606246,882026165,hemisphere,1746606246,850000000,hemisphere
2025/05/07 10:24:06.933153791,1746606246,932626361,hemisphere,1746606246,900000000,hemisphere
2025/05/07 10:24:06.983613233,1746606246,983002551,hemisphere,1746606246,950000000,hemisphere
2025/05/07 10:24:07.32900370,1746606247,32272600,hemisphere,1746606247,0,hemisphere
2025/05/07 10:24:07.83974588,1746606247,81920336,hemisphere,1746606247,50000000,hemisphere
2025/05/07 10:24:07.134359293,1746606247,133654914,hemisphere,1746606247,100000000,hemisphere
2025/05/07 10:24:07.188081871,1746606247,183343910,hemisphere,1746606247,150000000,hemisphere
2025/05/07 10:24:07.234270888,1746606247,233651144,hemisphere,1746606247,200000000,hemisphere
2025/05/07 10:24:07.286351431,1746606247,282677073,hemisphere,1746606247,250000000,hemisphere
2025/05/07 10:24:07.334251562,1746606247,333309113,hemisphere,1746606247,300000000,hemisphere
2025/05/07 10:24:07.386199504,1746606247,385518899,hemisphere,1746606247,350000000,hemisphere
2025/05/07 10:24:07.433920471,1746606247,432952938,hemisphere,1746606247,400000000,hemisphere
2025/05/07 10:24:07.483009330,1746606247,482027267,hemisphere,1746606247,450000000,hemisphere
2025/05/07 10:24:07.534194931,1746606247,532613110,hemisphere,1746606247,500000000,hemisphere
2025/05/07 10:24:07.583228912,1746606247,582219680,hemisphere,1746606247,550000000,hemisphere
2025/05/07 10:24:07.633767211,1746606247,632750881,hemisphere,1746606247,600000000,hemisphere
2025/05/07 10:24:07.686931307,1746606247,684551879,hemisphere,1746606247,650000000,hemisphere
2025/05/07 10:24:07.733659253,1746606247,732673709,hemisphere,1746606247,700000000,hemisphere
2025/05/07 10:24:07.783139442,1746606247,782480700,hemisphere,1746606247,750000000,hemisphere
2025/05/07 10:24:07.837972000,1746606247,832110011,hemisphere,1746606247,800000000,hemisphere
2025/05/07 10:24:07.882940831,1746606247,881748722,hemisphere,1746606247,850000000,hemisphere
2025/05/07 10:24:07.934408817,1746606247,933009307,hemisphere,1746606247,900000000,hemisphere
2025/05/07 10:24:07.982773040,1746606247,981890082,hemisphere,1746606247,950000000,hemisphere
2025/05/07 10:24:08.33174267,1746606248,32352248,hemisphere,1746606248,0,hemisphere
2025/05/07 10:24:08.83517946,1746606248,82754409,hemisphere,1746606248,50000000,hemisphere
2025/05/07 10:24:08.137784337,1746606248,135796337,hemisphere,1746606248,100000000,hemisphere
2025/05/07 10:24:08.185509082,1746606248,183717854,hemisphere,1746606248,150000000,hemisphere
2025/05/07 10:24:08.234741858,1746606248,233975566,hemisphere,1746606248,200000000,hemisphere
