time,header_stamp_secs,header_stamp_nsecs,header_frame_id,child_frame_id,pose_position_x,pose_position_y,pose_position_z,pose_orientation_x,pose_orientation_y,pose_orientation_z,pose_orientation_w,twist_linear_x,twist_linear_y,twist_linear_z,twist_angular_x,twist_angular_y,twist_angular_z,gps_status
2025/05/21 13:29:48.484804360,1747826988,434186298,piren,vessel_center,-463.52776342981497,-300.70812726611956,2.3151652915019536,-0.0030411557993467583,-0.0007994282925199461,0.38195779334375635,0.9241744188137744,0.03439553523876389,-0.03532341547675045,-0.02175277911700774,-0.0007088335241135559,-4.470196397082491e-05,3.839734518630891e-06,0
2025/05/21 13:29:48.486336601,1747826988,437728366,piren,vessel_center,-463.524289486529,-300.7116949251538,2.3129682644622678,0.02575598231346705,0.01107799343363376,0.3817978541964549,0.9238204944509162,0.03439553523876389,-0.03532341547675045,-0.02175277911700774,-0.0009298213324201187,-2.9316748579939933e-05,0.0,0
2025/05/21 13:29:48.486392851,1747826988,443518512,piren,vessel_center,-463.5225018601836,-300.7135307758733,2.3118377153730894,0.0013222318813950799,0.0009577117786762378,0.3819573181335324,0.9241785225892454,0.03439553523876389,-0.03532341547675045,-0.02175277911700774,0.0006653933000888993,-3.4700892017070766e-05,0.0,0
2025/05/21 13:29:48.486441607,1747826988,454168061,piren,vessel_center,-463.5208143623661,-300.71526379692125,2.3107704906001785,0.001437186070539823,0.0010459361159542463,0.38195711169390545,0.9241783406574131,0.03439553523876389,-0.03532341547675045,-0.02175277911700774,0.0007715344019769122,-3.660292670150405e-05,0.0,0
2025/05/21 13:29:48.486487593,1747826988,464690249,piren,vessel_center,-463.51902534192976,-300.7171010793397,2.309639059845663,-0.027490570297221382,-0.010937130816019184,0.38180194027353953,0.9237704942882768,0.03439553523876389,-0.03532341547675045,-0.02175277911700774,0.0009600767854385737,-2.5503563341592504e-05,0.0,0
2025/05/21 13:29:48.489539403,1747826988,487262922,piren,vessel_center,-463.51733519533957,-300.71883682061565,2.3085701599086117,-0.0030550090426443343,-0.0008069934902460861,0.3819577317837808,0.9241743919909519,0.03439553523876389,-0.03532341547675045,-0.02175277911700774,-0.0006033790818645538,-1.143697055374366e-05,0.0,0
2025/05/21 13:29:48.931874367,1747826988,929013948,piren,vessel_center,-463.552773825132,-300.68335581425293,2.331348930768146,0.0015236483122785076,0.0010830133725970106,0.3819708544990206,0.9241724795140479,-0.05040256494789896,0.04997086884741307,0.0325890446244852,0.0008707882153892573,1.9248553446173042e-05,5.723669535295188e-06,0
2025/05/21 13:29:48.939099290,1747826988,935006369,piren,vessel_center,-463.5553402160715,-300.6808114043567,2.3330082953052007,-0.027453455275496818,-0.010920390211991803,0.3818161957441843,0.9237659040787839,-0.05040256494789896,0.04997086884741307,0.0325890446244852,0.0010238991627173834,2.8425289993233894e-05,0.0,0
2025/05/21 13:29:48.949751294,1747826988,944256266,piren,vessel_center,-463.5578632139565,-300.67831001585506,2.334639602972716,-0.003040119947485299,-0.0007993745340794214,0.3819715112908514,0.9241687525734908,-0.05040256494789896,0.04997086884741307,0.0325890446244852,-0.0005691523010730906,3.7471021937166806e-05,0.0,0
2025/05/21 13:29:48.959704379,1747826988,955263429,piren,vessel_center,-463.5604318760916,-300.6757633542159,2.336300436008343,-0.0034561422211851385,-0.0009709386895551617,0.3819711064294651,0.9241672934117818,-0.05040256494789896,0.04997086884741307,0.0325890446244852,-0.0007006992448782758,4.5067644462165485e-05,0.0,0
2025/05/21 13:29:49.238503242,1747826989,234866583,piren,vessel_center,-463.5680219233693,-300.6682383154118,2.3412079717595544,0.0015220822661739142,0.001085208281283269,0.38197934252746735,0.9241689712768143,-0.05040256494789896,0.04997086884741307,0.0325890446244852,0.0008060316239470092,2.2840782491843326e-05,5.981216273772414e-06,0
2025/05/21 13:29:49.732012865,1747826989,728734374,piren,vessel_center,-463.59325577166373,-300.6432205940927,2.357523550321161,0.025753373082432557,0.011079590226462639,0.38183930532200894,0.9238034159746847,-0.05040256494789896,0.04997086884741307,0.0325890446244852,-0.0010102686385071566,-2.543876865369168e-05,4.519671828816787e-06,0
2025/05/21 13:29:49.737840711,1747826989,735016503,piren,vessel_center,-463.5958700499813,-300.64062870697205,2.359213877645565,0.001320269970756576,0.0009578087619421995,0.38199879768816447,0.9241613809580969,-0.05040256494789896,0.04997086884741307,0.0325890446244852,0.0005723958189694846,-3.446801127681104e-05,0.0,0
2025/05/21 13:29:49.742385194,1747826989,739919113,piren,vessel_center,-463.597871069437,-300.63864482617373,2.3605076870460606,0.0015240184303797943,0.001082976125053149,0.38199848867801717,0.9241610569474604,-0.05040256494789896,0.04997086884741307,0.0325890446244852,0.0006985008891467476,-4.050612365854586e-05,0.0,0
2025/05/21 13:29:49.752653569,1747826989,750442427,piren,vessel_center,-463.6004401641808,-300.6360977356312,2.3621687997957013,-0.02745207039647191,-0.010922423267049538,0.38184386657997843,0.9237544836460467,-0.05040256494789896,0.04997086884741307,0.0325890446244852,0.0008668502072373637,-3.243542439804522e-05,0.0,0
2025/05/21 13:29:49.762703713,1747826989,760774052,piren,vessel_center,-463.60302370324786,-300.6335363244805,2.363839251885466,-0.003038681536882726,-0.0008003277736109015,0.38199923557827814,0.9241572971673077,-0.05040256494789896,0.04997086884741307,0.0325890446244852,-0.0007038229592950778,-2.108117520544628e-05,0.0,0
2025/05/21 13:29:49.772735051,1747826989,770915069,piren,vessel_center,-463.6055930263129,-300.6309890075723,2.365500512261947,-0.0034539138142143503,-0.0009722437360746993,0.38199883775619115,0.92415583814333,-0.05040256494789896,0.04997086884741307,0.0325890446244852,-0.0008071189735764113,-7.426186830165872e-06,0.0,0
2025/05/21 13:29:50.735535770,1747826990,733177897,piren,vessel_center,-463.55236866093844,-300.68457001708197,2.330480990821618,-0.027454613290040012,-0.010921794473611657,0.38187046417039255,0.9237434206579549,0.01395739913782568,-0.014489851074358592,-0.00940002343044419,0.0009278999672516075,-1.6124602151565274e-05,3.829398036911927e-06,0
2025/05/21 13:29:50.746521850,1747826990,744617951,piren,vessel_center,-463.58661716759406,-300.6502936427043,2.3492718070549157,-0.003041783237632084,-0.0007991163698081368,0.38202580640334977,0.9241463045479503,-0.06370829352522372,0.06329665611838224,0.033404737557055246,-0.0006778102732552701,-1.7340424149277542e-05,0.0,0
2025/05/21 13:29:50.756836926,1747826990,754750175,piren,vessel_center,-463.5793606903991,-300.6576130712202,2.345601740252803,-0.0034568699564684765,-0.0009713731770012099,0.382025409504406,0.9241448441544464,-0.0402988171439119,0.03979412922085446,0.02143003687552572,-0.0008174414584967034,-1.6238343900188762e-05,0.0,0
2025/05/21 13:29:50.766581961,1747826990,764368572,piren,vessel_center,-463.58136047753965,-300.6556383286961,2.346665183678744,0.025793094382815077,0.011096688797154343,0.38186541511292427,0.9237913100481799,-0.0402988171439119,0.03979412922085446,0.02143003687552572,-0.0009582172543903018,-1.3041116459401782e-05,0.0,0
2025/05/21 13:29:50.776763547,1747826990,774481319,piren,vessel_center,-463.58345964008686,-300.6535654553073,2.3477814727905018,0.0013366587998546136,0.0009647153983183065,0.38202537637734546,0.9241503635616883,-0.0402988171439119,0.03979412922085446,0.02143003687552572,0.0005962868758875025,-2.474550457613447e-05,0.0,0
2025/05/21 13:29:51.736827871,1747826991,733370721,piren,vessel_center,-463.5391239297412,-300.6983247219319,2.3234690354603282,-0.0030408207769736136,-0.0007994785450652729,0.38217430069629654,0.9240849085069809,0.05869548567789029,-0.05930145762899868,-0.03218874165199706,-0.0005921687921690363,2.0711648067161274e-05,1.1000800046257812e-05,0
2025/05/21 13:29:51.741598733,1747826991,738912080,piren,vessel_center,-463.5361325241565,-300.70134701077546,2.321828541639896,-0.0034571693725158133,-0.000971610260620244,0.3821738978263721,0.9240834463259414,0.05869548567789029,-0.05930145762899868,-0.03218874165199706,-0.0007025745401254137,2.4183074204483008e-05,0.0,0
2025/05/21 13:29:51.745560170,1747826991,743701936,piren,vessel_center,-463.5332093817638,-300.70430033167816,2.320225483513629,0.025057569588225623,0.011504965583875346,0.38200236526247355,0.9237499374328103,0.05869548567789029,-0.05930145762899868,-0.03218874165199706,-0.0008949524272582615,-0.0003332823929820845,0.0,0
2025/05/21 13:29:51.755776740,1747826991,753526586,piren,vessel_center,-463.5302145756142,-300.70732605619406,2.318583124815443,0.0008052923455325774,0.0007799994044186236,0.38217388719699197,0.9240897483739923,0.05869548567789029,-0.05930145762899868,-0.03218874165199706,0.0005128244868651129,-0.00039196481512173125,0.0,0
2025/05/21 13:29:51.766868459,1747826991,764079072,piren,vessel_center,-463.52728758484557,-300.71028326520326,2.316977956230813,0.0014384892124861064,0.000775148822600805,0.3821737458493983,0.9240890421796635,0.05869548567789029,-0.05930145762899868,-0.03218874165199706,0.0007082436057824487,-0.000252540526051626,0.0,0
2025/05/21 13:29:52.286590326,1747826992,279065134,piren,vessel_center,-463.50647584769195,-300.7313098626451,2.3055647508909,-0.000714716558044124,8.066092081133651e-05,0.38221018496472614,0.9240751361135562,0.05869548567789029,-0.05930145762899868,-0.03218874165199706,0.0001527112081734278,0.0006383628438542265,1.243795868653898e-05,0
2025/05/21 13:29:52.294460463,1747826992,289771433,piren,vessel_center,-463.50359074124754,-300.7342247549165,2.3039825517676547,0.019377295795685142,0.00841257862875725,0.3821181573800638,0.9238719947746692,0.05869548567789029,-0.05930145762899868,-0.03218874165199706,-0.0010845586330841298,0.0005667508827092441,0.0,0
2025/05/21 13:29:52.300146568,1747826992,296788332,piren,vessel_center,-463.5005631189468,-300.7372836343773,2.302322196615427,0.0025700655263283787,0.0014784913377056026,0.3822231474558947,0.924065297679479,0.05869548567789029,-0.05930145762899868,-0.03218874165199706,-0.0003163090745371747,0.0004402837326923985,1.617913865654636e-05,0
2025/05/21 13:29:52.305268244,1747826992,303020688,piren,vessel_center,-463.4952561105791,-300.7426454322774,2.2994118208119154,-0.026207863764763653,-0.010450745933575334,0.38208279581905347,0.9236972809992541,0.05869548567789029,-0.05930145762899868,-0.03218874165199706,0.0013414539606435758,0.0001260186059132888,0.0,0
2025/05/21 13:29:52.315934634,1747826992,312843327,piren,vessel_center,-463.49232665684985,-300.7456051296748,2.2978053015339324,0.00014725647219505277,0.0002298372515925896,0.3822255278837159,0.9240690295234355,0.05869548567789029,-0.05930145762899868,-0.03218874165199706,0.00034044540743963095,8.2422938442469e-05,0.0,0
2025/05/21 13:29:52.325581034,1747826992,323148312,piren,vessel_center,-463.48931076160017,-300.74865216101455,2.2961513775239166,-0.018760754449746234,-0.007289872742959996,0.3821563334925474,0.9238784706980679,0.05869548567789029,-0.05930145762899868,-0.03218874165199706,-0.00014888355235948025,-0.00011236133297459452,0.0,0
2025/05/21 13:29:53.282861798,1747826993,278757146,piren,vessel_center,-463.71473010170195,-300.522717119769,2.4212919861694226,-0.0008757032740148893,3.7400438473862356e-05,0.38244573945630855,0.9239775365866318,-0.1458622760465459,0.1459751573861014,0.08114757896019392,-4.3685255885186256e-05,0.00024303357581853102,4.4258198501328603e-05,0
