time,header_stamp_secs,header_stamp_nsecs,header_frame_id,sentence
2025/05/07 10:35:31.666883248,1746606931,666628821,hemisphere,"$GPHDT,23.213,T*04"
2025/05/07 10:35:31.683889051,1746606931,683548737,hemisphere,"$GPGGA,083531.65,6326.48924723,N,01025.13464690,E,4,15,0.7,2.212,M,40.937,M,0.6,0415*4E"
2025/05/07 10:35:31.691711265,1746606931,691347155,hemisphere,"$GPRMC,083531.65,A,6326.48924723,N,01025.13464690,E,0.10,203.45,070525,4.7,E,D,S*4E"
2025/05/07 10:35:31.717014947,1746606931,716403698,hemisphere,"$GPHDT,23.263,T*03"
2025/05/07 10:35:31.737102461,1746606931,734018768,hemisphere,"$GPGGA,083531.70,6326.48924672,N,01025.13464879,E,4,15,0.7,2.215,M,40.937,M,0.7,0415*40"
2025/05/07 10:35:31.741909058,1746606931,741408290,hemisphere,"$GPRMC,083531.70,A,6326.48924672,N,01025.13464879,E,0.10,160.64,070525,4.7,E,D,S*43"
2025/05/07 10:35:31.776898605,1746606931,774236979,hemisphere,"$GPHDT,23.313,T*05"
2025/05/07 10:35:31.784655468,1746606931,783811038,hemisphere,"$GPGGA,083531.75,6326.48924531,N,01025.13464849,E,4,15,0.7,2.216,M,40.937,M,0.7,0415*41"
2025/05/07 10:35:31.792103090,1746606931,790898957,hemisphere,"$GPRMC,083531.75,A,6326.48924531,N,01025.13464849,E,0.09,173.95,070525,4.7,E,D,S*45"
2025/05/07 10:35:31.981128833,1746606931,816566089,hemisphere,"$GPHDT,23.371,T*01"
2025/05/07 10:35:32.10164429,1746606931,833341668,hemisphere,"$GPGGA,083531.80,6326.48924328,N,01025.13465065,E,4,15,0.7,2.211,M,40.937,M,0.8,0415*4A"
2025/05/07 10:35:32.10315021,1746606931,840577038,hemisphere,"$GPRMC,083531.80,A,6326.48924328,N,01025.13465065,E,0.10,159.36,070525,4.7,E,D,S*4F"
2025/05/07 10:35:32.18870358,1746606931,866172134,hemisphere,"$GPHDT,23.428,T*0A"
2025/05/07 10:35:32.21697983,1746606931,883047348,hemisphere,"$GPGGA,083531.85,6326.48924182,N,01025.13465254,E,4,15,0.7,2.216,M,40.937,M,0.8,0415*4A"
2025/05/07 10:35:32.28960840,1746606931,890808687,hemisphere,"$GPRMC,083531.85,A,6326.48924182,N,01025.13465254,E,0.10,154.13,070525,4.7,E,D,S*42"
2025/05/07 10:35:32.39165002,1746606931,915870542,hemisphere,"$GPHDT,23.487,T*0F"
2025/05/07 10:35:32.44531718,1746606931,932762347,hemisphere,"$GPGGA,083531.90,6326.48924124,N,01025.13465260,E,4,15,0.7,2.214,M,40.937,M,0.9,0415*46"
2025/05/07 10:35:32.47973730,1746606931,940005852,hemisphere,"$GPRMC,083531.90,A,6326.48924124,N,01025.13465260,E,0.10,173.57,070525,4.7,E,D,S*48"
2025/05/07 10:35:32.58646602,1746606931,966401209,hemisphere,"$GPHDT,23.544,T*01"
2025/05/07 10:35:32.87049761,1746606931,998164768,hemisphere,"$GPGGA,083531.95,6326.48923871,N,01025.13465241,E,4,15,0.7,2.214,M,40.937,M,0.9,0415*4E"
2025/05/07 10:35:32.101519069,1746606931,999809979,hemisphere,"$GPRMC,083531.95,A,6326.48923871,N,01025.13465241,E,0.11,171.35,070525,4.7,E,D,S*47"
2025/05/07 10:35:32.102224046,1746606932,15971408,hemisphere,"$GPHDT,23.606,T*04"
2025/05/07 10:35:32.103737450,1746606932,33592171,hemisphere,"$GPGGA,083532.00,6326.48923785,N,01025.13465581,E,4,15,0.7,2.218,M,40.937,M,1.0,0415*4A"
2025/05/07 10:35:32.108535670,1746606932,40972400,hemisphere,"$GPRMC,083532.00,A,6326.48923785,N,01025.13465581,E,0.10,117.28,070525,4.7,E,D,S*4A"
2025/05/07 10:35:32.141729960,1746606932,66789683,hemisphere,"$GPHDT,23.667,T*03"
2025/05/07 10:35:32.160657140,1746606932,84223744,hemisphere,"$GPGGA,083532.05,6326.48923606,N,01025.13465532,E,4,15,0.7,2.217,M,40.937,M,1.0,0415*42"
2025/05/07 10:35:32.160787215,1746606932,91352647,hemisphere,"$GPRMC,083532.05,A,6326.48923606,N,01025.13465532,E,0.11,172.31,070525,4.7,E,D,S*47"
2025/05/07 10:35:32.160869210,1746606932,116169796,hemisphere,"$GPHDT,23.720,T*01"
2025/05/07 10:35:32.160940086,1746606932,135159747,hemisphere,"$GPGGA,083532.10,6326.48923425,N,01025.13465565,E,4,15,0.7,2.216,M,40.937,M,1.1,0415*47"
2025/05/07 10:35:32.161005420,1746606932,142865387,hemisphere,"$GPRMC,083532.10,A,6326.48923425,N,01025.13465565,E,0.11,159.61,070525,4.7,E,D,S*4E"
2025/05/07 10:35:32.168436669,1746606932,167052147,hemisphere,"$GPHDT,23.787,T*0C"
2025/05/07 10:35:32.186712161,1746606932,183411921,hemisphere,"$GPGGA,083532.15,6326.48923276,N,01025.13465923,E,4,15,0.7,2.215,M,40.937,M,1.1,0415*4F"
2025/05/07 10:35:32.206721857,1746606932,190706277,hemisphere,"$GPRMC,083532.15,A,6326.48923276,N,01025.13465923,E,0.11,136.91,070525,4.7,E,D,S*43"
2025/05/07 10:35:32.218573956,1746606932,218069045,hemisphere,"$GPHDT,23.841,T*09"
2025/05/07 10:35:32.240329173,1746606932,233843258,hemisphere,"$GPGGA,083532.20,6326.48923142,N,01025.13465894,E,4,15,0.7,2.219,M,40.937,M,1.2,0415*4F"
2025/05/07 10:35:32.246305957,1746606932,241979471,hemisphere,"$GPRMC,083532.20,A,6326.48923142,N,01025.13465894,E,0.11,182.51,070525,4.7,E,D,S*4F"
2025/05/07 10:35:32.267374926,1746606932,267057263,hemisphere,"$GPHDT,23.908,T*05"
