time,header_stamp_secs,header_stamp_nsecs,header_frame_id,status_status,status_service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
2025/05/21 12:18:42.35295823,1747822721,75520562,mA1/gps,0,1,63.434672139174886,10.393026787305477,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/21 12:18:42.40525827,1747822721,128642565,mA1/gps,0,1,63.43467213912097,10.393026786461503,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/21 12:18:42.46246548,1747822721,178788215,mA1/gps,0,1,63.43467213912177,10.393026785270273,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/21 12:18:42.56553600,1747822721,229834273,mA1/gps,0,1,63.434672139118426,10.393026784201812,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/21 12:18:42.67786672,1747822721,279720749,mA1/gps,0,1,63.43467213920619,10.39302678436706,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/21 12:18:42.77670364,1747822721,331077831,mA1/gps,0,1,63.43467213917623,10.393026784376191,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/21 12:18:43.28661484,1747822722,84947690,mA1/gps,0,1,63.43467213768561,10.39302674967994,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/21 12:18:43.29903636,1747822722,127794043,mA1/gps,0,1,63.43467213764022,10.393026747631666,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/21 12:18:43.38567181,1747822722,177763794,mA1/gps,0,1,63.434672137882444,10.39302674835075,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/21 12:18:43.535453833,1747822722,581764983,mA1/gps,0,1,63.43467213803666,10.39302675567025,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
