time,force_x,force_y,force_z,torque_x,torque_y,torque_z
2025/04/09 08:48:15.901283313,-0.3649309593007063,1.091417562684803,0.0,0.0,0.0,-0.3553848499485078
2025/04/09 08:48:16.1676034,-0.36510575577343546,1.0914340754603653,0.0,0.0,0.0,-0.354823362626109
2025/04/09 08:48:16.101477549,-0.34269278700697814,-0.3334218322979867,0.0,0.0,0.0,-0.34124668184764023
2025/04/09 08:48:16.208890282,-0.3428645378948861,-0.33351088809094176,0.0,0.0,0.0,-0.3406823348476381
2025/04/09 08:48:16.300833095,-0.3430362928146326,-0.3335999810174947,0.0,0.0,0.0,-0.3401179879479959
2025/04/09 08:48:16.739293841,-0.34320805173458596,-0.33368911076198254,0.0,0.0,0.0,-0.3395536411478284
2025/04/09 08:48:16.751772659,-0.35952190428413944,-2.080313928434331,0.0,0.0,0.0,-0.2918154123803356
2025/04/09 08:48:16.773029746,-0.3351398606331858,-1.7676073956835248,0.0,0.0,0.0,-0.30609822334221987
2025/04/09 08:48:16.781096333,-0.33531002142221666,-1.7678798185085496,0.0,0.0,0.0,-0.3055237631675702
2025/04/09 08:48:16.804479281,-0.3159485748766213,0.48390820877031854,0.0,0.0,0.0,-0.30833494284620044
2025/04/09 08:48:16.900687649,-0.31611635150633943,0.48383702319191746,0.0,0.0,0.0,-0.30776035345816083
2025/04/09 08:48:17.20115224,-0.31628413192296595,0.48376580265250874,0.0,0.0,0.0,-0.30718576416463167
2025/04/09 08:48:17.102919118,-0.3164519160928076,0.483694547450148,0.0,0.0,0.0,-0.3066111749647452
2025/04/09 08:48:17.200798947,-0.31661970398414047,0.4836232578838952,0.0,0.0,0.0,-0.3060365858577269
2025/04/09 08:48:17.300027500,-0.3712431406822968,-0.8098892147790964,0.0,0.0,0.0,-0.39210616424295675
2025/04/09 08:48:17.400497962,-0.37719807676016825,-0.6072991145437421,0.0,0.0,0.0,-0.32849385638823847
2025/04/09 08:48:17.500531678,-0.3773718231870289,-0.607442764148659,0.0,0.0,0.0,-0.3279291853588026
2025/04/09 08:48:17.601382656,-0.36750927830719377,0.9598702455936894,0.0,0.0,0.0,-0.3384817968134901
2025/04/09 08:48:17.712906542,-0.36768229332254565,0.9598718018034642,0.0,0.0,0.0,-0.33791804810139403
2025/04/09 08:48:17.844012228,-0.33594444719929234,-0.6053935170108139,0.0,0.0,0.0,-0.31693791980017755
2025/04/09 08:48:17.936826566,-0.3361141589482063,-0.6055345066026419,0.0,0.0,0.0,-0.3163700896345462
2025/04/09 08:48:18.26843421,-0.3362838741758699,-0.6056755282739157,0.0,0.0,0.0,-0.31580225955557495
2025/04/09 08:48:18.101703763,-0.3060292792620763,-0.6725569051568057,0.0,0.0,0.0,-0.2936801313998152
2025/04/09 08:48:18.203950016,-0.27453142190529467,-2.0336700754930197,0.0,0.0,0.0,-0.29217170229389633
2025/04/09 08:48:18.300264644,-0.2746936540192178,-2.0339701887832935,0.0,0.0,0.0,-0.2915956363733012
2025/04/09 08:48:18.399985480,-0.27485588949084716,-2.0342703330622234,0.0,0.0,0.0,-0.291019570536443
2025/04/09 08:48:18.499943925,-0.23972305619711748,-2.883502466173409,0.0,0.0,0.0,-0.2960614425766647
2025/04/09 08:48:18.600481137,-0.30050777978263943,-1.753372583173146,0.0,0.0,0.0,-0.2951909233651961
2025/04/09 08:48:18.700418174,-0.3006712933329374,-1.7537025711303615,0.0,0.0,0.0,-0.2946154352552472
2025/04/09 08:48:18.800257549,-0.2656579255555191,0.521162858119285,0.0,0.0,0.0,-0.4817482889507418
2025/04/09 08:48:18.901117170,-0.2249720211358795,-0.4964456566346491,0.0,0.0,0.0,-0.5385782750069872
2025/04/09 08:48:19.2040045,-0.2251273343148134,-0.49663406114985964,0.0,0.0,0.0,-0.5380722763988216
2025/04/09 08:48:19.100573338,-0.20205597497215913,-0.2856616980883878,0.0,0.0,0.0,-0.5149557106477387
2025/04/09 08:48:19.200087293,-0.15094913115286238,0.12911125450347713,0.0,0.0,0.0,-0.4118154927727341
2025/04/09 08:48:19.300193945,-0.15109515719490593,0.12899674343763579,0.0,0.0,0.0,-0.4112766846421967
2025/04/09 08:48:19.400020344,-0.18284206302392322,1.7139464173978973,0.0,0.0,0.0,-0.40885302274380947
2025/04/09 08:48:19.502691392,-0.21113338463831507,0.11852134901638825,0.0,0.0,0.0,-0.34612274150484257
2025/04/09 08:48:19.600027635,-0.2112845931321071,0.11844454936813233,0.0,0.0,0.0,-0.3455687769432385
2025/04/09 08:48:19.702556885,-0.2274687390025752,-0.08549794476250087,0.0,0.0,0.0,-0.35808493200479424
2025/04/09 08:48:19.800934974,-0.2276216534816013,-0.0855918198215941,0.0,0.0,0.0,-0.35753094364467897
2025/04/09 08:48:19.900653323,-0.22886606143969007,0.040862428620106,0.0,0.0,0.0,-0.31012942108412633
2025/04/09 08:48:20.632099,-0.22567452525218354,1.469862097085535,0.0,0.0,0.0,-0.2815519952384968
2025/04/09 08:48:20.101682679,-0.2258273946862529,1.4699189246147153,0.0,0.0,0.0,-0.2809779347507465
2025/04/09 08:48:20.200182983,-0.2222425920179648,1.173782850918224,0.0,0.0,0.0,-0.291025740411858
2025/04/09 08:48:20.300485794,-0.21791066546008142,0.8284359610258909,0.0,0.0,0.0,-0.27301807978691495
2025/04/09 08:48:20.401566058,-0.21806269604234269,0.8284590673554383,0.0,0.0,0.0,-0.2724427955490314
2025/04/09 08:48:20.500295351,-0.2268029415349761,-1.1218896020551479,0.0,0.0,0.0,-0.28587556248338997
2025/04/09 08:48:20.600278573,-0.22352813838566996,0.44387600173920944,0.0,0.0,0.0,-0.2451852519751756
2025/04/09 08:48:20.702314615,-0.2236807325139366,0.4438478968993446,0.0,0.0,0.0,-0.24460239947084142
2025/04/09 08:48:20.800677003,-0.21465707695035105,0.34100553707316866,0.0,0.0,0.0,-0.2593292641469934
2025/04/09 08:48:20.899978540,-0.17888798233342826,0.2565658661487692,0.0,0.0,0.0,-0.32216106478342715
2025/04/09 08:48:20.999972948,-0.17903563059776473,0.2565230336342439,0.0,0.0,0.0,-0.32159516830924434
2025/04/09 08:48:21.100475596,-0.1656758586015248,-1.4742624288158233,0.0,0.0,0.0,-0.3486054653482719
2025/04/09 08:48:21.201484830,-0.1658215656122848,-1.4744725367572102,0.0,0.0,0.0,-0.3480492932898429
2025/04/09 08:48:21.300394840,-0.16388852020731068,-1.0902260913783852,0.0,0.0,0.0,-0.34170690451208674
2025/04/09 08:48:21.406073616,-0.1663241549859427,-0.9874316536298958,0.0,0.0,0.0,-0.36055400981781494
2025/04/09 08:48:21.502698329,-0.16646924583688022,-0.987624949810408,0.0,0.0,0.0,-0.3600000504662637
2025/04/09 08:48:21.601334318,-0.15392770848933096,1.1507364985725335,0.0,0.0,0.0,-0.3494848927971993
2025/04/09 08:48:21.700136119,-0.1540711690364259,1.1507452662337068,0.0,0.0,0.0,-0.3489315858045442
2025/04/09 08:48:21.800571242,-0.0780722071526021,2.332374126520181,0.0,0.0,0.0,-0.3851927044843644
2025/04/09 08:48:21.900719583,-0.09309334566181175,0.3887863624710499,0.0,0.0,0.0,-0.36957470561797034
