time,stamp_secs,stamp_nsecs,node,new_parameters_0
2025/05/21 13:21:33.331113630,1747826493,248681347,/rosbag2_player,"{'name': 'use_sim_time', 'value': {'type': 1, 'bool_value': False, 'integer_value': 0, 'double_value': 0.0, 'string_value': '', 'byte_array_value': [], 'bool_array_value': [], 'integer_array_value': [], 'double_array_value': [], 'string_array_value': []}}"
2025/05/21 13:21:33.331160649,1747826493,252578420,/rosbag2_player,"{'name': 'qos_overrides./parameter_events.publisher.durability', 'value': {'type': 4, 'bool_value': False, 'integer_value': 0, 'double_value': 0.0, 'string_value': 'volatile', 'byte_array_value': [], 'bool_array_value': [], 'integer_array_value': [], 'double_array_value': [], 'string_array_value': []}}"
2025/05/21 13:21:33.331199037,1747826493,255943220,/rosbag2_player,"{'name': 'qos_overrides./parameter_events.publisher.history', 'value': {'type': 4, 'bool_value': False, 'integer_value': 0, 'double_value': 0.0, 'string_value': 'keep_last', 'byte_array_value': [], 'bool_array_value': [], 'integer_array_value': [], 'double_array_value': [], 'string_array_value': []}}"
2025/05/21 13:21:33.331236496,1747826493,256626274,/rosbag2_player,"{'name': 'qos_overrides./parameter_events.publisher.depth', 'value': {'type': 2, 'bool_value': False, 'integer_value': 1000, 'double_value': 0.0, 'string_value': '', 'byte_array_value': [], 'bool_array_value': [], 'integer_array_value': [], 'double_array_value': [], 'string_array_value': []}}"
2025/05/21 13:21:33.331274203,1747826493,257328730,/rosbag2_player,"{'name': 'qos_overrides./parameter_events.publisher.reliability', 'value': {'type': 4, 'bool_value': False, 'integer_value': 0, 'double_value': 0.0, 'string_value': 'reliable', 'byte_array_value': [], 'bool_array_value': [], 'integer_array_value': [], 'double_array_value': [], 'string_array_value': []}}"
