time,header_stamp_secs,header_stamp_nsecs,header_frame_id,quaternion_x,quaternion_y,quaternion_z,quaternion_w
2025/05/07 10:48:46.319449378,1746607726,317200585,hemisphere,-0.0,0.0,0.5686551726817423,-0.8225760114313436
2025/05/07 10:48:46.368209319,1746607726,367687606,hemisphere,-0.0,0.0,0.568698241881465,-0.8225462355885722
2025/05/07 10:48:46.421708933,1746607726,417307558,hemisphere,-0.0,0.0,0.568734131690245,-0.8225214206636463
2025/05/07 10:48:46.467492275,1746607726,467002978,hemisphere,-0.0,0.0,0.5687628427576641,-0.8225015675962088
2025/05/07 10:48:46.518150952,1746607726,517497766,hemisphere,-0.0,0.0,0.5688059080593687,-0.8224717861159476
2025/05/07 10:48:46.569039674,1746607726,568474437,hemisphere,-0.0,0.0,0.5688346173941714,-0.8224519305430723
2025/05/07 10:48:46.617849312,1746607726,617505314,hemisphere,-0.0,0.0,0.5688776800967877,-0.8224221453047681
2025/05/07 10:48:46.673792177,1746607726,671645973,hemisphere,-0.0,0.0,0.5689207412397934,-0.8223923578117467
2025/05/07 10:48:46.718001903,1746607726,717618919,hemisphere,-0.0,0.0,0.568970977268635,-0.8223576028869524
2025/05/07 10:48:46.768182601,1746607726,767361244,hemisphere,-0.0,0.0,0.5690283872732371,-0.8223178792153426
2025/05/07 10:48:46.817426554,1746607726,817029817,hemisphere,-0.0,0.0,0.5690427393410589,-0.8223079476712016
2025/05/07 10:48:46.868494005,1746607726,867697837,hemisphere,-0.0,0.0,0.5690283872732371,-0.8223178792153426
2025/05/07 10:48:46.917882425,1746607726,917544702,hemisphere,-0.0,0.0,0.5690140350320798,-0.8223278105089911
2025/05/07 10:48:46.968112869,1746607726,967654884,hemisphere,-0.0,0.0,0.5690212111743248,-0.8223228448934788
2025/05/07 10:48:47.24240938,1746607727,20157482,hemisphere,-0.0,0.0,0.5690499153099673,-0.8223029818051976
2025/05/07 10:48:47.78499405,1746607727,78065233,hemisphere,-0.0,0.0,0.5691001458788982,-0.8222682189897751
2025/05/07 10:48:47.119006571,1746607727,118558421,hemisphere,-0.0,0.0,0.5691719001506138,-0.822218552502277
2025/05/07 10:48:47.181343326,1746607727,178927769,hemisphere,-0.0,0.0,0.5692436500878375,-0.8221688797532266
2025/05/07 10:48:47.218743833,1746607727,218275513,hemisphere,-0.0,0.0,0.569279523430844,-0.8221440410307376
2025/05/07 10:48:47.268452654,1746607727,267890755,hemisphere,-0.0,0.0,0.5693297442902071,-0.8221092641896498
2025/05/07 10:48:47.319104492,1746607727,317755833,hemisphere,-0.0,0.0,0.5693512668653058,-0.8220943588900678
