time,header_stamp_secs,header_stamp_nsecs,header_frame_id,quaternion_x,quaternion_y,quaternion_z,quaternion_w
2025/05/21 13:49:36.224368060,1747828176,98285400,,-0.00043314552364284676,-0.00016423322344400658,0.36239499667973923,0.9320244909839523
2025/05/21 13:49:36.224536875,1747828176,186931317,,-0.00042624757344058336,-0.00016730691648633058,0.36240024327115083,0.9320224535913352
2025/05/21 13:49:36.291705957,1747828176,291314280,,-0.0004166852215496804,-0.00015261875364952872,0.36240525687624603,0.932020510970335
2025/05/21 13:49:36.391146050,1747828176,389654751,,-0.0003959289611775831,-0.00015143040264360412,0.36241006331221026,0.9320186512721356
2025/05/21 13:49:36.491102916,1747828176,490902209,,-0.00037985812975139795,-0.00013603884827826412,0.36241465852897065,0.9320168734977724
2025/05/21 13:49:36.591977335,1747828176,591720442,,-0.00036111546690358807,-0.0001375927332166058,0.36241906595583046,0.9320151668806483
2025/05/21 13:49:36.695174319,1747828176,694262743,,-0.00035453696395541844,-0.00012805632767946514,0.3624232819855963,0.9320135313287609
2025/05/21 13:49:36.796306340,1747828176,795929860,,-0.00035019756972517725,-0.00013731401102278973,0.3624273290887529,0.9320119578825785
2025/05/21 13:49:36.895258012,1747828176,894941974,,-0.00035954050902982436,-0.00013522107151501308,0.36243120516605726,0.9320104473490431
2025/05/21 13:49:36.996723102,1747828176,995965932,,-0.00036888095432432093,-0.00015010313906386858,0.36243493440890723,0.9320089912205248
2025/05/21 13:49:37.87365312,1747828177,86995741,,-0.0003866576167251783,-0.00015061792781402352,0.3624385140392525,0.9320075918956593
2025/05/21 13:49:37.188656549,1747828177,188500488,,-0.0003975515060446485,-0.00016458781268869222,0.3624419661157084,0.9320062425015359
2025/05/21 13:49:37.289965103,1747828177,289774702,,-0.00041001177450628414,-0.00016095041476995139,0.36244528275098115,0.9320049479465601
2025/05/21 13:49:37.392211953,1747828177,392012468,,-0.0004103171537903428,-0.00016851728455045706,0.3624484827644128,0.9320037020224401
2025/05/21 13:49:37.495416562,1747828177,495143159,,-0.00040963542547308335,-0.0001576426448215406,0.36245155541092244,0.9320025092926616
2025/05/21 13:49:37.596799506,1747828177,596386268,,-0.00039738925216553644,-0.0001587694422598152,0.3624545190933466,0.9320013618353019
2025/05/21 13:49:37.697153585,1747828177,696911894,,-0.00038761001012044944,-0.0001437715814135297,0.36245736339731177,0.9320002622356292
2025/05/21 13:49:37.788536927,1747828177,788090033,,-0.0003716623130297498,-0.0001438687655493457,0.3624601063161474,0.9319992019836661
