time,header_stamp_secs,header_stamp_nsecs,header_frame_id,quaternion_x,quaternion_y,quaternion_z,quaternion_w
2025/05/21 13:21:32.995235417,1747826492,994711754,,-0.00037337137397273326,-6.341661036822435e-05,0.1761448923735463,0.9843641772549743
2025/05/21 13:21:33.95752549,1747826493,95413595,,-0.0003658350513310319,-5.321041932155014e-05,0.17615430492269296,0.9843624963348458
2025/05/21 13:21:33.198467783,1747826493,197990767,,-0.00036411401627036534,-4.691680366351968e-05,0.1761642812147375,0.9843607119566951
2025/05/21 13:21:33.306528265,1747826493,306087430,,-0.0003668828522547365,-4.5486648975863125e-05,0.17617367894862473,0.9843590291014983
2025/05/21 13:21:33.393764423,1747826493,393508342,,-0.00037334861904546513,-4.897418363979749e-05,0.17618253065188322,0.9843574422461773
2025/05/21 13:21:33.494873711,1747826493,494662409,,-0.00038351601103053416,-5.629781977859292e-05,0.17618869044919935,0.9843563354313422
2025/05/21 13:21:33.596096966,1747826493,595174125,,-0.00039153247018877565,-6.182151080956312e-05,0.17617617027446356,0.9843585728319985
2025/05/21 13:21:33.696297426,1747826493,696128713,,-0.0003451763013661036,-5.039205805167747e-05,0.176113538896533,0.9843697982624725
2025/05/21 13:21:33.788479278,1747826493,788210196,,-0.00028858015271245697,-3.509525571666663e-05,0.1760193346553734,0.9843866665682232
2025/05/21 13:21:33.891266851,1747826493,891050525,,-0.00027801126844059125,-2.8628421837052737e-05,0.17592188793606056,0.9844040894039197
2025/05/21 13:21:33.992015133,1747826493,991772907,,-0.00029636228442507664,-2.902857706178221e-05,0.1758115866034843,0.9844237895046541
2025/05/21 13:21:34.93968091,1747826494,93414980,,-0.0003370100300326104,-3.3492201232571856e-05,0.17568824305717107,0.9844457966561676
2025/05/21 13:21:34.197578170,1747826494,197028201,,-0.0003848870881411708,-4.541652707024904e-05,0.1755507646375636,0.9844703036833743
2025/05/21 13:21:34.294862026,1747826494,294708398,,-0.0004082052792473886,-5.224105272633793e-05,0.17538662082007006,0.9844995499626393
2025/05/21 13:21:34.396721317,1747826494,396291435,,-0.000450627892553298,-7.422786509743933e-05,0.17524245803359403,0.9845252014687438
2025/05/21 13:21:34.488831906,1747826494,488606420,,-0.0005234489124262132,-0.0001069346699418613,0.1751484367067073,0.9845418933115081
2025/05/21 13:21:34.591675655,1747826494,590625829,,-0.0005935138569002655,-0.00015621617746366736,0.17509659351428986,0.9845510683948797
2025/05/21 13:21:34.691606809,1747826494,691498646,,-0.0006471707496065604,-0.0001979170647939266,0.17508344386241415,0.9845533655846864
2025/05/21 13:21:34.792454508,1747826494,791668215,,-0.0006560559255534476,-0.00022339118826268024,0.1750911230666402,0.9845519886274479
2025/05/21 13:21:34.892953107,1747826494,892377208,,-0.0006373845415918711,-0.00022983018472747357,0.17514058077458253,0.9845432026503328
2025/05/21 13:21:34.995069495,1747826494,994684305,,-0.0005976176715729826,-0.00022325436854491666,0.17523387729275994,0.9845266280093959
2025/05/21 13:21:35.97545475,1747826495,97389139,,-0.0005310039872189081,-0.00020609634333193576,0.17535819174101816,0.9845045353620181
2025/05/21 13:21:35.199209895,1747826495,198871557,,-0.00043404332154836926,-0.0001512327041064808,0.17548791902847372,0.9844814772305877
2025/05/21 13:21:35.297271638,1747826495,297056313,,-0.00033129583712184743,-8.771468376488825e-05,0.17562546594708756,0.9844569966535212
2025/05/21 13:21:35.388307683,1747826495,387895822,,-0.0002494477447455029,-2.7276093151266588e-05,0.17577171364573277,0.984430922774107
2025/05/21 13:21:35.489258228,1747826495,489105536,,-0.00020166779865596904,2.768934490196061e-05,0.17592478225176414,0.9844035907863545
2025/05/21 13:21:35.591189133,1747826495,590966666,,-0.0001797711165981948,5.980918429755431e-05,0.17608183536002672,0.9843755133898098
2025/05/21 13:21:35.693434905,1747826495,693135854,,-0.00018285512063484006,7.493937174148149e-05,0.17622944896594192,0.9843490957303999
2025/05/21 13:21:35.795241793,1747826495,793397525,,-0.00021262729482940016,6.863373879703343e-05,0.1763692847631437,0.9843240449522609
2025/05/21 13:21:35.895705132,1747826495,895119851,,-0.0002634746680005698,4.032609607311779e-05,0.1765014487644162,0.9843003441729397
2025/05/21 13:21:35.997442623,1747826495,997336288,,-0.0003198552320686971,-2.2694904805803254e-06,0.17663381216204443,0.9842765841411567
2025/05/21 13:21:36.89524226,1747826496,88765524,,-0.0003702038527464713,-5.218461805438593e-05,0.17676174319316243,0.9842535986061659
2025/05/21 13:21:36.190935634,1747826496,190713969,,-0.00040397988755694434,-9.831684332918142e-05,0.1768859806042958,0.9842312619500081
2025/05/21 13:21:36.292536869,1747826496,292326227,,-0.0004152427384876049,-0.0001339501476597644,0.1770008459932722,0.9842106025381417
2025/05/21 13:21:36.391778761,1747826496,391618870,,-0.0004053614314520972,-0.0001524363030758003,0.17711561089395023,0.9841899576925921
2025/05/21 13:21:36.494642221,1747826496,494355200,,-0.000382232790726758,-0.00015291096591623764,0.17722403755870786,0.9841704481581023
2025/05/21 13:21:36.594214676,1747826496,593902790,,-0.0003657135077027207,-0.00013766323616548108,0.1773356133906372,0.984150358190165
2025/05/21 13:21:36.696044974,1747826496,694842891,,-0.0003621364868116739,-0.0001152049442452718,0.17745941590058215,0.984128046187695
2025/05/21 13:21:36.795651015,1747826496,795462604,,-0.0003435046553494396,-7.911671426935761e-05,0.17757903323786817,0.9841064793503808
2025/05/21 13:21:36.887871089,1747826496,887670917,,-0.00030124280254880396,-3.693819417131444e-05,0.17768802689795016,0.9840868218736887
2025/05/21 13:21:36.988192548,1747826496,987911852,,-0.0002588045638472144,4.071163430020355e-06,0.17779143593074972,0.9840681573515655
2025/05/21 13:21:37.88964698,1747826497,88795979,,-0.00022989409570303623,3.400934500811255e-05,0.1778898864512936,0.9840503718257593
2025/05/21 13:21:37.192095965,1747826497,191750046,,-0.00024818933863697047,4.382233764627737e-05,0.17800430939575346,0.9840296755272149
2025/05/21 13:21:37.293673907,1747826497,293482849,,-0.0002813805516673327,3.5720556920393344e-05,0.1781173057045564,0.9840092199555737
2025/05/21 13:21:37.394629516,1747826497,394210175,,-0.0003108226727755872,1.6339083893809482e-05,0.17821892447753032,0.9839908119898136
2025/05/21 13:21:37.495631279,1747826497,495381577,,-0.00034970207349451545,-1.7056205317924345e-05,0.17832618204463008,0.9839713665625291
2025/05/21 13:21:37.598203178,1747826497,596892000,,-0.00038284923677199556,-5.4834745271431825e-05,0.17843419912073943,0.9839517706695552
2025/05/21 13:21:37.690692522,1747826497,689643371,,-0.0004004592220875414,-9.164418537250393e-05,0.17854132176056703,0.9839323287999762
2025/05/21 13:21:37.791171550,1747826497,790882362,,-0.0003898951754739356,-0.0001164391613431521,0.17864171550589486,0.9839141079915384
