time,data
2025/05/14 12:38:24.527354613,137.0
2025/05/14 12:38:24.617207849,137.0
2025/05/14 12:38:24.730931398,138.0
2025/05/14 12:38:24.818991264,138.0
2025/05/14 12:38:24.921245363,138.0
2025/05/14 12:38:25.32294821,138.0
2025/05/14 12:38:25.120078841,138.0
2025/05/14 12:38:25.226388814,138.0
2025/05/14 12:38:25.322585698,138.0
2025/05/14 12:38:25.414644432,138.0
2025/05/14 12:38:25.517969656,138.0
2025/05/14 12:38:25.622080766,139.43239448782703
2025/05/14 12:38:25.716150775,138.0
2025/05/14 12:38:25.820511138,138.0
2025/05/14 12:38:25.921442380,138.0
2025/05/14 12:38:26.16446585,138.0
2025/05/14 12:38:26.118066501,138.0
2025/05/14 12:38:26.222011165,138.0
2025/05/14 12:38:26.321770380,138.0
2025/05/14 12:38:26.415260124,138.0
2025/05/14 12:38:26.518674604,139.7188733853924
2025/05/14 12:38:26.621443886,140.0
2025/05/14 12:38:26.724582504,138.56760551217297
2025/05/14 12:38:26.812889428,138.0
2025/05/14 12:38:26.915459550,138.0
2025/05/14 12:38:27.21360012,138.0
2025/05/14 12:38:27.120820466,138.0
2025/05/14 12:38:27.217419503,138.0
2025/05/14 12:38:27.320736885,138.0
2025/05/14 12:38:27.423475522,138.0
2025/05/14 12:38:27.514506657,138.85943669269622
2025/05/14 12:38:27.616970161,140.0
2025/05/14 12:38:27.713732810,140.0
2025/05/14 12:38:27.821152085,140.0
2025/05/14 12:38:27.920902917,138.56760551217297
2025/05/14 12:38:28.23276905,137.0
2025/05/14 12:38:28.116829275,137.0
2025/05/14 12:38:28.215968948,138.43239448782703
2025/05/14 12:38:28.317129970,139.0
2025/05/14 12:38:28.424522046,139.0
2025/05/14 12:38:28.513770948,139.0
2025/05/14 12:38:28.616151639,137.56760551217297
2025/05/14 12:38:28.720395865,137.0
2025/05/14 12:38:28.820504574,137.0
2025/05/14 12:38:28.925314968,137.0
2025/05/14 12:38:29.19270317,137.0
2025/05/14 12:38:29.118621339,138.43239448782703
2025/05/14 12:38:29.222942453,139.0
2025/05/14 12:38:29.323291726,139.0
2025/05/14 12:38:29.417056792,139.0
2025/05/14 12:38:29.513836390,137.28112661460756
2025/05/14 12:38:29.622024964,137.0
2025/05/14 12:38:29.719766122,138.0
2025/05/14 12:38:29.827086546,138.0
2025/05/14 12:38:29.912988861,138.0
2025/05/14 12:38:30.17581252,138.0
2025/05/14 12:38:30.121681489,138.0
2025/05/14 12:38:30.222614882,138.0
2025/05/14 12:38:30.316062881,138.0
2025/05/14 12:38:30.416065649,138.0
2025/05/14 12:38:30.520770611,138.0
2025/05/14 12:38:30.620677573,138.0
2025/05/14 12:38:30.712802741,138.0
2025/05/14 12:38:30.817594094,138.0
2025/05/14 12:38:30.919081522,138.0
2025/05/14 12:38:31.21292207,138.0
2025/05/14 12:38:31.118771003,139.1459155902616
2025/05/14 12:38:31.220207482,140.0
2025/05/14 12:38:31.327438379,140.0
2025/05/14 12:38:31.419058843,138.0
2025/05/14 12:38:31.521864250,138.0
2025/05/14 12:38:31.612714811,138.0
2025/05/14 12:38:31.718343524,138.0
2025/05/14 12:38:31.820772735,139.0
2025/05/14 12:38:31.921851489,139.0
2025/05/14 12:38:32.22225877,139.0
2025/05/14 12:38:32.118520274,139.0
2025/05/14 12:38:32.216013947,137.8540844097384
2025/05/14 12:38:32.317969761,137.0
2025/05/14 12:38:32.422171545,138.14591559026164
2025/05/14 12:38:32.513899378,139.0
2025/05/14 12:38:32.618916293,139.0
2025/05/14 12:38:32.721864732,139.0
2025/05/14 12:38:32.814751302,137.56760551217297
2025/05/14 12:38:32.915590689,136.0
2025/05/14 12:38:33.18744150,136.0
2025/05/14 12:38:33.123867645,136.0
2025/05/14 12:38:33.213549436,135.0
2025/05/14 12:38:33.315305276,135.0
2025/05/14 12:38:33.417366477,135.0
2025/05/14 12:38:33.523434049,135.0
2025/05/14 12:38:33.613062794,133.0
2025/05/14 12:38:33.716094414,133.0
2025/05/14 12:38:33.819477489,133.0
2025/05/14 12:38:33.921757648,133.0
2025/05/14 12:38:34.16502083,133.0
2025/05/14 12:38:34.116644216,133.0
2025/05/14 12:38:34.221689074,133.0
2025/05/14 12:38:34.316508787,133.0
2025/05/14 12:38:34.420681448,133.0
2025/05/14 12:38:34.525490938,133.0
2025/05/14 12:38:34.618662487,133.0
2025/05/14 12:38:34.723210054,133.0
2025/05/14 12:38:34.818521120,133.0
2025/05/14 12:38:34.923953527,133.0
2025/05/14 12:38:35.13042761,133.0
2025/05/14 12:38:35.115944450,133.0
2025/05/14 12:38:35.219016472,131.85408440973836
2025/05/14 12:38:35.322159798,131.0
2025/05/14 12:38:35.416447702,131.0
2025/05/14 12:38:35.518270164,129.85408440973836
2025/05/14 12:38:35.622853339,128.0
2025/05/14 12:38:35.713125570,126.28112661460757
2025/05/14 12:38:35.822483780,123.41633763895351
2025/05/14 12:38:35.916922197,121.85408440973839
2025/05/14 12:38:36.20583169,119.99999999999999
2025/05/14 12:38:36.123855596,118.00000000000001
2025/05/14 12:38:36.216623766,118.00000000000001
2025/05/14 12:38:36.319526960,118.00000000000001
2025/05/14 12:38:36.419285251,118.00000000000001
2025/05/14 12:38:36.514973391,118.00000000000001
2025/05/14 12:38:36.614988298,118.00000000000001
2025/05/14 12:38:36.717107825,118.00000000000001
2025/05/14 12:38:36.821019462,118.00000000000001
2025/05/14 12:38:36.922866244,118.00000000000001
2025/05/14 12:38:37.15318959,118.00000000000001
2025/05/14 12:38:37.118618728,118.00000000000001
2025/05/14 12:38:37.222564978,118.00000000000001
2025/05/14 12:38:37.324946379,118.00000000000001
2025/05/14 12:38:37.415083984,117.1405633073038
2025/05/14 12:38:37.519345667,116.00000000000001
2025/05/14 12:38:37.613860006,116.00000000000001
2025/05/14 12:38:37.715571436,116.00000000000001
2025/05/14 12:38:37.820947693,116.00000000000001
2025/05/14 12:38:37.916234035,116.00000000000001
2025/05/14 12:38:38.14033111,116.00000000000001
2025/05/14 12:38:38.116391680,116.00000000000001
2025/05/14 12:38:38.216286101,116.00000000000001
2025/05/14 12:38:38.318600316,114.56760551217299
2025/05/14 12:38:38.423885836,113.0
2025/05/14 12:38:38.516086865,112.0
2025/05/14 12:38:38.614050158,111.0
2025/05/14 12:38:38.716038061,111.0
2025/05/14 12:38:38.821870952,111.0
2025/05/14 12:38:38.915757459,111.0
2025/05/14 12:38:39.17709136,111.0
2025/05/14 12:38:39.120336146,110.0
2025/05/14 12:38:39.223312583,110.0
2025/05/14 12:38:39.314591563,110.0
2025/05/14 12:38:39.416532012,110.0
2025/05/14 12:38:39.524190039,110.0
2025/05/14 12:38:39.623041403,110.0
2025/05/14 12:38:39.717473975,110.0
2025/05/14 12:38:39.826138426,110.0
2025/05/14 12:38:39.924629060,110.0
2025/05/14 12:38:40.15580239,110.0
2025/05/14 12:38:40.120178152,110.0
2025/05/14 12:38:40.216495477,110.0
2025/05/14 12:38:40.317701335,110.0
2025/05/14 12:38:40.421793924,110.0
2025/05/14 12:38:40.516606844,111.43239448782703
2025/05/14 12:38:40.615087655,113.0
2025/05/14 12:38:40.720294118,113.0
2025/05/14 12:38:40.820819995,113.0
2025/05/14 12:38:40.914295899,113.0
2025/05/14 12:38:41.21125545,113.0
2025/05/14 12:38:41.115398505,113.0
2025/05/14 12:38:41.219248117,113.0
2025/05/14 12:38:41.320708465,113.0
2025/05/14 12:38:41.423570625,113.0
2025/05/14 12:38:41.514432566,113.0
2025/05/14 12:38:41.616151945,113.0
2025/05/14 12:38:41.719105174,113.0
2025/05/14 12:38:41.816030410,113.0
2025/05/14 12:38:41.925498877,113.0
2025/05/14 12:38:42.23288551,113.0
