time,header_stamp_secs,header_stamp_nsecs,header_frame_id,wrench_force_x,wrench_force_y,wrench_force_z,wrench_torque_x,wrench_torque_y,wrench_torque_z
2025/05/20 13:01:59.969611039,1747738919,962648412,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:00.67838790,1747738920,62689679,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:00.171986417,1747738920,163695295,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:00.268462989,1747738920,264367661,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:00.388342806,1747738920,362971719,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:00.528664985,1747738920,464028174,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:00.590956585,1747738920,565392388,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:00.673184150,1747738920,663487247,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:00.778081437,1747738920,762968115,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:00.882605355,1747738920,872874610,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:01.42275223,1747738920,962746918,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:01.123991852,1747738921,66031637,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:01.233924078,1747738921,165203110,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:01.338361755,1747738921,263492813,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:01.435325770,1747738921,364287094,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:01.532654557,1747738921,463894583,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:01.621869249,1747738921,564002252,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:01.793235196,1747738921,664017801,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:01.855610043,1747738921,765456316,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:01.895110396,1747738921,863567279,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:01.986937584,1747738921,962750800,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:02.79011660,1747738922,63141142,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:02.172092062,1747738922,162671691,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:02.412087385,1747738922,363392245,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:02.471459895,1747738922,463112051,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:02.573708162,1747738922,563016718,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:02.676146580,1747738922,665478134,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:02.771508933,1747738922,762731139,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:02.880498038,1747738922,865948126,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:02.984582310,1747738922,962985344,,-0.0,0.0,0.0,0.0,0.0,0.0
2025/05/20 13:02:03.76289560,1747738923,63363514,,0.002110357595887763,-0.008882912046601632,0.0,0.0,0.0,-0.0001371212956532697
2025/05/20 13:02:03.172649368,1747738923,162497265,,0.0021103648618647497,-0.008882951046548015,0.0,0.0,0.0,-0.00013710954682188276
2025/05/20 13:02:03.277360575,1747738923,262880799,,0.00211037212743162,-0.008882990044252637,0.0,0.0,0.0,-0.00013709780016653295
2025/05/20 13:02:03.370126746,1747738923,363702344,,0.002110379392593148,-0.008883029039704837,0.0,0.0,0.0,-0.0001370860556588055
2025/05/20 13:02:03.483013619,1747738923,462492525,,0.002110386657350749,-0.008883068032883301,0.0,0.0,0.0,-0.00013707431329692404
2025/05/20 13:02:03.573743769,1747738923,564545909,,0.0021103939216987055,-0.008883107023827108,0.0,0.0,0.0,-0.00013706257309176184
2025/05/20 13:02:03.669345284,1747738923,662503082,,0.0021104011856445393,-0.008883146012518495,0.0,0.0,0.0,-0.00013705083504132048
2025/05/20 13:02:03.775296085,1747738923,765228707,,0.0021104084491827824,-0.008883184998939697,0.0,0.0,0.0,-0.00013703909915981083
2025/05/20 13:02:03.869265336,1747738923,862442406,,0.0021104157123166267,-0.008883223983144006,0.0,0.0,0.0,-0.0001370273654063836
2025/05/20 13:02:03.968504361,1747738923,964125529,,0.0021104225829548517,-0.008883262745634113,0.0,0.0,0.0,-0.00013701510597213112
2025/05/20 13:02:04.68829127,1747738924,64542446,,0.0009434740316898171,-0.004881084730222085,0.0,0.0,0.0,-0.00032939463421802206
2025/05/20 13:02:04.168176038,1747738924,162933553,,0.0009434735413995227,-0.0048810895528994536,0.0,0.0,0.0,-0.00032940231514203
2025/05/20 13:02:04.268252474,1747738924,262537695,,0.0009434730398190511,-0.004881094385313034,0.0,0.0,0.0,-0.0003294100050324211
2025/05/20 13:02:04.368147487,1747738924,362531326,,0.0009434725270812544,-0.004881099227400654,0.0,0.0,0.0,-0.0003294177038312418
2025/05/20 13:02:04.468135152,1747738924,464665840,,0.00041173959511173197,-0.0025122727419146784,0.0,0.0,0.0,-0.00024532530734669433
2025/05/20 13:02:04.569570726,1747738924,562565888,,0.0004117422062584891,-0.002512268551835284,0.0,0.0,0.0,-0.00024533295365683494
2025/05/20 13:02:04.668006416,1747738924,662813844,,0.00041174481912785443,-0.0025122643577342174,0.0,0.0,0.0,-0.000245340597087057
2025/05/20 13:02:04.770611852,1747738924,762546084,,0.00041174743372135447,-0.0025122601595937155,0.0,0.0,0.0,-0.0002453482376331695
2025/05/20 13:02:04.868305552,1747738924,862563542,,0.0004117500500393917,-0.0025122559574199954,0.0,0.0,0.0,-0.0002453558752900098
2025/05/20 13:02:04.968215761,1747738924,962642302,,0.00041175266808035627,-0.0025122517512246034,0.0,0.0,0.0,-0.0002453635100674034
2025/05/20 13:02:05.68235092,1747738925,62490218,,0.0004117552878460523,-0.0025122475409879996,0.0,0.0,0.0,-0.00024537114195999354
2025/05/20 13:02:05.168021018,1747738925,162511831,,0.00041175790933502265,-0.0025122433267270594,0.0,0.0,0.0,-0.00024537877097308147
2025/05/20 13:02:05.268413382,1747738925,262479557,,0.0004117596307668392,-0.0025122413199039073,0.0,0.0,0.0,-0.00024538849797597906
2025/05/20 13:02:05.367969435,1747738925,363271634,,-0.035670226877993705,-0.20307460696185942,0.0,0.0,0.0,-0.05119387631965391
2025/05/20 13:02:05.469400285,1747738925,462507123,,0.003976097029412817,-0.01663046826206127,0.0,0.0,0.0,-0.00036941062402966185
2025/05/20 13:02:05.568276977,1747738925,564103490,,0.003976098278083096,-0.01663049142130646,0.0,0.0,0.0,-0.0003694216151333904
2025/05/20 13:02:05.668109642,1747738925,662430400,,0.003976099526919963,-0.016630514580864286,0.0,0.0,0.0,-0.00036943260609857004
2025/05/20 13:02:05.769055268,1747738925,762474679,,0.003976100775912983,-0.016630537740788043,0.0,0.0,0.0,-0.00036944359690053996
2025/05/20 13:02:05.868096958,1747738925,865087703,,0.003976102025064987,-0.016630560900932068,0.0,0.0,0.0,-0.0003694545875213284
2025/05/20 13:02:05.968945322,1747738925,963200411,,0.003976103274384191,-0.016630584061395837,0.0,0.0,0.0,-0.0003694655780248843
2025/05/20 13:02:06.69376412,1747738926,62451758,,0.003976104523859159,-0.01663060722216514,0.0,0.0,0.0,-0.00036947656838277193
2025/05/20 13:02:06.170804653,1747738926,162504071,,0.0039761057734984395,-0.016630630383215106,0.0,0.0,0.0,-0.0003694875585452742
2025/05/20 13:02:06.268145318,1747738926,262489244,,0.003976107023295705,-0.016630653544570606,0.0,0.0,0.0,-0.000369498548615399
2025/05/20 13:02:06.368209771,1747738926,363177603,,0.003976108273254175,-0.016630676706249403,0.0,0.0,0.0,-0.00036950953851144774
2025/05/20 13:02:06.468273531,1747738926,462462649,,0.0034197487875592403,-0.013471178619742119,0.0,0.0,0.0,-0.0002656434697719777
2025/05/20 13:02:06.568688478,1747738926,563990041,,0.0034197324418789865,-0.013471150098283147,0.0,0.0,0.0,-0.00026567948213013226
2025/05/20 13:02:06.668024929,1747738926,662461238,,0.003419714830067311,-0.013471118901552614,0.0,0.0,0.0,-0.00026571652949703393
2025/05/20 13:02:06.768279101,1747738926,764731255,,0.003419697810012723,-0.013471091973539018,0.0,0.0,0.0,-0.0002657488069727869
2025/05/20 13:02:06.868539679,1747738926,865279297,,0.0034196825451499047,-0.013471073630405783,0.0,0.0,0.0,-0.0002657727684268925
2025/05/20 13:02:06.968109453,1747738926,962448418,,0.0034196660878798024,-0.013471053113072173,0.0,0.0,0.0,-0.00026579729494011044
2025/05/20 13:02:07.68788842,1747738927,62579776,,0.0034196483802064748,-0.013471030327607991,0.0,0.0,0.0,-0.0002658224051393203
2025/05/20 13:02:07.169394811,1747738927,162844340,,0.0034196293613418804,-0.013471005175780704,0.0,0.0,0.0,-0.0002658481181345672
2025/05/20 13:02:07.269074070,1747738927,262446150,,0.0034196089675530006,-0.013470977554774777,0.0,0.0,0.0,-0.0002658744537073626
2025/05/20 13:02:07.368375541,1747738927,362634740,,0.0034195871319702142,-0.013470947357244967,0.0,0.0,0.0,-0.00026590143218633254
2025/05/20 13:02:07.468221061,1747738927,462438771,,0.0013174638632784397,-0.005030848890047679,0.0,0.0,0.0,-2.2818435781342405e-06
2025/05/20 13:02:07.568395541,1747738927,562464582,,0.001317465722484229,-0.005030853082281794,0.0,0.0,0.0,-2.2964975594577663e-06
2025/05/20 13:02:07.669611726,1747738927,662463622,,0.0013174675816460812,-0.005030857274567424,0.0,0.0,0.0,-2.311151393354083e-06
2025/05/20 13:02:07.768002766,1747738927,762739363,,0.0013174694407592225,-0.005030861466892134,0.0,0.0,0.0,-2.325805087802918e-06
2025/05/20 13:02:07.871841704,1747738927,865321258,,0.0013174712998255123,-0.005030865659270134,0.0,0.0,0.0,-2.340458646585969e-06
2025/05/20 13:02:07.968063856,1747738927,962467584,,0.0013174731588443123,-0.005030869851678332,0.0,0.0,0.0,-2.355112055266867e-06
2025/05/20 13:02:08.68094906,1747738928,62434619,,0.0013174750178180095,-0.0050308740441451505,0.0,0.0,0.0,-2.369765318539774e-06
2025/05/20 13:02:08.171033992,1747738928,162805994,,83.14546740520231,2.685891302671509,0.0,0.0,0.0,1.4930427491057805
2025/05/20 13:02:08.268154718,1747738928,263781471,,39.51316625105417,5.338380973632136,0.0,0.0,0.0,2.974272689833251
2025/05/20 13:02:08.367993845,1747738928,363121177,,0.0695161693928128,-0.02805809020664185,0.0,0.0,0.0,0.0005074004803948817
2025/05/20 13:02:08.468594239,1747738928,462459298,,0.06713080515723391,-0.028317093990573028,0.0,0.0,0.0,0.0001751454140526132
2025/05/20 13:02:08.568006077,1747738928,562484373,,0.06741035605377022,-0.028473450705146064,0.0,0.0,0.0,0.00017231146843488254
2025/05/20 13:02:08.668259351,1747738928,662537428,,0.06773216467192356,-0.028583758096804246,0.0,0.0,0.0,0.00017254820448986408
2025/05/20 13:02:08.771387774,1747738928,762491553,,0.06810087744324278,-0.02866762990543137,0.0,0.0,0.0,0.00017493277760416426
2025/05/20 13:02:08.868154964,1747738928,862619688,,0.06851973698600489,-0.02873884855638309,0.0,0.0,0.0,0.00017884802126388877
2025/05/20 13:02:08.969125735,1747738928,962481867,,0.06899103867070266,-0.02880705653523563,0.0,0.0,0.0,0.00018385435572754183
2025/05/20 13:02:09.68358406,1747738929,62537157,,0.06951636635314173,-0.02887899029265384,0.0,0.0,0.0,0.00018964108473218388
