time,header_stamp_secs,header_stamp_nsecs,header_frame_id,vessel_state_pose_position_x,vessel_state_pose_position_y,vessel_state_pose_position_z,vessel_state_pose_orientation_x,vessel_state_pose_orientation_y,vessel_state_pose_orientation_z,vessel_state_pose_orientation_w,vessel_state_velocity_linear_x,vessel_state_velocity_linear_y,vessel_state_velocity_linear_z,vessel_state_velocity_angular_x,vessel_state_velocity_angular_y,vessel_state_velocity_angular_z,vessel_state_vessel_frame_id,vessel_state_w_1,vessel_state_w_2,vessel_state_w_3,vessel_state_w_4,vessel_state_a_1,vessel_state_a_2,vessel_state_a_3,vessel_state_a_4
2025/05/19 01:45:03.688554906,1747611903,686763560,world_ned,0.043942157454296964,0.034806599900986765,0.4331669360404931,-0.00039874187180582885,-2.498092969430135e-06,0.00979400888662347,0.999951958040289,0.005642230246185035,-7.686100653846456e-06,-0.0011756870178282368,2.3054995610996e-05,-0.0016553760016302325,7.380731679040842e-06,,6.0,6.0,6.0,6.0,2.356194490192345,-2.356194490192345,-0.7853981633974483,0.7853981633974483
2025/05/19 01:45:03.785965415,1747611903,783788898,world_ned,0.04387618499906997,0.034805077749521,0.4331314926616291,-0.00039814570637227196,2.8311152825914438e-06,0.009794367884195491,0.9999519547606927,-0.005724532958465516,2.61241141367955e-06,0.00033172279390751157,4.514128878017397e-06,0.0015251167481053565,7.09817401452408e-06,,6.0,6.0,6.0,6.0,2.356194490192345,-2.356194490192345,-0.7853981633974483,0.7853981633974483
2025/05/19 01:45:03.892561528,1747611903,887210481,world_ned,0.0439333202650375,0.03480709966206228,0.43324368913255695,-0.000398322498248082,-9.609632958814877e-06,0.009794725202118593,0.9999519511481826,0.005634827738168721,1.2502612357491847e-05,0.0017192294151920817,-1.4474614919646202e-05,-0.0016732402176290737,7.004979890485352e-06,,6.0,6.0,6.0,6.0,2.356194490192345,-2.356194490192345,-0.7853981633974483,0.7853981633974483
2025/05/19 01:45:04.4438742,1747611903,983292427,world_ned,0.04386747826543025,0.034807673414077825,0.4334697719492757,-0.00039954253612108483,-4.461507620660197e-06,0.009795066032882736,0.999951947359106,-0.0057153772635605326,1.966913929020433e-05,0.002608358921289778,-2.9550890647983337e-05,0.0015338827858357264,6.741493263500614e-06,,6.0,6.0,6.0,6.0,2.356194490192345,-2.356194490192345,-0.7853981633974483,0.7853981633974483
2025/05/19 01:45:04.90544773,1747611904,87711487,world_ned,0.04392642447431217,0.03481120987848981,0.43374708057341244,-0.00040115283849685766,-1.5771108394814407e-05,0.00979540553740477,0.9999519432742906,0.00565924287657131,2.256494859324654e-05,0.0027919233566882163,-3.732308484686599e-05,-0.001639441730845365,6.667261901779263e-06,,6.0,6.0,6.0,6.0,2.356194490192345,-2.356194490192345,-0.7853981633974483,0.7853981633974483
2025/05/19 01:45:04.193895784,1747611904,184356188,world_ned,0.043864195136008616,0.03481239630396579,0.4340011151548451,-0.00040310641463167386,-8.489314085076867e-06,0.009795729318147841,0.9999519394052274,-0.005617078943551959,2.071551837258977e-05,0.0022303864691565383,-3.63401500797018e-05,0.0015678300929954285,6.431129393677999e-06,,6.0,6.0,6.0,6.0,2.356194490192345,-2.356194490192345,-0.7853981633974483,0.7853981633974483
2025/05/19 01:45:04.283625956,1747611904,281461835,world_ned,0.04392938313868571,0.03481559511342955,0.4341657276438142,-0.00040463062835537355,-1.7283480390535684e-05,0.009796053143244263,0.9999519355039774,0.00570506526284832,1.5078509810073218e-05,0.001102797345408741,-2.7806106160322094e-05,-0.0015811724273345716,6.385924734690406e-06,,6.0,6.0,6.0,6.0,2.356194490192345,-2.356194490192345,-0.7853981633974483,0.7853981633974483
2025/05/19 01:45:04.388169612,1747611904,387327964,world_ned,0.04390308935592115,0.03469016913591916,0.4342002462705161,-0.00036661058765569864,-4.1339052982914495e-06,0.009767756558184874,0.9999522271145797,-0.0049053565116249,-0.0031453672037843514,-0.00028667366251579525,0.0019304965419712587,0.0017660155224257644,-0.0014135527050734037,,24.0,6.0,6.0,25.0,2.3161944901923457,-2.356194490192345,-0.7453981633974482,0.8253981633974483
2025/05/19 01:45:04.484578258,1747611904,482810364,world_ned,0.044079855292024836,0.034300998562290644,0.4340986868893081,-0.0002542390289799785,-2.729394152385458e-07,0.009671192261447118,0.9999532006062503,0.006846328397887666,-0.003581821507256444,-0.0015717040991636462,0.0018338730987996499,-0.0013502621029779288,-0.002011364655371675,,25.0,6.0,6.0,25.0,2.261194490192347,-2.356194490192345,-0.7504915783575618,0.8803981633974484
2025/05/19 01:45:04.587983313,1747611904,586413769,world_ned,0.04414895920989269,0.03400468518418436,0.433890200740866,-0.00019784371226789385,2.1217206630434226e-05,0.009567869071202426,0.999954207096071,-0.004364831439076447,-0.0024640419304263112,-0.0024129390885124563,0.0005292637993859442,0.001834408111109917,-0.002110554542721891,,25.0,6.0,6.0,25.0,2.211194490192348,-2.356194490192345,-0.7504915783575618,0.9303981633974484
2025/05/19 01:45:04.694067174,1747611904,691600229,world_ned,0.04435175761370388,0.03382329845011522,0.4336333327313175,-0.00020838560048247058,2.2788555301328563e-05,0.009459725382117113,0.9999552338239038,0.007098490937495429,-0.0013710122677973483,-0.002584446890744089,-0.0007937778686878674,-0.0014209085876447554,-0.002205583297404447,,25.0,6.0,6.0,25.0,2.156194490192349,-2.356194490192345,-0.7504915783575618,0.9853981633974485
2025/05/19 01:45:04.791785732,1747611904,785953103,world_ned,0.04443777846285064,0.03373787719477032,0.43339789005920026,-0.00027862563704552875,3.723792045821116e-05,0.009346848942292336,0.9999562777421529,-0.004184737176218882,-0.0005051743756846323,-0.002066936992129422,-0.0018365656519949455,0.0016845949772918425,-0.002299640736103365,,25.0,6.0,6.0,25.0,2.11119449019235,-2.356194490192345,-0.7504915783575618,1.0303981633974477
2025/05/19 01:45:04.892473701,1747611904,887488745,world_ned,0.0446521117712882,0.033744953251268785,0.43324477684563945,-0.0003946146154315753,2.8778594804181706e-05,0.009233988316437094,0.9999572875432579,0.007239503372120522,0.00029548602510123215,-0.0010288489734304937,-0.0025505927104570573,-0.0016208869744642168,-0.00226642098869521,,25.0,6.0,6.0,25.0,2.066194490192351,-2.356194490192345,-0.767944870877505,1.0753981633974468
2025/05/19 01:45:04.993001122,1747611904,989734425,world_ned,0.04475069850431417,0.03378529958573586,0.4332116638676762,-0.0005219693548902003,3.222016336432892e-05,0.00911839836468813,0.9999582897906875,-0.0040221691831487565,0.00040398504025950064,0.0002560411288883603,-0.0024483072576821406,0.0014733974445230184,-0.002348053629272013,,25.0,6.0,6.0,25.0,2.011194490192352,-2.356194490192345,-0.767944870877505,1.1303981633974456
2025/05/19 01:45:05.87536122,1747611905,82729249,world_ned,0.04498301700411312,0.03382051852125929,0.43330491297668516,-0.0006281894869805029,1.3976089461079838e-05,0.008998909024232157,0.9999593115817318,0.007431924999285372,0.0001876759280819466,0.0014479903787899431,-0.0017904635844786573,-0.0018019891021533291,-0.002424107863456944,,25.0,6.0,6.0,25.0,1.9661944901923532,-2.356194490192345,-0.767944870877505,1.1753981633974446
2025/05/19 01:45:05.188018420,1747611905,185387488,world_ned,0.04509610157424106,0.033812522764907926,0.433497555340289,-0.0006874479758098819,1.0052483349726315e-05,0.008879392355427089,0.9999603410663978,-0.003943833876508804,-0.00032380837311631283,0.0022360358705784383,-0.000675400440264522,0.0013341099340072043,-0.0023511215810167094,,17.0,43.0,43.0,17.0,1.9111944901923543,-2.306194490192346,-0.817944870877505,1.2303981633974435
2025/05/19 01:45:05.293483385,1747611905,289796036,world_ned,0.045281049511212965,0.033791450687659985,0.4337358809290277,-0.0006990243326884457,-1.6684394772725863e-05,0.008782294864203516,0.9999611904386747,0.006440578873400387,-0.00012676277865647436,0.0024015585337185527,9.303213970948342e-05,-0.00203786709251034,-0.0015509239354537753,,11.0,45.0,45.0,12.0,1.9373154697137058,-2.256194490192347,-0.867944870877505,1.1803981633974445
2025/05/19 01:45:05.385703088,1747611905,383900719,world_ned,0.04525147304835661,0.03378544672818421,0.4339551221266864,-0.0006720499959204871,-3.281017016751967e-05,0.008725943840128368,0.9999617018548234,-0.00554323189475228,-0.00017768918833676364,0.0019304847838259517,0.0009994385263178698,0.0010890053239524288,-0.000897410638039859,,11.0,45.0,45.0,12.0,1.9373154697137058,-2.211194490192348,-0.9129448708775051,1.1519173063162575
2025/05/19 01:45:05.487541697,1747611905,486671301,world_ned,0.04532550513644288,0.03373765520707691,0.43409781711460627,-0.0005912583352984135,-6.330407166909782e-05,0.00868756737037458,0.9999620855709284,0.005776971044506227,-0.000704410886939647,0.0009581431367598739,0.0020426434813507976,-0.0019851443180141136,-0.0006634817600461088,,11.0,45.0,45.0,11.0,1.9373154697137058,-2.161194490192349,-0.9629448708775051,1.1519173063162575
2025/05/19 01:45:05.594857627,1747611905,590581860,world_ned,0.045273733337570884,0.033651946406025715,0.43412849176059165,-0.00047209246763738695,-6.781312382023801e-05,0.0086605441462493,0.9999623830450689,-0.005599693277772225,-0.0009164530576532059,-0.00023571175216348158,0.002572367178908481,0.001406684140742839,-0.00044267013605812894,,11.0,45.0,45.0,11.0,1.9547687622336491,-2.1011944901923503,-1.0229448708775046,1.1519173063162575
2025/05/19 01:45:05.686381187,1747611905,685111934,world_ned,0.04534493630216467,0.03356619748546011,0.4340421656359377,-0.0003425945505817876,-7.872112718098275e-05,0.008644178193112289,0.9999625766074067,0.005759184416492261,-0.0007734797249249887,-0.0013362981277719392,0.0025084319636677183,-0.0015616570554370618,-0.0002354109147005821,,11.0,45.0,45.0,11.0,1.9547687622336491,-2.0561944901923512,-1.0679448708775037,1.1519173063162575
2025/05/19 01:45:05.789455211,1747611905,787938542,world_ned,0.04529193933102638,0.033510562409841654,0.43386489092195885,-0.0002319393953462139,-6.115200587210956e-05,0.008637833391965298,0.9999626644524493,-0.005605177995757541,-0.00032228236583915337,-0.002050570983222463,0.0019040474258757278,0.0018526117764552281,-3.984509126320658e-05,,11.0,45.0,45.0,11.0,1.9547687622336491,-2.0061944901923523,-1.1179448708775026,1.1519173063162575
2025/05/19 01:45:05.894651791,1747611905,890402787,world_ned,0.04535981962457579,0.0335132631855228,0.43364632224191446,-0.00016278855215123787,-5.152501176312392e-05,0.00864102172906811,0.9999626510967988,0.005724239257484196,0.000313071083119755,-0.002201896075196905,0.000912126249901296,-0.0011732902901334663,0.0001471084854377491,,11.0,45.0,45.0,11.0,1.9547687622336491,-1.9611944901923533,-1.1629448708775016,1.1519173063162575
2025/05/19 01:45:05.985512637,1747611905,983592128,world_ned,0.045308030517682556,0.03358079255061238,0.43344506190791565,-0.00014882869774803312,-2.0108594197342566e-05,0.008653267968863535,0.9999625484982536,-0.00557088370280315,0.0009800980164255688,-0.001769453863823646,-0.00022863744544013108,0.0020725900338954164,0.00032345525379712806,,11.0,45.0,45.0,11.0,1.9547687622336491,-1.9061944901923544,-1.2179448708775005,1.1519173063162575
2025/05/19 01:45:06.90183431,1747611906,87020779,world_ned,0.04536496229657425,0.033710934229942466,0.4333137721887693,-0.00018912272672224944,-4.000790988041612e-06,0.008674026317704316,0.9999623620337056,0.0055766005025720475,0.0015194450757211968,-0.0008852443808767478,-0.0012344108496038962,-0.0010974079477754732,0.0004889431725909423,,11.0,45.0,45.0,11.0,1.9547687622336491,-1.8611944901923554,-1.2629448708774995,1.1519173063162575
2025/05/19 01:45:06.188460287,1747611906,187254486,world_ned,0.04529348616489178,0.03389317796884546,0.4332842142269017,-0.00027508403117095783,2.8750459258501885e-05,0.008697221318132766,0.9999621402050831,-0.005689710211545441,0.002055259886809949,0.00020169698868572307,-0.0020392356060108486,0.0020798984892267678,0.0004239869761029586,,14.0,34.99999999999999,34.99999999999999,14.0,1.9047687622336502,-1.8061944901923566,-1.3179448708774983,1.2019173063162565
2025/05/19 01:45:06.290989894,1747611906,284940384,world_ned,0.045350886690546356,0.03411730415011092,0.43336181169737525,-0.00038873225251023893,4.115208075322322e-05,0.008716159922823706,0.9999619371505807,0.00573175401563845,0.0023161730701867114,0.0012172183462697246,-0.0023748907471273658,-0.0012194037148658401,0.0003431832385779791,,14.999999999999998,33.0,33.0,14.999999999999998,1.8675022996339325,-1.7561944901923576,-1.3679448708774973,1.2519173063162554
2025/05/19 01:45:06.391807824,1747611906,388702136,world_ned,0.045284590113077866,0.03434413923721987,0.43352402792849504,-0.0005035091091587002,6.228815688254105e-05,0.008734694481777591,0.9999617231229766,-0.005803080709489973,0.002185570701317291,0.0018887754288785914,-0.0021326276194208226,0.0017599248010419875,0.0004399766995812091,,14.0,33.0,33.0,14.999999999999998,1.8675022996339325,-1.7061944901923587,-1.413716694115407,1.2566370614359172
2025/05/19 01:45:06.494501638,1747611906,490075080,world_ned,0.04532157233752594,0.034513124494098095,0.4337256269522599,-0.000582466741146529,5.4270100954599715e-05,0.008755559907287354,0.9999614982377879,0.00540991867964772,0.001240152691328066,0.002037556694686958,-0.0010756440760632067,-0.0016775078164226569,0.00039903344975358444,,14.0,33.0,33.0,14.0,1.8675022996339325,-1.6929693744344996,-1.413716694115407,1.2566370614359172
2025/05/19 01:45:06.586977453,1747611906,586164333,world_ned,0.04527456612719293,0.03452204526244171,0.43391146798790964,-0.0005841425621000812,5.691818114898572e-05,0.008756097072101832,0.9999614924095086,-0.005228833255362959,-0.0007859391794882526,0.00163713044372014,0.0007808690861715206,0.0014481835205302893,-0.00029481764679908,,16.0,25.0,25.0,16.0,1.8325957145940461,-1.7278759594743862,-1.3788101090755203,1.2915436464758039
2025/05/19 01:45:06.693426979,1747611906,690282343,world_ned,0.04536924040282054,0.03441787747829204,0.43403300452670607,-0.0005229015198722953,3.6449708054857594e-05,0.008741802878462941,0.9999616523286547,0.005930680641514143,-0.00124950014063487,0.0008214796352021532,0.001531465458370253,-0.0019287252369771485,-0.0002793162212271338,,16.0,25.0,25.0,16.0,1.8325957145940461,-1.7278759594743862,-1.3788101090755203,1.2915436464758039
2025/05/19 01:45:06.786098699,1747611906,782916112,world_ned,0.04532984382328002,0.03427739170088268,0.43406054304900404,-0.00043423955380337485,2.543428138486366e-05,0.008728207622724611,0.9999618138613103,-0.005515386044359535,-0.0014818756561480913,-0.00018153069640182556,0.0019010068709259776,0.0011370001797018352,-0.00026619949466570873,,16.0,25.0,25.0,16.0,1.8325957145940461,-1.7278759594743862,-1.3788101090755203,1.2915436464758039
2025/05/19 01:45:06.893247518,1747611906,888024247,world_ned,0.045408088843448526,0.03413069399672579,0.43398904599869925,-0.00033929228273371127,-7.139175522047499e-06,0.00871525338320771,0.9999619638707492,0.005806258182854254,-0.0014312811505874288,-0.001119673973137424,0.0018154234153337713,-0.00210566104339158,-0.00025379254194421663,,16.0,25.0,25.0,16.0,1.8325957145940461,-1.7278759594743862,-1.3788101090755203,1.2915436464758039
