time,header_stamp_secs,header_stamp_nsecs,header_frame_id,quaternion_x,quaternion_y,quaternion_z,quaternion_w
2025/04/09 10:58:23.910751571,1744189103,672028216,,-0.0004041456028065833,6.772398027319451e-07,-0.00045544915443068083,0.9999998146159532
2025/04/09 10:58:23.910908782,1744189103,763585579,,-0.000404221278505678,5.66616569994117e-06,-0.00045489983249929106,0.9999998148195803
2025/04/09 10:58:23.911210202,1744189103,864411555,,-0.0004037757214256011,1.0957894080166936e-05,-0.00045435563499883643,0.9999998152030071
2025/04/09 10:58:23.963777073,1744189103,962289895,,-0.00040302769068813296,1.2891298718474346e-05,-0.00045381538498843424,0.9999998157270287
2025/04/09 10:58:24.67479668,1744189104,66124492,,-0.0004020507424345318,1.3855063865307208e-05,-0.00045328043514582136,0.9999998163500255
2025/04/09 10:58:24.158477848,1744189104,158171063,,-0.000401191353203354,1.0978991891613655e-05,-0.0004527494044271297,0.9999998169714516
2025/04/09 10:58:24.267916800,1744189104,266954156,,-0.0004040108981839925,7.669157355443782e-06,-0.0004498048173590366,0.9999998171959855
2025/04/09 10:58:24.362125094,1744189104,361853566,,-0.00045262280685344383,1.5088894443964545e-06,-0.00041601275200007197,0.9999998110318362
2025/04/09 10:58:24.466692848,1744189104,466083893,,-0.0005336194813991282,-3.916244665275848e-06,-0.000349942442948289,0.9999997963875786
2025/04/09 10:58:24.570111684,1744189104,561568483,,-0.0005411289142072782,-9.510164873010767e-06,-0.00030713298857393804,0.9999998063791724
2025/04/09 10:58:24.664774817,1744189104,664317146,,-0.0005130777567055482,-1.2626422616045765e-05,-0.0002653469638640356,0.999999833091375
2025/04/09 10:58:24.766034225,1744189104,765864170,,-0.0004721712666142801,-1.6166125501326888e-05,-0.00021550213053822756,0.9999998651758825
2025/04/09 10:58:24.866741268,1744189104,866457222,,-0.0004007793984007305,-1.4319507051023501e-05,-0.00017505938174618306,0.9999999042625146
2025/04/09 10:58:24.960037613,1744189104,958400431,,-0.0003088740899766872,-9.575707224086115e-06,-0.0001499148145579198,0.9999999410153236
2025/04/09 10:58:25.61104795,1744189105,60368940,,-0.0001934248995967658,-1.0756767504293405e-06,-0.0001566695602254732,0.9999999690201495
2025/04/09 10:58:25.166158209,1744189105,165294230,,-0.00012073946370668119,5.98138645064449e-06,-0.00017105534965252664,0.9999999780631359
2025/04/09 10:58:25.266466423,1744189105,265460322,,-0.00011789300596930115,1.3144033024754723e-05,-0.00018464872970404202,0.9999999759166598
2025/04/09 10:58:25.366388265,1744189105,366002358,,-0.00018139427041173874,1.6418019127565188e-05,-0.00019751808432024113,0.9999999639065862
2025/04/09 10:58:25.457987630,1744189105,457731378,,-0.00029275481353867013,1.797997561807602e-05,-0.00020970165862163826,0.9999999349982749
2025/04/09 10:58:25.562015049,1744189105,561847508,,-0.00042419804008850313,1.4862871253830907e-05,-0.00022127170968393826,0.9999998854369676
2025/04/09 10:58:25.666352960,1744189105,665510973,,-0.0005446192246508526,1.0434735284451678e-05,-0.00023227460447973773,0.9999998246647469
2025/04/09 10:58:25.768876980,1744189105,768310137,,-0.0006271107895503212,2.8031506156263726e-06,-0.00024272144389794102,0.9999997739052248
2025/04/09 10:58:25.869373905,1744189105,867652785,,-0.000654797221240245,-3.908909448473026e-06,-0.0002526385857997226,0.9999997536995019
2025/04/09 10:58:25.962667508,1744189105,960554278,,-0.0006244924859635234,-1.123917323679428e-05,-0.00026206154044922916,0.9999997706032562
2025/04/09 10:58:26.62872112,1744189106,62421379,,-0.0005461253524476536,-1.5118774516581812e-05,-0.0002709994503149365,0.9999998140388927
2025/04/09 10:58:26.166237885,1744189106,165546554,,-0.00043996082227702434,-1.76188902455965e-05,-0.00027949301515753307,0.9999998640038428
2025/04/09 10:58:26.266630097,1744189106,266460740,,-0.000331291245805492,-1.5606957529793336e-05,-0.0002875760587843977,0.9999999036512672
2025/04/09 10:58:26.359792647,1744189106,359586369,,-0.00024520350674534034,-1.249613783830104e-05,-0.0002952658421605394,0.9999999262685819
2025/04/09 10:58:26.460718851,1744189106,460527137,,-0.00020020593749445447,-5.777200623153419e-06,-0.0003025736869407668,0.9999999341666831
2025/04/09 10:58:26.562153875,1744189106,560422494,,-0.00020449929655250827,5.823524298177181e-07,-0.0003095305504503127,0.9999999311852661
2025/04/09 10:58:26.661989546,1744189106,661714349,,-0.00025445137100753225,8.104889708027908e-06,-0.0003161686633576349,0.99999991761309
2025/04/09 10:58:26.764282459,1744189106,763718743,,-0.0003364062241139003,1.266678039670066e-05,-0.00032249227327080465,0.9999998913345635
2025/04/09 10:58:26.864045080,1744189106,863702968,,-0.00042993578877156103,1.619916949782029e-05,-0.00032852557384076877,0.9999998534818652
2025/04/09 10:58:26.967616932,1744189106,966286313,,-0.0005132132988072923,1.537635506293361e-05,-0.0003342839768216758,0.9999998123149326
2025/04/09 10:58:27.68265391,1744189107,67115552,,-0.0005675763036401124,1.3137191953673347e-05,-0.0003397807087602278,0.9999997811167879
2025/04/09 10:58:27.161012903,1744189107,158825810,,-0.0005820999795110768,7.233452896288215e-06,-0.0003451746486545872,0.9999997709808502
2025/04/09 10:58:27.262512722,1744189107,262315194,,-0.0005545155251645333,3.1942649063290956e-06,-0.0003573845903586966,0.9999997823892681
2025/04/09 10:58:27.364537773,1744189107,363942550,,-0.0004954067290551795,-4.24389163768274e-06,-0.00036180593781671153,0.9999998118252951
2025/04/09 10:58:27.466768447,1744189107,466102097,,-0.00041793998723291514,-1.0146321661431456e-05,-0.00036317989048112985,0.9999998466617814
