time,header_stamp_secs,header_stamp_nsecs,header_frame_id,twist_linear_x,twist_linear_y,twist_linear_z,twist_angular_x,twist_angular_y,twist_angular_z
2025/05/07 10:56:41.135929838,1746608201,55326904,piren,-0.00038501091171403573,-0.005493619743174034,-0.016284330284634017,0.008569390513002872,0.0019738709088414907,0.003964132675979028
2025/05/07 10:56:42.944201299,1746608202,876713472,piren,-0.0012543158168229832,-0.07325160386990287,0.0005558673695816516,0.018035579472780228,0.00770215829834342,-0.015799997462092045
2025/05/07 10:56:44.371232561,1746608204,343932145,piren,-0.018448210685255817,-0.12457841430978045,0.017259743023339554,-0.0026133807841688395,0.0026410205755382776,-0.03598105836409092
2025/05/07 10:56:45.456809037,1746608205,396421278,piren,-0.0021254156622946725,-0.10427699873071072,-0.007997707405064572,0.017893251031637192,0.005773378070443869,-0.048604786169059645
2025/05/07 10:56:46.535135983,1746608206,483164365,piren,0.0010303604382895892,-0.05488424495952098,-0.005472594602298356,0.010805991478264332,0.003709167707711458,-0.05155972305187268
2025/05/07 10:56:47.469280204,1746608207,457238142,piren,-0.002601089420022818,-0.01891438710435945,0.012678013607876465,0.010290419682860374,0.006348168011754751,-0.05292792933222846
2025/05/07 10:56:48.439147304,1746608208,432988025,piren,0.016937365132662103,0.003621610992468372,0.014287417943893415,0.01975880190730095,-0.0015120130265131593,-0.04412757292125832
2025/05/07 10:56:49.300586078,1746608209,275768023,piren,0.0501739038749745,0.0036499823078887444,0.010279967499082004,0.018033286556601524,0.0033074715174734592,-0.0384213789716286
2025/05/07 10:56:50.197738068,1746608210,157782158,piren,0.08408643709281002,0.015998954035422095,-0.008090703293692028,0.006118204910308123,0.0024093061219900846,-0.02565760418486983
2025/05/07 10:56:51.62378705,1746608211,56940130,piren,0.09374240026104397,0.03242332290110457,-0.012759513389283907,-0.000875232566613704,0.004186686128377914,-0.011082509857717315
2025/05/07 10:56:51.864632465,1746608211,860129931,piren,0.10068540235474736,0.06382616517776145,0.0005922262466015425,0.02023574896156788,0.00999259389936924,0.005419346165606537
2025/05/07 10:56:52.622530752,1746608212,617778690,piren,0.09903007106172461,0.0842613208921651,0.004141677204626179,0.0072807506658136845,0.006465594284236431,0.02131787383388059
2025/05/07 10:56:53.398662637,1746608213,393128463,piren,0.08820233322430775,0.09770044399938373,0.009408685744580255,-0.00019431315013207495,0.011435402557253838,0.026656227206199746
2025/05/07 10:56:54.196485466,1746608214,153929320,piren,0.07439027952837003,0.08728696130911007,0.015398581263110628,0.007074566558003426,0.0022148173302412033,0.024328576507335845
2025/05/07 10:56:54.937665484,1746608214,921692984,piren,0.05866725508412836,0.06417768811907112,0.00973794607808148,0.018784666433930397,0.0006848480552434921,0.025192413556942492
2025/05/07 10:56:55.679443113,1746608215,671573549,piren,0.04038705094067135,0.03111560346933434,-0.009668049981644312,0.007612864952534437,0.002612288575619459,0.02326183779372538
2025/05/07 10:56:56.484222949,1746608216,468407545,piren,0.02167330291422312,0.01241972891703004,-0.014693372949682239,-0.003973489161580801,-0.0044000959023833275,0.020392294942076356
2025/05/07 10:56:57.237443934,1746608217,231929532,piren,-0.006806771528136062,-0.007121824207660794,-0.011853299952679176,0.011784370057284832,0.012001467868685722,0.015212487024813813
2025/05/07 10:56:57.977914069,1746608217,972981820,piren,-0.024032635110188685,-0.02478348595850515,-0.007522781224952237,0.01863139681518078,0.0068520898930728436,0.0028126431835490432
2025/05/07 10:56:58.757438748,1746608218,752808882,piren,-0.042371079274880874,-0.03854782420703454,-0.0011465218867214985,0.003440298605710268,0.006067081354558468,-0.014405052288433164
2025/05/07 10:56:59.546814566,1746608219,540623248,piren,-0.07060629397842623,-0.06907940715600455,0.01150183550315663,0.0058989315293729305,0.0040447162464261055,-0.03780337731349621
2025/05/07 10:57:00.379729381,1746608220,341135935,piren,-0.11511843081425487,-0.0898988074795849,0.015276284596825493,0.019636724144220352,0.014817162416875362,-0.05951709951610189
2025/05/07 10:57:01.252158519,1746608221,219319006,piren,-0.1609655626267342,-0.11934729778067743,0.007026497703884646,0.01129914354532957,-0.0013687580358237028,-0.0814647928897421
2025/05/07 10:57:02.102179801,1746608222,97316507,piren,-0.1886274079358829,-0.14775190059817728,-0.009006522408424157,0.004639588762074709,0.004100635647773743,-0.09436148787288329
2025/05/07 10:57:02.987743145,1746608222,981563452,piren,-0.2036719978190833,-0.15684886086610245,-0.0026987962136388113,0.018335798755288124,0.004997254814952612,-0.10239656498163333
2025/05/07 10:57:03.801786658,1746608223,795883191,piren,-0.20203205130515034,-0.15215350794087468,-0.0034195816231999423,0.01508718729019165,-0.0062994277104735374,-0.10055528068846332
2025/05/07 10:57:04.607073595,1746608224,574875736,piren,-0.1683000708168949,-0.12891512229971308,-0.00209862656247989,0.010023531503975391,0.0008309828699566424,-0.09685930405007295
2025/05/07 10:57:05.352347538,1746608225,345399378,piren,-0.13068769532560526,-0.07270638530308102,0.014100614625982675,0.004737289622426033,0.0016927904216572642,-0.0932298279885903
2025/05/07 10:57:06.121108326,1746608226,114733692,piren,-0.1122735960273987,-0.08576828073109904,0.006872335937237071,0.013156902976334095,0.0020068446174263954,-0.08988317236408491
2025/05/07 10:57:06.906072464,1746608226,901638627,piren,-0.09455493662494535,-0.10727539688859875,-0.015310546538734081,0.018795263022184372,0.008547955192625523,-0.09002671444662778
2025/05/07 10:57:07.752280144,1746608227,729047640,piren,-0.08275733786304061,-0.10148093010684502,-0.006359428310713577,0.0002627255453262478,0.007536543533205986,-0.08521748247292409
2025/05/07 10:57:08.543551710,1746608228,531162895,piren,-0.0713003990623294,-0.0920817689546308,-0.0015084523825066413,0.012891814112663269,0.005127637181431055,-0.07204106433751356
2025/05/07 10:57:09.295833833,1746608229,290445259,piren,-0.04444888941548032,-0.06441596225877189,0.009115102960720411,0.020361222326755524,0.02431551180779934,-0.06162140377976648
2025/05/07 10:57:10.56628634,1746608230,52206981,piren,-0.04468276606785383,-0.03724069778918389,-0.0030723082399049077,-0.0013012567069381475,0.009452973492443562,-0.05593438437313239
2025/05/07 10:57:10.806080718,1746608230,801764259,piren,-0.05225809418548141,-0.03585754703390163,-0.009360624365962134,0.006441465578973293,-0.024165941402316093,-0.05673433902797208
2025/05/07 10:57:11.578360705,1746608231,572985050,piren,-0.026960166563094565,-0.01981559913747302,0.005610696836805606,0.012530594132840633,0.010640223510563374,-0.052701918759497805
2025/05/07 10:57:12.341734764,1746608232,337229196,piren,-0.017073813492106814,-0.009242990229904227,0.007998053342646505,0.003365093609318137,0.0070884861052036285,-0.04550678837683256
2025/05/07 10:57:13.181034473,1746608233,151700065,piren,-0.013602788332264203,0.002858424341139051,-0.013296690029363808,0.016309892758727074,0.007750502321869135,-0.040744469571206546
