time,header_stamp_secs,header_stamp_nsecs,header_frame_id,pose_position_x,pose_position_y,pose_position_z,pose_orientation_x,pose_orientation_y,pose_orientation_z,pose_orientation_w
2025/05/07 10:56:41.70694093,1746608201,55326904,piren,275.8830233355816,1005.8564170695083,-40.73622340431479,0.006246471585516547,-0.003546748916422171,0.53735105213221,0.8433280790636952
2025/05/07 10:56:42.918699309,1746608202,876713472,piren,275.88183889412454,1005.8167689814136,-40.76429016476454,0.006023253839971301,-0.004743396379591615,0.5026105192636566,0.8644789682401087
2025/05/07 10:56:44.350125028,1746608204,343932145,piren,275.8705829686161,1005.6962845254478,-40.75418339980979,0.006786799712093612,-0.005234690665861331,0.4663842029700242,0.8845407354007593
2025/05/07 10:56:45.396976909,1746608205,396421278,piren,275.85591380035925,1005.5509305862649,-40.74560034942813,0.006627825720869547,-0.0045249952809221835,0.4197973206376183,0.9075823962205294
2025/05/07 10:56:46.484117462,1746608206,483164365,piren,275.85472225881483,1005.4435433323946,-40.754422774318435,0.005724158289063214,-0.007348466901016797,0.3831201896342269,0.9236515329607377
2025/05/07 10:56:47.458183473,1746608207,457238142,piren,275.85440367192496,1005.3953254503152,-40.75320145249177,0.0038473178300103598,-0.007061716248757994,0.35550246292345666,0.934640748718187
2025/05/07 10:56:48.433723457,1746608208,432988025,piren,275.86060412890356,1005.3849703949886,-40.73850832561259,0.005308777413580252,-0.007963138689402424,0.34084795410002416,0.940069719483834
2025/05/07 10:56:49.276655280,1746608209,275768023,piren,275.8912736161688,1005.3882421659079,-40.72751343471208,0.0072760331212585825,-0.00848069962295465,0.33836809008591945,0.940947486679002
2025/05/07 10:56:50.158625243,1746608210,157782158,piren,275.9520865078572,1005.3972235849102,-40.726730579675205,0.005788563146358781,-0.008170912202144307,0.33663128444658974,0.9415832979945665
2025/05/07 10:56:51.58053589,1746608211,56940130,piren,276.03223192522034,1005.4192440327143,-40.73617805957913,0.00552690426434193,-0.00421540257502416,0.3435137331650869,0.9391219296967613
2025/05/07 10:56:51.860693108,1746608211,860129931,piren,276.1104234001747,1005.4597268667411,-40.740196288290534,0.005234499680626739,-0.008057967246574874,0.35861184702751164,0.933437310347333
2025/05/07 10:56:52.618309774,1746608212,617778690,piren,276.18516055171455,1005.5170574445061,-40.73810777037607,0.0048300656179371395,-0.007993494620035324,0.37693211963636597,0.9261937981309971
2025/05/07 10:56:53.393727021,1746608213,393128463,piren,276.2549912937288,1005.5857761344922,-40.732838420523656,0.006687944564679323,-0.00858314767506785,0.3940413219803669,0.9190283116125709
2025/05/07 10:56:54.155439154,1746608214,153929320,piren,276.31918107104354,1005.6591392600232,-40.722537455682414,0.004551800417604945,-0.007904879529664262,0.40425116153607155,0.9146025324638659
2025/05/07 10:56:54.922182908,1746608214,921692984,piren,276.36766930523095,1005.7138740397672,-40.71361546377912,0.005997048092304379,-0.007997928518455504,0.41200450418783197,0.9111269708896402
2025/05/07 10:56:55.672059896,1746608215,671573549,piren,276.40321536177305,1005.7467088633263,-40.71529658794382,0.00495091998651177,-0.007256479514120073,0.41981071193947206,0.907569169836229
2025/05/07 10:56:56.468901532,1746608216,468407545,piren,276.42684526810024,1005.762931597111,-40.725358085886356,0.004764752728004187,-0.008705440844678485,0.4257039440198091,0.9048080815715122
2025/05/07 10:56:57.232716050,1746608217,231929532,piren,276.4299167571552,1005.7632000539772,-40.73506606002989,0.006696101118728943,-0.007016476257502029,0.4278329090413948,0.9038058050443764
2025/05/07 10:56:57.973724256,1746608217,972981820,piren,276.4168375892169,1005.7496828921192,-40.741948286553416,0.005354379298546147,-0.007201253511550822,0.42279680360511707,0.9061800789200156
2025/05/07 10:56:58.753518554,1746608218,752808882,piren,276.3891218580013,1005.7234837175159,-40.7450153963148,0.007960211789812606,-0.007047394895542399,0.4072174760419365,0.9132693449686584
2025/05/07 10:56:59.542518002,1746608219,540623248,piren,276.3456707273709,1005.6819504894589,-40.740645761969326,0.005671716110493278,-0.007176193128675452,0.3800038110601376,0.9249396939629704
2025/05/07 10:57:00.343441087,1746608220,341135935,piren,276.27079304373177,1005.6180829905863,-40.72988447444175,0.0052878045470826415,-0.008344890445394978,0.3389627266107086,0.9407479321769251
2025/05/07 10:57:01.220082454,1746608221,219319006,piren,276.1459762094645,1005.5235498090482,-40.71995127035577,0.004433823593020635,-0.00708317580758215,0.2798043803587914,0.9600206656946806
2025/05/07 10:57:02.98213924,1746608222,97316507,piren,275.9976948085119,1005.4103441354157,-40.720604110437726,0.0036869806829411423,-0.008235709664159763,0.2289562876869753,0.9733948826598434
2025/05/07 10:57:02.982815298,1746608222,981563452,piren,275.8209833701268,1005.2731721231095,-40.725783878201895,0.0031795255542935693,-0.007505269204039849,0.16921536797604664,0.9855453925579256
2025/05/07 10:57:03.796969760,1746608223,795883191,piren,275.6587055277631,1005.1496192700235,-40.72824095400823,0.0026128448452900927,-0.007908337993177333,0.13562555314195637,0.9907251589451731
2025/05/07 10:57:04.575657147,1746608224,574875736,piren,275.5126997038197,1005.0386562064373,-40.730364614803456,-0.0012318868021498378,-0.005051061521794512,0.09837566984988835,0.995135768030672
2025/05/07 10:57:05.346109683,1746608225,345399378,piren,275.4020530342473,1004.9652201061054,-40.725246613768455,0.002584497762169179,-0.009253742808396645,0.07037442453040431,0.9974743751031241
2025/05/07 10:57:06.115256563,1746608226,114733692,piren,275.30601597764905,1004.9009928018071,-40.71731314217117,0.0035098562759347035,-0.0085619216960548,0.036219369305522296,0.9993010215610226
2025/05/07 10:57:06.902255399,1746608226,901638627,piren,275.2244139653005,1004.8224320963279,-40.72208573554255,0.002288913769531704,-0.010523469394482707,0.0028283713340974807,0.9999380069690599
2025/05/07 10:57:07.729594852,1746608227,729047640,piren,275.1542278711133,1004.7392887874805,-40.73018978080389,0.00259276183325889,-0.009640331681129516,-0.03247170637472747,0.9994227983572654
2025/05/07 10:57:08.531708179,1746608228,531162895,piren,275.0933332621687,1004.6624618486334,-40.733028910638915,0.0012537161220744085,-0.009774814199023747,-0.054712362622429324,0.9984535234949755
2025/05/07 10:57:09.291061048,1746608229,290445259,piren,275.0509488738845,1004.6048267053067,-40.72977069774835,-0.0008358934569868809,-0.020112079764144423,-0.06556163122317987,0.9976454671079528
2025/05/07 10:57:10.52576817,1746608230,52206981,piren,275.01528708747117,1004.5658864896532,-40.72812354959396,0.0011942387358519645,-0.024996695500779195,-0.08220387957764003,0.9963012903686655
2025/05/07 10:57:10.802290907,1746608230,801764259,piren,274.97825466893767,1004.5385934614294,-40.73334608521323,-0.0022429429124761657,-0.022987672745494455,-0.09797548566336373,0.994920770874679
2025/05/07 10:57:11.573588249,1746608231,572985050,piren,274.95078963331173,1004.5191379717081,-40.73342845655425,-0.00036049625576064674,-0.022912688709341884,-0.11831298080337442,0.9927119004585262
2025/05/07 10:57:12.337971384,1746608232,337229196,piren,274.9346638042203,1004.5086551412383,-40.728231246323915,0.0007555224723379469,-0.023686210080876294,-0.1313846377304437,0.991048167147409
2025/05/07 10:57:13.153248584,1746608233,151700065,piren,274.92175389202663,1004.50638684559,-40.73126650494673,-0.0004999494193861399,-0.020435655827036252,-0.14663818959692154,0.9889789559809827
2025/05/07 10:57:13.920290173,1746608233,919835140,piren,274.9092496097449,1004.5263773965058,-40.73521542803222,0.000517937900292385,-0.017192358149278244,-0.15603383045425626,0.9876019432521237
2025/05/07 10:57:14.668720820,1746608234,667699299,piren,274.89776528829054,1004.5732185897175,-40.73069538504672,0.0014419834743950853,-0.017414771803248737,-0.1622224259802446,0.9865994784692441
2025/05/07 10:57:15.432819460,1746608235,431900776,piren,274.8837197869162,1004.6320887524071,-40.72778509981211,0.0009759022612943428,-0.018743831419459466,-0.17116794903520213,0.9850630688547704
2025/05/07 10:57:16.180263315,1746608236,179650103,piren,274.85668627922314,1004.7078403436483,-40.729231669492926,0.0004952999717311911,-0.015868690332945145,-0.1767304542738701,0.9841312340725736
2025/05/07 10:57:16.955791960,1746608236,955175987,piren,274.82201977180887,1004.8121009485228,-40.7320894791872,-2.4837571305827075e-05,-0.01746278792729296,-0.17906409255849337,0.9836824188614457
2025/05/07 10:57:17.723644331,1746608237,722789619,piren,274.7856974217908,1004.927433909746,-40.7311090653141,0.0004460175592641593,-0.013249907727376725,-0.17998230276564806,0.9835805059601006
2025/05/07 10:57:18.600525704,1746608238,599877691,piren,274.75058272665837,1005.0741104597315,-40.727131894845726,-0.0004070834126528089,-0.014682028001318286,-0.18002059403295032,0.983553180087832
2025/05/07 10:57:19.366509860,1746608239,365843741,piren,274.7349218633947,1005.1978656268323,-40.72589632727995,-0.0014888775752343983,-0.01913646536706507,-0.17404653023012404,0.9845503462249534
2025/05/07 10:57:20.287652746,1746608240,286997576,piren,274.7181213245303,1005.3460326634029,-40.725396854297244,0.00019351239212941324,-0.00872115569059507,-0.16594094604859305,0.9860971080075596
2025/05/07 10:57:21.214117764,1746608241,212980144,piren,274.7292507894759,1005.4891708720342,-40.72026027189121,0.000519356776439999,-0.01057173956953889,-0.15389276770703444,0.9880308621892747
