time,header_stamp_secs,header_stamp_nsecs,header_frame_id,time_ref_secs,time_ref_nsecs,source
2025/05/07 10:42:04.335095389,1746607324,334523163,hemisphere,1746607324,300000000,hemisphere
2025/05/07 10:42:04.388018472,1746607324,387310684,hemisphere,1746607324,350000000,hemisphere
2025/05/07 10:42:04.435063513,1746607324,434142330,hemisphere,1746607324,400000000,hemisphere
2025/05/07 10:42:04.484574649,1746607324,483839250,hemisphere,1746607324,450000000,hemisphere
2025/05/07 10:42:04.533743376,1746607324,533471397,hemisphere,1746607324,500000000,hemisphere
2025/05/07 10:42:04.584249934,1746607324,583887153,hemisphere,1746607324,550000000,hemisphere
2025/05/07 10:42:04.634151099,1746607324,633687388,hemisphere,1746607324,600000000,hemisphere
2025/05/07 10:42:04.684527383,1746607324,684101245,hemisphere,1746607324,650000000,hemisphere
2025/05/07 10:42:04.736216696,1746607324,733896691,hemisphere,1746607324,700000000,hemisphere
2025/05/07 10:42:04.784752861,1746607324,783908480,hemisphere,1746607324,750000000,hemisphere
2025/05/07 10:42:04.836072989,1746607324,834144505,hemisphere,1746607324,800000000,hemisphere
2025/05/07 10:42:04.887028994,1746607324,883739638,hemisphere,1746607324,850000000,hemisphere
2025/05/07 10:42:04.938298649,1746607324,936142712,hemisphere,1746607324,900000000,hemisphere
2025/05/07 10:42:04.988333462,1746607324,983702208,hemisphere,1746607324,950000000,hemisphere
2025/05/07 10:42:05.37964837,1746607325,35293670,hemisphere,1746607325,0,hemisphere
2025/05/07 10:42:05.83986576,1746607325,83353371,hemisphere,1746607325,50000000,hemisphere
2025/05/07 10:42:05.135157238,1746607325,134432679,hemisphere,1746607325,100000000,hemisphere
2025/05/07 10:42:05.184617122,1746607325,183984792,hemisphere,1746607325,150000000,hemisphere
2025/05/07 10:42:05.234829963,1746607325,233691647,hemisphere,1746607325,200000000,hemisphere
2025/05/07 10:42:05.287252913,1746607325,284740374,hemisphere,1746607325,250000000,hemisphere
2025/05/07 10:42:05.335393262,1746607325,334248733,hemisphere,1746607325,300000000,hemisphere
2025/05/07 10:42:05.386906291,1746607325,386341384,hemisphere,1746607325,350000000,hemisphere
2025/05/07 10:42:05.435083348,1746607325,433928300,hemisphere,1746607325,400000000,hemisphere
2025/05/07 10:42:05.486854760,1746607325,484587967,hemisphere,1746607325,450000000,hemisphere
2025/05/07 10:42:05.559791610,1746607325,550005817,hemisphere,1746607325,500000000,hemisphere
2025/05/07 10:42:05.584909175,1746607325,583894170,hemisphere,1746607325,550000000,hemisphere
2025/05/07 10:42:05.636698540,1746607325,635043221,hemisphere,1746607325,600000000,hemisphere
2025/05/07 10:42:05.686444224,1746607325,685458305,hemisphere,1746607325,650000000,hemisphere
2025/05/07 10:42:05.735374390,1746607325,734398789,hemisphere,1746607325,700000000,hemisphere
2025/05/07 10:42:05.784851624,1746607325,783943046,hemisphere,1746607325,750000000,hemisphere
2025/05/07 10:42:05.833960394,1746607325,833626949,hemisphere,1746607325,800000000,hemisphere
2025/05/07 10:42:05.884523715,1746607325,884018949,hemisphere,1746607325,850000000,hemisphere
