time,north,east,heading
2025/05/07 10:29:51.627620271,-4.762843754956271e-06,-7.915273414399812e-07,8.423528606040105e-08
2025/05/07 10:29:51.716839259,-4.721985015275755e-06,-7.847371108399634e-07,8.351266154904053e-08
2025/05/07 10:29:51.816637789,-4.681476787747875e-06,-7.780051319545087e-07,8.279623617593718e-08
2025/05/07 10:29:51.915810000,-4.641316066776858e-06,-7.713309031404456e-07,8.208595676089223e-08
2025/05/07 10:29:52.18132473,-4.601499869504301e-06,-7.6471392986003e-07,8.138177057992093e-08
2025/05/07 10:29:52.117209792,-4.562025241493507e-06,-7.581537218387743e-07,8.068362536133878e-08
2025/05/07 10:29:52.215829221,-4.522889252466235e-06,-7.516497902232763e-07,7.999146928188147e-08
2025/05/07 10:29:52.318285054,-4.484088997013237e-06,-7.452016546866466e-07,7.930525096285801e-08
2025/05/07 10:29:52.417852307,-4.4456215945942635e-06,-7.388088349019957e-07,7.862491946633688e-08
2025/05/07 10:29:52.517113535,-4.407484190959145e-06,-7.324708562267764e-07,7.795042429136494e-08
2025/05/07 10:29:52.617501278,-4.369673953884536e-06,-7.261872497027829e-07,7.728171537021875e-08
2025/05/07 10:29:52.716329559,-4.332188078147716e-06,-7.199575463718096e-07,7.6618743064688e-08
2025/05/07 10:29:52.816878986,-4.295023779842246e-06,-7.137812872232492e-07,7.596145816239091e-08
2025/05/07 10:29:52.919312829,-4.258178299930684e-06,-7.076580104043236e-07,7.530981187312124e-08
2025/05/07 10:29:53.15884692,-4.221648904955124e-06,-7.015872640098527e-07,7.466375582522648e-08
2025/05/07 10:29:53.117001775,-4.185432882063402e-06,-6.955685961346566e-07,7.402324206201736e-08
2025/05/07 10:29:53.227870056,-4.149527544693434e-06,-6.896015605578973e-07,7.338822303820789e-08
2025/05/07 10:29:53.315980440,-4.1139302261783325e-06,-6.836857139009075e-07,7.275865161638621e-08
2025/05/07 10:29:53.419406588,-4.0786382840096636e-06,-6.778206170482767e-07,7.213448106351552e-08
2025/05/07 10:29:53.516768388,-4.0436490991269025e-06,-6.720058351478505e-07,7.151566504746507e-08
2025/05/07 10:29:53.615975763,-4.008960073785808e-06,-6.662409361896456e-07,7.090215763357097e-08
2025/05/07 10:29:53.718922432,-3.974568632979505e-06,-6.605254924269351e-07,7.029391328122645e-08
2025/05/07 10:29:53.819593975,-3.940472224438488e-06,-6.54859078955163e-07,6.969088684050137e-08
2025/05/07 10:29:53.917721889,-3.90666831720953e-06,-6.492412765541152e-07,6.909303354879072e-08
2025/05/07 10:29:54.16853977,-3.8731544016556904e-06,-6.436716660035776e-07,6.850030902749202e-08
2025/05/07 10:29:54.121876047,-3.839927989456308e-06,-6.381498351887634e-07,6.791266927871097e-08
2025/05/07 10:29:54.223744825,-3.8069866150280884e-06,-6.326753748370569e-07,6.733007068199551e-08
2025/05/07 10:29:54.317026000,-3.7743278333934795e-06,-6.272478785180132e-07,6.675246999109791e-08
2025/05/07 10:29:54.416461875,-3.7419492194701232e-06,-6.218669440644438e-07,6.617982433076458e-08
2025/05/07 10:29:54.515873235,-3.7098483709130303e-06,-6.165321693091604e-07,6.56120911935535e-08
2025/05/07 10:29:54.616703486,-3.6780229031407798e-06,-6.112431591904018e-07,6.504922843667885e-08
2025/05/07 10:29:54.718538612,-3.64647045501986e-06,-6.059995229096634e-07,6.449119427888268e-08
2025/05/07 10:29:54.817028338,-3.6151886846014147e-06,-6.008008696684404e-07,6.393794729733366e-08
2025/05/07 10:29:54.916768673,-3.5841752691212404e-06,-5.956468143525702e-07,6.338944642455216e-08
2025/05/07 10:29:55.16166303,-3.553427906420873e-06,-5.905369718478899e-07,6.284565094536177e-08
2025/05/07 10:29:55.116670377,-3.5229443142370453e-06,-5.854709641456641e-07,6.230652049386712e-08
2025/05/07 10:29:55.216464546,-3.492722230201687e-06,-5.804484160793284e-07,6.177201505045748e-08
2025/05/07 10:29:55.318170285,-3.4627594097102953e-06,-5.754689553244892e-07,6.124209493883606e-08
2025/05/07 10:29:55.419003344,-3.433053630185193e-06,-5.705322123989239e-07,6.07167208230749e-08
