time,header_stamp_secs,header_stamp_nsecs,header_frame_id,pose_position_x,pose_position_y,pose_position_z,pose_orientation_x,pose_orientation_y,pose_orientation_z,pose_orientation_w
2025/05/06 15:12:25.735798053,1746537145,679468660,piren,-478.48709770576016,-311.5741245073684,2.365864290501605,-0.001958312657679434,0.000371423275093582,-0.10251696145272532,0.994729259482592
2025/05/06 15:12:27.607271571,1746537147,606303228,piren,-478.5093269275836,-311.6724154502028,2.3238404053219597,-0.0005299188724863479,3.6543467559683786e-05,-0.09297709012394784,0.9956681066312443
2025/05/06 15:12:27.962106735,1746537147,959469653,piren,-478.5072933125788,-311.6793172997587,2.3220190097292823,-0.003224184770677906,0.0004889926629141476,-0.0987339432389012,0.995108523715498
2025/05/06 15:12:28.334912304,1746537148,332273635,piren,-478.5038073924247,-311.6676376575501,2.327699423201438,-0.003138824277887774,0.0004543203233643895,-0.0984813651419135,0.9951338412972305
2025/05/06 15:12:28.657596279,1746537148,656359116,piren,-478.5036876933736,-311.65356761400136,2.3338770917991787,0.028170488112561454,-0.0022779734651095116,-0.0988200340143275,0.9947038932837247
2025/05/06 15:12:29.20074472,1746537149,19560123,piren,-478.51422033047936,-311.69506309542686,2.3149403154645163,0.001670693476250354,0.000312712588143909,-0.09881513566847165,0.9951043563149381
2025/05/06 15:12:29.323655163,1746537149,322508836,piren,-478.5171467795104,-311.7032729087642,2.311868160879196,-0.003129151104336593,0.00035542217622362975,-0.0987749043033295,0.9951048187845897
2025/05/06 15:12:29.634330810,1746537149,632296404,piren,-478.51681539364245,-311.6937984026548,2.316661143393713,0.0017333311025262042,-0.0002987583147519637,-0.0986871153798066,0.9951169577314876
2025/05/06 15:12:29.938855818,1746537149,935687402,piren,-478.51662556806156,-311.6856463109199,2.3210299573171707,-0.0028363012304719578,0.00014342526368213104,-0.0987762043412932,0.9951056206656914
2025/05/06 15:12:30.236446260,1746537150,234034691,piren,-478.514904392658,-311.6718957247886,2.3284257944297044,-0.01308665731727867,0.0009784343216256678,-0.09860819731456508,0.9950398009571829
2025/05/06 15:12:30.534897624,1746537150,531201381,piren,-478.50973293514454,-311.6454615675979,2.3417009402231646,-0.004726307826321682,0.0002775822499002056,-0.09815030069205738,0.9951603405665261
2025/05/06 15:12:30.830730127,1746537150,830279508,piren,-478.50632074987465,-311.63770840731195,2.3477427480044866,-0.000244149185297238,-0.0004922771729388264,-0.09753332682978752,0.9952321077074806
2025/05/06 15:12:31.137821052,1746537151,132648333,piren,-478.504854384105,-311.64736308560083,2.34652824092727,-0.008198356760238428,0.0007897052142676349,-0.09721388800545633,0.9952294324882925
2025/05/06 15:12:31.440104586,1746537151,439620855,piren,-478.500115278268,-311.6529657169476,2.347267417911448,-0.0032466905687068667,0.00034075080756961065,-0.09739237217350265,0.9952407089401318
2025/05/06 15:12:31.739645443,1746537151,737688776,piren,-478.49604947393846,-311.67018659078,2.344016234988689,-0.0014564910983695908,0.0006849384899378757,-0.09767617688174217,0.9952169481890429
2025/05/06 15:12:32.78278320,1746537152,77081008,piren,-478.4903968999982,-311.6950792978294,2.3386692538476788,0.02720627107714118,-0.002029274621329586,-0.09782617932455075,0.9948295027276529
2025/05/06 15:12:32.378452061,1746537152,377049099,piren,-478.49302571351234,-311.76287735290293,2.3126319798216532,-0.012676569795144295,0.002654449225438031,-0.09796605451103009,0.995105477143544
2025/05/06 15:12:32.678482717,1746537152,675850203,piren,-478.48036959628956,-311.7639187689827,2.3157036788374934,0.03015575383605288,-0.0017389522325983256,-0.0980605524230345,0.9947219383396556
2025/05/06 15:12:32.976006669,1746537152,973000287,piren,-478.47768480883957,-311.8162153345511,2.2954705758634417,0.002719176512477913,0.0006932460446841798,-0.09792130308359764,0.9951902048811704
2025/05/06 15:12:33.270704725,1746537153,270188867,piren,-478.46594366599,-311.8214632399293,2.296689556754893,0.0317630062057598,-0.00239701539686572,-0.09764307702708837,0.9947116141187063
2025/05/06 15:12:33.577269593,1746537153,575632848,piren,-478.4597303126582,-311.8597359204268,2.281773455972128,-0.004139436137069921,0.0011896731920440042,-0.09749696153931427,0.9952265029814895
2025/05/06 15:12:33.881379778,1746537153,877692404,piren,-478.4401436802068,-311.83529916655107,2.2949600644473414,-0.0034027465475091633,0.0010779923513188861,-0.09739889245262068,0.9952390240527281
2025/05/06 15:12:34.177620101,1746537154,177146311,piren,-478.4163924311133,-311.80028634439543,2.3131818776224544,0.004303155276906963,0.0001673821511852881,-0.097304912144611,0.9952453008733113
2025/05/06 15:12:34.478043417,1746537154,476348958,piren,-478.39452857495667,-311.7809802161828,2.3248491345356754,-0.022386238842947253,0.0026994886302937823,-0.09719958970074094,0.9950094516302893
2025/05/06 15:12:34.778983274,1746537154,778411795,piren,-478.36385197278673,-311.72812567426547,2.349691746306632,0.028276356292408374,-0.0019405294646990814,-0.0971221691623232,0.9948688186275749
2025/05/06 15:12:35.125011749,1746537155,121327911,piren,-478.34447822077504,-311.7623932238749,2.3368297327809273,-0.005634895490420005,0.001757045738871394,-0.09706473110898972,0.9952605682522659
2025/05/06 15:12:35.425243014,1746537155,424570292,piren,-478.32119618851897,-311.77127296558723,2.335849164297276,-0.0026990012018100256,0.0012386156225176758,-0.09707024680841692,0.995273102423855
2025/05/06 15:12:35.737777664,1746537155,727640913,piren,-478.2976149223222,-311.7816006562339,2.334402330766071,8.81638146616443e-05,0.0010047630548048624,-0.0970457014167818,0.9952794152974683
2025/05/06 15:12:36.29192340,1746537156,28715072,piren,-478.27504092519496,-311.7929889327219,2.331811940225808,0.019086374565042225,-0.00226130710451034,-0.09611696324418759,0.9951844684142019
2025/05/06 15:12:36.330096424,1746537156,329606215,piren,-478.25979472592576,-311.832151710103,2.3155989261157033,0.002431915859690283,-0.0002860711950917231,-0.0955189804912994,0.9954245970009108
2025/05/06 15:12:36.640432563,1746537156,631584743,piren,-478.23903145939124,-311.8441233197446,2.3117173400315654,-0.0018566082779376378,9.898170507974488e-05,-0.09555330660876059,0.9954225780061735
2025/05/06 15:12:36.933259154,1746537156,932781369,piren,-478.2146836388836,-311.8415704884636,2.31531049950206,0.0038766013502525612,0.0007321750231159419,-0.09595556858412531,0.9953778000032972
2025/05/06 15:12:37.234815624,1746537157,231878768,piren,-478.18899357432616,-311.8434090814258,2.318128735115373,0.031561612899397774,-0.0021943033321417315,-0.09635739115246265,0.9948438584995972
2025/05/06 15:12:37.538727581,1746537157,538233896,piren,-478.17084636563726,-311.8895611301631,2.299808402953107,-0.003581926627242081,0.0015019403111963087,-0.09642853099266138,0.9953323326344503
2025/05/06 15:12:37.844607927,1746537157,843378225,piren,-478.1400125298735,-311.88075867515903,2.3059321841924554,0.014615803532119422,-9.394117382636319e-05,-0.09641956832770841,0.9952334581924308
2025/05/06 15:12:38.157073364,1746537158,155399575,piren,-478.1111651916658,-311.8903039106089,2.3041300725728515,0.026583860563536624,-0.0015264841560923786,-0.09647721467095087,0.9949789521658209
2025/05/06 15:12:38.532522567,1746537158,510666413,piren,-478.0810160751657,-311.92134692663626,2.292730926570708,-0.007639813934702971,0.0014848425753022064,-0.0965533587937178,0.9952973813846901
2025/05/06 15:12:38.815056028,1746537158,813274708,piren,-478.03886943153657,-311.896050892194,2.305643329833889,0.03155350164574895,-0.003208673827885574,-0.09633080259147322,0.9948439362122286
2025/05/06 15:12:39.119427998,1746537159,115011140,piren,-478.01124004022466,-311.9194097071788,2.294851381772715,-0.006522157207804992,0.0008411829485335445,-0.09623374331517064,0.9953370386578376
2025/05/06 15:12:39.418992894,1746537159,416676084,piren,-477.97092711704835,-311.8898669885968,2.3087929407885754,0.00121154035585189,-0.002607049844189017,-0.09627218164870775,0.9953508941582734
2025/05/06 15:12:39.724956968,1746537159,723180384,piren,-477.93673212654875,-311.8693015685576,2.3202881505247093,0.002390393134033657,-7.566413960233802e-05,-0.09661138553516914,0.9953193057911505
2025/05/06 15:12:40.24712827,1746537160,23811946,piren,-477.8983359321916,-311.8588727093406,2.328599435662676,0.0001909923836759948,-0.0006782306394610229,-0.09661074501347323,0.9953219918564298
2025/05/06 15:12:40.327589488,1746537160,326870362,piren,-477.85781034404374,-311.85271818129723,2.334770838363365,-0.027214127874396737,0.00100339744554123,-0.09715459029958853,0.9948966629863232
2025/05/06 15:12:40.634644279,1746537160,631045129,piren,-477.8094760919118,-311.80862238479824,2.3554195204587165,0.02761852989565707,-0.0030789874472666547,-0.09741969433324278,0.994855336116121
2025/05/06 15:12:40.933905230,1746537160,932191133,piren,-477.7758956367847,-311.8613263906211,2.336077706023204,-0.017806494018823414,0.0022575655563974385,-0.09775990615283574,0.9950481560796467
2025/05/06 15:12:41.241244061,1746537161,235929654,piren,-477.72998260139804,-311.8636291956557,2.3410589417355405,-0.0003939823498901254,3.514476076688238e-06,-0.0983810690590708,0.995148737634908
2025/05/06 15:12:41.580682213,1746537161,580154012,piren,-477.6786927112565,-311.8897154759825,2.337835534954049,0.030700909449189264,-0.0016961270427392275,-0.09887069149450729,0.9946251372630021
2025/05/06 15:12:41.883682758,1746537161,882653837,piren,-477.64309753355093,-311.96490667997136,2.310614917530777,0.026737997898095944,-0.0011676629967283417,-0.09942926684534824,0.9946846419474487
2025/05/06 15:12:42.188557105,1746537162,186980680,piren,-477.604034524095,-312.03722115343174,2.285348688010044,-0.025017579792841912,0.003431119526412059,-0.09998094284800947,0.9946688691154093
2025/05/06 15:12:42.491290390,1746537162,490291260,piren,-477.5466860070804,-312.0082908824264,2.303533703202535,0.013370703764684534,-0.0007437687644143944,-0.10034310409671553,0.9948627707121711
2025/05/06 15:12:42.818231292,1746537162,817639888,piren,-477.4877412102761,-312.016530448659,2.3066558930549594,-0.030061069922285293,0.0038119270187579562,-0.10072103292941038,0.994453153654391
2025/05/06 15:12:43.129598667,1746537163,125858931,piren,-477.4222922510664,-311.9535546774937,2.336661233824649,0.02297706546794808,-0.001453554957318647,-0.10102475805201155,0.9946174842123983
2025/05/06 15:12:43.436745521,1746537163,433067182,piren,-477.37036202107737,-311.97640226386227,2.3308849504728766,0.02820943696522663,-0.002339142857687544,-0.10119303410195807,0.9944640395338769
2025/05/06 15:12:43.767672686,1746537163,765727339,piren,-477.314749713684,-312.0332044487242,2.311607785450724,-0.023514171768908788,0.002442725535400999,-0.1015353277173247,0.9945510012278488
2025/05/06 15:12:44.70544798,1746537164,70027446,piren,-477.25167104918324,-312.0096384942573,2.326202040658491,0.002000551582580891,0.00013752087998539228,-0.10205131726564952,0.9947771144963674
2025/05/06 15:12:44.375164398,1746537164,373714657,piren,-477.1901078986234,-312.0143752344689,2.3297609619978283,-0.003420187462681854,0.0008964898376065062,-0.10289054241916011,0.9946864002812054
2025/05/06 15:12:44.716230187,1746537164,715379700,piren,-477.1161295091872,-312.0182244842678,2.335363137310043,-0.0034439567282632247,0.0003905937757045148,-0.10377059799724923,0.9945952189659115
2025/05/06 15:12:45.16984150,1746537165,15521579,piren,-477.0508252422398,-312.0267050524916,2.338882706597152,-0.033269158164053084,0.003378591781213973,-0.10450721284575298,0.9939617652082215
2025/05/06 15:12:45.322699674,1746537165,321873510,piren,-476.9761984160024,-311.9886644578753,2.3597025446093767,-0.029398303682842918,0.00323377445637413,-0.10606644892263464,0.9939191067970667
2025/05/06 15:12:45.629256053,1746537165,625716054,piren,-476.9014148406658,-311.95632719194356,2.377872211495969,0.03209045111576338,-0.002722557792447289,-0.106078051895114,0.9938361220706314
2025/05/06 15:12:45.930990180,1746537165,928332225,piren,-476.8461126455486,-312.03854944046583,2.347554848317619,0.000955058871016708,0.00019700622945861257,-0.10717676971767492,0.9942395028784479
2025/05/06 15:12:46.231189360,1746537166,230208952,piren,-476.7844387003376,-312.09491950947165,2.331283412029226,0.005660299868109009,-0.00033632365178611165,-0.10717821143123311,0.9942236563702386
2025/05/06 15:12:46.533888685,1746537166,532240238,piren,-476.7188461513738,-312.14952386262235,2.3165578296474973,-0.00744467295276081,0.0012767488970433978,-0.1085354901302756,0.9940638782991067
2025/05/06 15:12:46.836322400,1746537166,835837354,piren,-476.6455389295288,-312.1670573980828,2.317171008372828,-0.002922125813677393,0.0009558480533294448,-0.10969924583293138,0.9939600711290741
2025/05/06 15:12:47.140330596,1746537167,138876411,piren,-476.5676597205654,-312.17726192244027,2.3208481479201186,0.0007034999049681359,0.0005367359272759225,-0.10925104923755853,0.9940137952980937
2025/05/06 15:12:47.442819733,1746537167,442388477,piren,-476.48870665459145,-312.18767567509263,2.3242874823763144,0.029132108975933203,-0.002771639389388848,-0.10946273929073824,0.9935600369120517
2025/05/06 15:12:47.795854226,1746537167,794191101,piren,-476.4042996080647,-312.2462110777086,2.3063266955698607,-0.00019187821865659493,-0.00030160069365963425,-0.10984579657450465,0.9939485767355791
2025/05/06 15:12:48.96685639,1746537168,96084547,piren,-476.3213517157217,-312.25920666892057,2.3075575509082302,-0.0002994584702636446,0.0002714389652010113,-0.11014465777100148,0.993915484842661
2025/05/06 15:12:48.409064308,1746537168,407940974,piren,-476.23582740981976,-312.26178600993364,2.3140414953899153,0.0013366567011896847,-0.00010951424805883685,-0.1105003128174311,0.9938751844284787
2025/05/06 15:12:48.724261463,1746537168,722773264,piren,-476.1357894359105,-312.2687461260875,2.321348311724439,0.020493107095742587,-0.0007419338864930515,-0.11074725332120906,0.9936370202329815
2025/05/06 15:12:49.33911421,1746537169,28922919,piren,-476.05432208696703,-312.30981509157084,2.3129369821370203,-0.029937353463503312,0.004689214675599417,-0.1108897581018508,0.993370639631271
2025/05/06 15:12:49.337272109,1746537169,336480048,piren,-475.9514708016649,-312.27409068115804,2.3363927748807622,0.006542403047350859,0.00038753956908891987,-0.1108169253244279,0.9938192269407392
2025/05/06 15:12:49.640822168,1746537169,639979520,piren,-475.8633313928706,-312.29001799887715,2.3385589458282627,-0.02390059914945464,0.0022349929794215416,-0.10971984447489354,0.9936726432256673
2025/05/06 15:12:49.942529782,1746537169,942158670,piren,-475.7670596607421,-312.2680416274276,2.355534041072746,-0.015655925633325327,0.0015389583194139373,-0.10849352131303613,0.9939726753955326
2025/05/06 15:12:50.249157260,1746537170,243237417,piren,-475.6750863920371,-312.2615292477146,2.3656379274938466,0.00020623363556226403,9.211629300261793e-05,-0.10779516412603304,0.9941730994013657
2025/05/06 15:12:50.554472782,1746537170,553087750,piren,-475.5914279404949,-312.29366582696434,2.3598354584450973,0.027366989626752124,-0.002803970439736105,-0.10729775654654708,0.9938462542408761
2025/05/06 15:12:50.855410070,1746537170,854864345,piren,-475.52151813183485,-312.3838719965227,2.3283887231535245,0.0027410808699267143,0.00017184600853294653,-0.10686979042023503,0.9942692315666561
2025/05/06 15:12:51.194221150,1746537171,192730217,piren,-475.42881485068904,-312.4473357547679,2.311468645863119,0.02857854607085257,-0.0025635525916382867,-0.10610748862975763,0.9939405896527579
2025/05/06 15:12:51.503932486,1746537171,497897656,piren,-475.3527129719321,-312.5233132598394,2.286215550874432,0.015704459600262153,-0.0007896647865674319,-0.10550754629051906,0.9942941738006628
2025/05/06 15:12:51.808466620,1746537171,807838972,piren,-475.26997896308836,-312.5649654739851,2.276276350632875,-0.003243214343477689,0.001162960806816562,-0.10476939893802965,0.9944905741780805
2025/05/06 15:12:52.110417214,1746537172,109719465,piren,-475.165166731177,-312.56143644723386,2.287754792126218,-0.0036741945596853952,0.00071739547863238,-0.10400808873936489,0.994569405881183
2025/05/06 15:12:52.412851176,1746537172,411369066,piren,-475.0713637176594,-312.5334442986714,2.3083733042138053,-0.0026856005811316925,0.0005221633946635689,-0.10343975565441736,0.9946319579849938
2025/05/06 15:12:52.717946655,1746537172,716057929,piren,-474.97800989890465,-312.50597382972643,2.3279954854087155,0.0037283076635109863,9.613171746236855e-05,-0.10277620990826007,0.9946975123913564
2025/05/06 15:12:53.21763364,1746537173,20453010,piren,-474.8927154808263,-312.49975143741256,2.3375643434564495,0.001974517956915176,0.0003425549562033971,-0.10234186015643204,0.9947472682016579
2025/05/06 15:12:53.325605155,1746537173,324980715,piren,-474.81108420739434,-312.50681052918367,2.341494541538847,0.028343488680790712,-0.0026200931425697893,-0.10192885612712682,0.9943843774164706
2025/05/06 15:12:53.630717646,1746537173,629215208,piren,-474.7442250040252,-312.56868136034893,2.320241218252233,-0.008753522935262594,0.0009367492332688052,-0.10151087015228207,0.9947954772605384
