time,stamp_secs,stamp_nsecs,node,new_parameters_0
2025/05/20 13:08:31.980645331,1747739311,979367271,/_ros2cli_33675,"{'name': 'use_sim_time', 'value': {'type': 1, 'bool_value': False, 'integer_value': 0, 'double_value': 0.0, 'string_value': '', 'byte_array_value': [], 'bool_array_value': [], 'integer_array_value': [], 'double_array_value': [], 'string_array_value': []}}"
