time,header_stamp_secs,header_stamp_nsecs,header_frame_id,sentence
2025/05/07 10:40:42.717971345,1746607242,716559386,hemisphere,"$GPHDT,348.687,T*33"
2025/05/07 10:40:42.742234636,1746607242,738934820,hemisphere,"$GPGGA,084042.70,6326.48777346,N,01025.14145618,E,4,13,0.8,2.210,M,40.937,M,0.7,0415*48"
2025/05/07 10:40:42.742645104,1746607242,740502964,hemisphere,"$GPRMC,084042.70,A,6326.48777346,N,01025.14145618,E,0.31,255.57,070525,4.7,E,D,S*41"
2025/05/07 10:40:42.767243282,1746607242,766875760,hemisphere,"$GPHDT,348.550,T*3A"
2025/05/07 10:40:42.783324108,1746607242,782919858,hemisphere,"$GPGGA,084042.75,6326.48777271,N,01025.14144746,E,4,13,0.8,2.210,M,40.937,M,0.7,0415*43"
2025/05/07 10:40:42.790854877,1746607242,790422063,hemisphere,"$GPRMC,084042.75,A,6326.48777271,N,01025.14144746,E,0.31,260.81,070525,4.7,E,D,S*47"
2025/05/07 10:40:42.844189321,1746607242,824472141,hemisphere,"$GPHDT,348.416,T*39"
2025/05/07 10:40:42.846565251,1746607242,833347917,hemisphere,"$GPGGA,084042.80,6326.48777194,N,01025.14143778,E,4,13,0.8,2.208,M,40.937,M,0.8,0415*4D"
2025/05/07 10:40:42.852780954,1746607242,840618860,hemisphere,"$GPRMC,084042.80,A,6326.48777194,N,01025.14143778,E,0.31,257.74,070525,4.7,E,D,S*41"
2025/05/07 10:40:42.868490295,1746607242,866988570,hemisphere,"$GPHDT,348.273,T*3C"
2025/05/07 10:40:42.884026489,1746607242,883733754,hemisphere,"$GPGGA,084042.85,6326.48777180,N,01025.14142885,E,4,13,0.8,2.206,M,40.937,M,0.8,0415*4F"
2025/05/07 10:40:42.891224828,1746607242,890965815,hemisphere,"$GPRMC,084042.85,A,6326.48777180,N,01025.14142885,E,0.31,274.18,070525,4.7,E,D,S*46"
2025/05/07 10:40:42.916920931,1746607242,916662292,hemisphere,"$GPHDT,348.143,T*3C"
2025/05/07 10:40:42.935403547,1746607242,933441608,hemisphere,"$GPGGA,084042.90,6326.48777041,N,01025.14141872,E,4,13,0.8,2.211,M,40.937,M,0.9,0415*4B"
2025/05/07 10:40:42.947123977,1746607242,946365456,hemisphere,"$GPRMC,084042.90,A,6326.48777041,N,01025.14141872,E,0.31,243.24,070525,4.7,E,D,S*4E"
