time,header_stamp_secs,header_stamp_nsecs,header_frame_id,sentence
2025/05/07 10:38:46.366463719,1746607126,366120628,hemisphere,"$GPHDT,30.209,T*0D"
2025/05/07 10:38:46.388290905,1746607126,386810783,hemisphere,"$GPGGA,083846.35,6326.49397740,N,01025.12973204,E,4,15,0.7,2.219,M,40.937,M,1.3,0415*4C"
2025/05/07 10:38:46.394879544,1746607126,394544786,hemisphere,"$GPRMC,083846.35,A,6326.49397740,N,01025.12973204,E,0.32,190.47,070525,4.7,E,D,S*48"
2025/05/07 10:38:46.417490539,1746607126,417248373,hemisphere,"$GPHDT,30.326,T*01"
2025/05/07 10:38:46.434647702,1746607126,434344979,hemisphere,"$GPGGA,083846.40,6326.49397384,N,01025.12973354,E,4,15,0.7,2.215,M,40.937,M,0.4,0415*4C"
2025/05/07 10:38:46.444014016,1746607126,443201140,hemisphere,"$GPRMC,083846.40,A,6326.49397384,N,01025.12973354,E,0.31,167.29,070525,4.7,E,D,S*41"
2025/05/07 10:38:46.788872178,1746607126,466928874,hemisphere,"$GPHDT,30.440,T*06"
2025/05/07 10:38:46.789065646,1746607126,483829225,hemisphere,"$GPGGA,083846.45,6326.49396927,N,01025.12973290,E,4,15,0.7,2.220,M,40.937,M,0.4,0415*44"
2025/05/07 10:38:46.789192583,1746607126,491062401,hemisphere,"$GPRMC,083846.45,A,6326.49396927,N,01025.12973290,E,0.32,178.16,070525,4.7,E,D,S*4E"
2025/05/07 10:38:46.789291746,1746607126,517345339,hemisphere,"$GPHDT,30.557,T*01"
2025/05/07 10:38:46.791020820,1746607126,632986631,hemisphere,"$GPGGA,083846.60,6326.49395560,N,01025.12973649,E,4,14,0.7,2.215,M,40.937,M,0.6,0415*4A"
2025/05/07 10:38:46.791263660,1746607126,640321752,hemisphere,"$GPRMC,083846.60,A,6326.49395560,N,01025.12973649,E,0.32,168.44,070525,4.7,E,D,S*43"
2025/05/07 10:38:46.791464757,1746607126,667173610,hemisphere,"$GPHDT,30.886,T*00"
2025/05/07 10:38:46.791610426,1746607126,684077650,hemisphere,"$GPGGA,083846.65,6326.49395189,N,01025.12973539,E,4,14,0.7,2.214,M,40.937,M,0.6,0415*49"
2025/05/07 10:38:46.791738776,1746607126,691325254,hemisphere,"$GPRMC,083846.65,A,6326.49395189,N,01025.12973539,E,0.32,182.50,070525,4.7,E,D,S*40"
2025/05/07 10:38:46.791894410,1746607126,716184802,hemisphere,"$GPHDT,30.994,T*02"
2025/05/07 10:38:46.791966433,1746607126,733074379,hemisphere,"$GPGGA,083846.70,6326.49394794,N,01025.12973493,E,4,14,0.7,2.216,M,40.937,M,0.7,0415*44"
2025/05/07 10:38:46.792026103,1746607126,740278192,hemisphere,"$GPRMC,083846.70,A,6326.49394794,N,01025.12973493,E,0.32,169.17,070525,4.7,E,D,S*48"
2025/05/07 10:38:46.792085048,1746607126,767250233,hemisphere,"$GPHDT,31.100,T*06"
2025/05/07 10:38:46.792153722,1746607126,783484028,hemisphere,"$GPGGA,083846.75,6326.49394355,N,01025.12973677,E,4,14,0.7,2.217,M,40.937,M,0.7,0415*41"
2025/05/07 10:38:46.792222052,1746607126,790898846,hemisphere,"$GPRMC,083846.75,A,6326.49394355,N,01025.12973677,E,0.31,184.76,070525,4.7,E,D,S*4B"
2025/05/07 10:38:46.817151267,1746607126,816782344,hemisphere,"$GPHDT,31.212,T*06"
2025/05/07 10:38:46.833595412,1746607126,833246619,hemisphere,"$GPGGA,083846.80,6326.49393761,N,01025.12973918,E,4,14,0.7,2.216,M,40.937,M,0.8,0415*47"
2025/05/07 10:38:46.840695039,1746607126,840441521,hemisphere,"$GPRMC,083846.80,A,6326.49393761,N,01025.12973918,E,0.32,168.19,070525,4.7,E,D,S*4B"
