time,header_stamp_secs,header_stamp_nsecs,header_frame_id,sentence
2025/05/07 10:42:04.292096053,1746607324,290496241,hemisphere,"$GPRMC,084204.25,A,6326.49539495,N,01025.11970979,E,1.08,40.34,070525,4.7,E,D,S*7A"
2025/05/07 10:42:04.317208354,1746607324,316943449,hemisphere,"$GPHDT,37.426,T*01"
2025/05/07 10:42:04.334638638,1746607324,333902393,hemisphere,"$GPGGA,084204.30,6326.49540275,N,01025.11973357,E,4,14,0.7,2.219,M,40.937,M,1.3,0415*48"
2025/05/07 10:42:04.341306359,1746607324,340878471,hemisphere,"$GPRMC,084204.30,A,6326.49540275,N,01025.11973357,E,1.07,46.35,070525,4.7,E,D,S*75"
2025/05/07 10:42:04.366965425,1746607324,366524533,hemisphere,"$GPHDT,37.429,T*0E"
2025/05/07 10:42:04.387280628,1746607324,386980679,hemisphere,"$GPGGA,084204.35,6326.49541556,N,01025.11975285,E,4,14,0.7,2.218,M,40.937,M,1.3,0415*43"
2025/05/07 10:42:04.394382461,1746607324,394162079,hemisphere,"$GPRMC,084204.35,A,6326.49541556,N,01025.11975285,E,1.08,36.43,070525,4.7,E,D,S*76"
2025/05/07 10:42:04.417196707,1746607324,416947865,hemisphere,"$GPHDT,37.435,T*03"
2025/05/07 10:42:04.434505164,1746607324,433850617,hemisphere,"$GPGGA,084204.40,6326.49542713,N,01025.11977015,E,4,14,0.7,2.227,M,40.937,M,0.4,0415*42"
2025/05/07 10:42:04.441440864,1746607324,441154084,hemisphere,"$GPRMC,084204.40,A,6326.49542713,N,01025.11977015,E,1.07,37.00,070525,4.7,E,D,S*74"
2025/05/07 10:42:04.466923161,1746607324,466656317,hemisphere,"$GPHDT,37.441,T*00"
2025/05/07 10:42:04.483839176,1746607324,483546093,hemisphere,"$GPGGA,084204.45,6326.49543795,N,01025.11978944,E,4,14,0.7,2.229,M,40.937,M,0.4,0415*44"
2025/05/07 10:42:04.490884207,1746607324,490667231,hemisphere,"$GPRMC,084204.45,A,6326.49543795,N,01025.11978944,E,1.07,39.38,070525,4.7,E,D,S*79"
2025/05/07 10:42:04.516914860,1746607324,516500983,hemisphere,"$GPHDT,37.445,T*04"
2025/05/07 10:42:04.533509202,1746607324,533292494,hemisphere,"$GPGGA,084204.50,6326.49544839,N,01025.11981024,E,4,14,0.7,2.229,M,40.937,M,0.5,0415*46"
2025/05/07 10:42:04.540585694,1746607324,540410471,hemisphere,"$GPRMC,084204.50,A,6326.49544839,N,01025.11981024,E,1.06,41.73,070525,4.7,E,D,S*7B"
2025/05/07 10:42:04.566986781,1746607324,566790492,hemisphere,"$GPHDT,37.452,T*02"
2025/05/07 10:42:04.583930946,1746607324,583681751,hemisphere,"$GPGGA,084204.55,6326.49545927,N,01025.11983104,E,4,14,0.7,2.230,M,40.937,M,0.5,0415*45"
2025/05/07 10:42:04.590978463,1746607324,590782782,hemisphere,"$GPRMC,084204.55,A,6326.49545927,N,01025.11983104,E,1.06,41.51,070525,4.7,E,D,S*70"
2025/05/07 10:42:04.616740377,1746607324,616477207,hemisphere,"$GPHDT,37.461,T*02"
2025/05/07 10:42:04.633704935,1746607324,633396887,hemisphere,"$GPGGA,084204.60,6326.49546855,N,01025.11985170,E,4,14,0.7,2.227,M,40.937,M,0.6,0415*44"
2025/05/07 10:42:04.641016252,1746607324,640517150,hemisphere,"$GPRMC,084204.60,A,6326.49546855,N,01025.11985170,E,1.05,42.72,070525,4.7,E,D,S*75"
2025/05/07 10:42:04.667218854,1746607324,666903446,hemisphere,"$GPHDT,37.466,T*05"
2025/05/07 10:42:04.684108773,1746607324,683808010,hemisphere,"$GPGGA,084204.65,6326.49547914,N,01025.11987506,E,4,14,0.7,2.225,M,40.937,M,0.6,0415*41"
2025/05/07 10:42:04.691120796,1746607324,690902029,hemisphere,"$GPRMC,084204.65,A,6326.49547914,N,01025.11987506,E,1.05,43.47,070525,4.7,E,D,S*75"
2025/05/07 10:42:04.723080359,1746607324,721563357,hemisphere,"$GPHDT,37.474,T*06"
2025/05/07 10:42:04.733771835,1746607324,733486849,hemisphere,"$GPGGA,084204.70,6326.49548981,N,01025.11989323,E,4,14,0.7,2.227,M,40.937,M,0.7,0415*4A"
2025/05/07 10:42:04.740827951,1746607324,740595876,hemisphere,"$GPRMC,084204.70,A,6326.49548981,N,01025.11989323,E,1.04,36.01,070525,4.7,E,D,S*7C"
2025/05/07 10:42:04.766675264,1746607324,766310002,hemisphere,"$GPHDT,37.481,T*0C"
