time,header_stamp_secs,header_stamp_nsecs,header_frame_id,status_status,status_service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
2025/05/19 02:27:16.828421102,1747614436,826404133,mA1/gps,0,1,63.43456720339503,10.39294102429643,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:16.878589587,1747614436,875896854,mA1/gps,0,1,63.43456720270014,10.392941025501996,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:16.929239213,1747614436,927362066,mA1/gps,0,1,63.43456720159037,10.392941026502191,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:16.978349873,1747614436,977101538,mA1/gps,0,1,63.43456720155316,10.39294102657817,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.29297602,1747614437,28159891,mA1/gps,0,1,63.43456720172911,10.392941026523468,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.78160611,1747614437,76550071,mA1/gps,0,1,63.434567201804406,10.392941026682617,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.129139143,1747614437,127546701,mA1/gps,0,1,63.43456720101601,10.392941028081623,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.197680179,1747614437,182427524,mA1/gps,0,1,63.43456720023541,10.39294102900816,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.229094750,1747614437,226411606,mA1/gps,0,1,63.43456719941079,10.392941030415228,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.278545227,1747614437,273012245,mA1/gps,0,1,63.43456719937309,10.392941030331619,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.335467246,1747614437,327704811,mA1/gps,0,1,63.43456719915247,10.392941030173922,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.374375362,1747614437,372844261,mA1/gps,0,1,63.434567199464254,10.392941030099495,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.429173874,1747614437,425465079,mA1/gps,0,1,63.434567198777934,10.392941031121753,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.477521774,1747614437,475912045,mA1/gps,0,1,63.43456719800897,10.392941032254134,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.528174162,1747614437,526192834,mA1/gps,0,1,63.43456719721972,10.392941033747912,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.580535008,1747614437,575987519,mA1/gps,0,1,63.43456719713186,10.392941033756607,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.630510554,1747614437,629128292,mA1/gps,0,1,63.434567196962426,10.392941033693013,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.680405522,1747614437,677910613,mA1/gps,0,1,63.43456719701692,10.39294103336681,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.730804502,1747614437,728838251,mA1/gps,0,1,63.43456719638788,10.392941035024213,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.774410660,1747614437,771890254,mA1/gps,0,1,63.434567195415106,10.392941036224066,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.832039399,1747614437,826046018,mA1/gps,0,1,63.43456719458284,10.392941036983359,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.878422691,1747614437,876001897,mA1/gps,0,1,63.434567194725616,10.392941037213644,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.930714487,1747614437,929102860,mA1/gps,0,1,63.434567194403485,10.392941037697442,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:17.982802620,1747614437,979611259,mA1/gps,0,1,63.43456719463587,10.392941037552541,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:18.25987211,1747614438,22746780,mA1/gps,0,1,63.4345671937861,10.392941038825917,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:18.75069400,1747614438,73171087,mA1/gps,0,1,63.43456719285666,10.392941039963876,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:18.135269102,1747614438,129430572,mA1/gps,0,1,63.43456719217419,10.392941041591238,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:18.194631570,1747614438,179918934,mA1/gps,0,1,63.43456719209983,10.392941041606909,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
2025/05/19 02:27:18.229689767,1747614438,226332497,mA1/gps,0,1,63.4345671921483,10.392941041853557,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.4400000000000002e-10,0.0,0.0,0.0,1.0,2
