time,header_stamp_secs,header_stamp_nsecs,header_frame_id,orientation_x,orientation_y,orientation_z,orientation_w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
2025/05/19 02:08:51.735156551,1747613331,676692336,mA1/imu,0.7642641504457286,-0.6449027195751381,-0.0008184742808468397,0.00034745922222175076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.651433289498441e-07,9.237320528999096e-06,-4.693369248512122e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007896687710382959,-0.01533079143428756,9.808751469632776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:51.735207108,1747613331,734877395,mA1/imu,0.7642642264687625,-0.6449026294421997,-0.0008184082202519333,0.0003476875407622298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.580297425684389e-06,6.984293821625161e-06,-4.718329128184049e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00790393758215836,-0.01593599685408603,9.81125580160779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:51.783133993,1747613331,782588165,mA1/imu,0.7642643027932574,-0.6449025387372161,-0.0008184818023824595,0.00034798529943425765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4192147129985284e-05,4.335978714946514e-06,-4.743099001266538e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00790494239300867,-0.015930154440123183,9.810905442399008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:51.825787961,1747613331,825531220,mA1/imu,0.7642643794088684,-0.6449024474994899,-0.0008186844536482439,0.0003483270167740803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7451268214199578e-05,1.4412378769791034e-06,-4.766327107483805e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007903845356747352,-0.015327848164716095,9.809091620914712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:51.884291435,1747613331,878943791,mA1/imu,0.764264456228904,-0.6449023558510403,-0.0008190075094562932,0.0003486970252405725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0014449432378085e-05,-1.496316972576372e-06,-4.7816591336480964e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007904060292509821,-0.015337627679052465,9.808736571297608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:51.925591900,1747613331,924295229,mA1/imu,0.7642645331139389,-0.6449022639741656,-0.0008194383901376662,0.00034909290070780344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4314342657046737e-05,-3.93324381575158e-06,-4.7862238007746954e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007895380063270568,-0.015939684199806993,9.811236262723781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:51.980587041,1747613331,979275936,mA1/imu,0.7642646099215076,-0.6449021720727864,-0.0008199584541617976,0.00034949314968956774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7382030570993355e-05,-6.678688817999995e-06,-4.782116695521989e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007902827255019382,-0.015929560759438008,9.81088891064855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.31985570,1747613332,26864755,mA1/imu,0.7642646865233499,-0.6449020803587489,-0.0008205331816420445,0.0003498680056800524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.631004144008155e-05,-8.640449798166992e-06,-4.769716213020122e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007899602478040035,-0.015316530445875205,9.809068912802488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.90129444,1747613332,86304974,mA1/imu,0.7642647628600188,-0.6449019889462119,-0.0008211336475406257,0.0003502046149700649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4230612900691198e-05,-1.0330172586465333e-05,-4.755860891089162e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007900609050016567,-0.015325836384738098,9.808722410041684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.133983260,1747613332,132065322,mA1/imu,0.7642648388585072,-0.6449018980234007,-0.0008217012887349801,0.0003504531174963283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8326757973152668e-05,-1.1144631304906116e-05,-4.712548782325624e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007882516093476,-0.015547566273419326,9.811216381631965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.182079616,1747613332,180657027,mA1/imu,0.7642649132402914,-0.6449018091174327,-0.0008222171441602624,0.0003506363359100537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9860904967367258e-05,-1.0936677467026801e-05,-4.611750692283766e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007886845689511372,-0.015764953010886915,9.810877299543655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.230103059,1747613332,228462558,mA1/imu,0.7642649871118499,-0.6449017208709469,-0.0008227028718732773,0.00035078854027131146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6052722507181272e-05,-1.0822221127899729e-05,-4.604124319362779e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007892655342890333,-0.015253016867152653,9.809049338642286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.282267478,1747613332,278040775,mA1/imu,0.7642650610868593,-0.6449016326199403,-0.0008231188574628684,0.00035088656482374714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1098126674152541e-05,-9.607206180807656e-06,-4.6151291083287456e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007885281737697246,-0.015303316892959672,9.80870497021572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.331399786,1747613332,330700153,mA1/imu,0.7642651353324429,-0.6449015441902649,-0.0008234461794184491,0.0003509311674779945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.982412242098563e-06,-8.276750403746183e-06,-4.62961715922648e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007887385390249163,-0.015917412593935212,9.811235450364649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.381854766,1747613332,379534659,mA1/imu,0.7642652099786191,-0.6449014554560994,-0.0008236645111073599,0.00035091838814296523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.352163548500131e-06,-6.015554951044616e-06,-4.6504664708397556e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007880462357299556,-0.01591394869522097,9.810889242506088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.427204226,1747613332,425203526,mA1/imu,0.7642652851246796,-0.6449013663850947,-0.0008237256437127501,0.00035080478014868727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.274270032969407e-06,-3.924538010744663e-06,-4.674669009386684e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007885774033644979,-0.015045184965709866,9.809063458620104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.479572038,1747613332,476925588,mA1/imu,0.7642653607335563,-0.6449012769950127,-0.0008236399710403115,0.0003506140430578719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0356708886821453e-05,-1.1604734930352156e-06,-4.6984554815582826e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007881307339219592,-0.015213456888447038,9.8087188798543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.532996736,1747613332,532593018,mA1/imu,0.7642654368305181,-0.6449011871680748,-0.0008234498720715565,0.00035040800969957315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2636646647111138e-05,1.6511529842172581e-06,-4.722746136851884e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007875580862862042,-0.01587697530970343,9.811245277689757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.577801755,1747613332,575394315,mA1/imu,0.7642655133757978,-0.644901096959328,-0.0008231517037116621,0.00035018046196263607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.504514908408018e-05,4.201245543028373e-06,-4.742890093969773e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007884484094276903,-0.015892565278316655,9.810901829825042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.635323737,1747613332,632759864,mA1/imu,0.7642655902726935,-0.6449010064804844,-0.0008227530478572803,0.00034991857918344454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9522767804778494e-05,6.206997785616819e-06,-4.757268379672035e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007888787156526588,-0.01531155266901914,9.809076983936434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.680305219,1747613332,678805484,mA1/imu,0.7642656673421003,-0.6449009159136555,-0.0008222737869482976,0.0003496307789288938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.304298588359116e-05,7.967242375963533e-06,-4.761130715753722e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007882876907755966,-0.015324973719105274,9.80873595544402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/05/19 02:08:52.752939705,1747613332,747595033,mA1/imu,0.764265744402782,-0.6449008254270318,-0.0008217386275504324,0.00034934456120867265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.293825615277535e-05,9.574370855241829e-06,-4.75271607729719e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007886812608616109,-0.01593028239351147,9.811256150360615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
