time,stamp_secs,stamp_nsecs,node,new_parameters_0
2025/05/07 10:39:04.236755812,1746607144,142997864,/rosbag2_player,"{'name': 'use_sim_time', 'value': {'type': 1, 'bool_value': False, 'integer_value': 0, 'double_value': 0.0, 'string_value': '', 'byte_array_value': [], 'bool_array_value': [], 'integer_array_value': [], 'double_array_value': [], 'string_array_value': []}}"
2025/05/07 10:39:04.237644099,1746607144,145991091,/rosbag2_player,"{'name': 'qos_overrides./parameter_events.publisher.durability', 'value': {'type': 4, 'bool_value': False, 'integer_value': 0, 'double_value': 0.0, 'string_value': 'volatile', 'byte_array_value': [], 'bool_array_value': [], 'integer_array_value': [], 'double_array_value': [], 'string_array_value': []}}"
2025/05/07 10:39:04.238297045,1746607144,146315999,/rosbag2_player,"{'name': 'qos_overrides./parameter_events.publisher.history', 'value': {'type': 4, 'bool_value': False, 'integer_value': 0, 'double_value': 0.0, 'string_value': 'keep_last', 'byte_array_value': [], 'bool_array_value': [], 'integer_array_value': [], 'double_array_value': [], 'string_array_value': []}}"
2025/05/07 10:39:04.238573018,1746607144,146728614,/rosbag2_player,"{'name': 'qos_overrides./parameter_events.publisher.depth', 'value': {'type': 2, 'bool_value': False, 'integer_value': 1000, 'double_value': 0.0, 'string_value': '', 'byte_array_value': [], 'bool_array_value': [], 'integer_array_value': [], 'double_array_value': [], 'string_array_value': []}}"
2025/05/07 10:39:04.238813234,1746607144,146971535,/rosbag2_player,"{'name': 'qos_overrides./parameter_events.publisher.reliability', 'value': {'type': 4, 'bool_value': False, 'integer_value': 0, 'double_value': 0.0, 'string_value': 'reliable', 'byte_array_value': [], 'bool_array_value': [], 'integer_array_value': [], 'double_array_value': [], 'string_array_value': []}}"
