time,layout_data_offset,data_0,data_1,data_2,data_3
2025/05/14 14:46:32.54768316,0,22.93362637120549,21.67698930976957,26.389378290154262,27.75073510670984
2025/05/14 14:46:32.163047504,0,22.724186860966167,21.467549799530254,26.07521902479528,27.541295596470523
2025/05/14 14:46:32.254753609,0,22.51474735072685,21.258110289290933,25.865779514555964,27.75073510670984
2025/05/14 14:46:32.354663518,0,22.305307840487533,21.153390534171272,25.656340004316643,27.436575841350862
2025/05/14 14:46:32.459519119,0,22.095868330248212,21.781709064889235,26.389378290154262,28.169614127188478
2025/05/14 14:46:32.554970513,0,22.305307840487533,21.57226955464991,26.17993877991494,27.8554548618295
2025/05/14 14:46:32.658365911,0,22.305307840487533,21.57226955464991,26.17993877991494,27.8554548618295
2025/05/14 14:46:32.755464360,0,22.095868330248212,22.200588085367873,25.865779514555964,27.64601535159018
2025/05/14 14:46:32.854317748,0,21.886428820008895,21.991148575128552,25.656340004316643,28.064894372068817
2025/05/14 14:46:32.955643165,0,21.67698930976957,21.781709064889235,25.446900494077326,27.8554548618295
2025/05/14 14:46:33.52963803,0,22.724186860966167,21.57226955464991,25.865779514555964,27.541295596470523
2025/05/14 14:46:33.151808816,0,22.305307840487533,22.095868330248212,26.389378290154262,27.960174616949157
2025/05/14 14:46:33.252705647,0,22.095868330248212,22.724186860966167,26.07521902479528,27.75073510670984
2025/05/14 14:46:33.356706401,0,22.095868330248212,22.724186860966167,26.07521902479528,27.75073510670984
2025/05/14 14:46:33.452847020,0,22.724186860966167,22.51474735072685,25.865779514555964,27.541295596470523
2025/05/14 14:46:33.556391310,0,22.51474735072685,22.305307840487533,25.656340004316643,27.75073510670984
2025/05/14 14:46:33.660833635,0,22.305307840487533,22.095868330248212,25.446900494077326,27.541295596470523
2025/05/14 14:46:33.753264665,0,22.305307840487533,22.095868330248212,25.446900494077326,27.541295596470523
2025/05/14 14:46:33.854995408,0,22.200588085367873,21.886428820008895,26.17993877991494,28.169614127188478
2025/05/14 14:46:33.954703181,0,21.991148575128552,21.67698930976957,25.865779514555964,27.8554548618295
2025/05/14 14:46:34.52584756,0,22.51474735072685,21.467549799530254,26.284658535034605,27.64601535159018
2025/05/14 14:46:34.152058765,0,22.305307840487533,22.095868330248212,27.01769682087222,27.436575841350862
2025/05/14 14:46:34.251804076,0,21.886428820008895,22.61946710584651,27.541295596470523,27.64601535159018
2025/05/14 14:46:34.351881458,0,22.61946710584651,23.24778563656447,27.227136331111538,28.274333882308138
2025/05/14 14:46:34.451876625,0,22.41002759560719,23.038346126325152,27.01769682087222,27.960174616949157
2025/05/14 14:46:34.553293979,0,22.200588085367873,22.828906616085828,26.8082573106329,27.75073510670984
2025/05/14 14:46:34.652367268,0,21.991148575128552,22.61946710584651,26.494098045273923,27.541295596470523
2025/05/14 14:46:34.753698628,0,22.095868330248212,22.41002759560719,26.284658535034605,27.227136331111538
2025/05/14 14:46:34.851900669,0,21.886428820008895,22.200588085367873,26.703537555513243,27.75073510670984
2025/05/14 14:46:34.952859337,0,22.305307840487533,21.991148575128552,26.494098045273923,28.379053637427795
2025/05/14 14:46:35.52559641,0,22.095868330248212,21.781709064889235,26.17993877991494,28.064894372068817
2025/05/14 14:46:35.153042252,0,22.61946710584651,21.57226955464991,25.97049926967562,27.8554548618295
2025/05/14 14:46:35.252062741,0,22.41002759560719,21.362830044410593,26.703537555513243,27.64601535159018
2025/05/14 14:46:35.353078946,0,22.200588085367873,21.991148575128552,26.494098045273923,27.3318560862312
2025/05/14 14:46:35.452473827,0,22.200588085367873,21.781709064889235,26.284658535034605,27.12241657599188
2025/05/14 14:46:35.553180101,0,21.991148575128552,21.67698930976957,25.97049926967562,28.48377339254746
2025/05/14 14:46:35.652695891,0,21.991148575128552,21.67698930976957,25.97049926967562,28.48377339254746
2025/05/14 14:46:35.753945520,0,22.61946710584651,22.305307840487533,26.703537555513243,28.274333882308138
2025/05/14 14:46:35.852189580,0,22.41002759560719,22.93362637120549,27.541295596470523,27.960174616949157
2025/05/14 14:46:35.952428769,0,22.095868330248212,23.666664657043107,28.274333882308138,27.75073510670984
