time,header_stamp_secs,header_stamp_nsecs,header_frame_id,setpoint_0,setpoint_1,setpoint_2,setpoint_3,rpm_0,rpm_1,rpm_2,rpm_3,thrust_0,thrust_1,thrust_2,thrust_3,torque_0,torque_1,torque_2,torque_3
2025/05/25 16:43:53.679920596,1748184233,637755260,mA1,0.3141592653589793,0.3141592653589793,0.3141592653589793,0.3141592653589793,3.0,3.0,3.0,3.0,-0.6182250603449794,-0.6182250603449794,0.6182250603449794,0.6182250603449794,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.681647097,1748184233,647201769,mA1,0.3141592653589793,0.3141592653589793,0.3141592653589793,0.3141592653589793,3.0,3.0,3.0,3.0,-0.6182250603449794,-0.6182250603449794,0.6182250603449794,0.6182250603449794,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.681832346,1748184233,655469713,mA1,0.3141592653589793,0.3141592653589793,0.3141592653589793,0.3141592653589793,3.0,3.0,3.0,3.0,-0.6182250603449794,-0.6182250603449794,0.6182250603449794,0.6182250603449794,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.682568961,1748184233,667140215,mA1,0.3141592653589793,0.3141592653589793,0.3141592653589793,0.3141592653589793,3.0,3.0,3.0,3.0,-0.6182250603449794,-0.6182250603449794,0.6182250603449794,0.6182250603449794,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.696963782,1748184233,696830573,mA1,0.3141592653589793,0.3141592653589793,0.3141592653589793,0.3141592653589793,3.0,3.0,3.0,3.0,-0.6182250603449794,-0.6182250603449794,0.6182250603449794,0.6182250603449794,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.697723649,1748184233,697620534,mA1,2.5132741228718345,0.3141592653589793,0.3141592653589793,2.6179938779914944,24.0,3.0,3.0,25.0,-4.945800482759835,-0.6182250603449794,0.6182250603449794,5.151875502874828,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.697891879,1748184233,697756488,mA1,2.5132741228718345,0.3141592653589793,0.3141592653589793,2.6179938779914944,24.0,3.0,3.0,25.0,-4.945800482759835,-0.6182250603449794,0.6182250603449794,5.151875502874828,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.711274544,1748184233,711156851,mA1,2.5132741228718345,0.3141592653589793,0.3141592653589793,2.6179938779914944,24.0,3.0,3.0,25.0,-4.945800482759835,-0.6182250603449794,0.6182250603449794,5.151875502874828,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.745349890,1748184233,719847020,mA1,2.5132741228718345,0.3141592653589793,0.3141592653589793,2.6179938779914944,24.0,3.0,3.0,25.0,-4.945800482759835,-0.6182250603449794,0.6182250603449794,5.151875502874828,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.745402625,1748184233,729928740,mA1,2.5132741228718345,0.3141592653589793,0.3141592653589793,2.6179938779914944,24.0,3.0,3.0,25.0,-4.945800482759835,-0.6182250603449794,0.6182250603449794,5.151875502874828,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.745436895,1748184233,740837362,mA1,2.5132741228718345,0.3141592653589793,0.3141592653589793,2.6179938779914944,24.0,3.0,3.0,25.0,-4.945800482759835,-0.6182250603449794,0.6182250603449794,5.151875502874828,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.751981051,1748184233,751326322,mA1,2.5132741228718345,0.3141592653589793,0.3141592653589793,2.6179938779914944,24.0,3.0,3.0,25.0,-4.945800482759835,-0.6182250603449794,0.6182250603449794,5.151875502874828,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.764858227,1748184233,761816224,mA1,2.5132741228718345,0.3141592653589793,0.3141592653589793,2.6179938779914944,24.0,3.0,3.0,25.0,-4.945800482759835,-0.6182250603449794,0.6182250603449794,5.151875502874828,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.774178593,1748184233,773132068,mA1,2.5132741228718345,0.3141592653589793,0.3141592653589793,2.6179938779914944,24.0,3.0,3.0,25.0,-4.945800482759835,-0.6182250603449794,0.6182250603449794,5.151875502874828,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.786724236,1748184233,784316740,mA1,2.5132741228718345,0.3141592653589793,0.3141592653589793,2.6179938779914944,24.0,3.0,3.0,25.0,-4.945800482759835,-0.6182250603449794,0.6182250603449794,5.151875502874828,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.795702152,1748184233,795549738,mA1,2.5132741228718345,0.3141592653589793,0.3141592653589793,2.6179938779914944,24.0,3.0,3.0,25.0,-4.945800482759835,-0.6182250603449794,0.6182250603449794,5.151875502874828,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.805597195,1748184233,804314628,mA1,2.5132741228718345,0.3141592653589793,0.3141592653589793,2.6179938779914944,24.0,3.0,3.0,25.0,-4.945800482759835,-0.6182250603449794,0.6182250603449794,5.151875502874828,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.816822411,1748184233,815444699,mA1,2.5132741228718345,0.3141592653589793,0.3141592653589793,2.6179938779914944,24.0,3.0,3.0,25.0,-4.945800482759835,-0.6182250603449794,0.6182250603449794,5.151875502874828,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.825780031,1748184233,825308340,mA1,2.3038346126325147,0.3141592653589793,0.3141592653589793,2.3038346126325147,22.0,3.0,3.0,22.0,-4.533650442529848,-0.6182250603449794,0.6182250603449794,4.533650442529848,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.838985001,1748184233,834533436,mA1,2.3038346126325147,0.3141592653589793,0.3141592653589793,2.3038346126325147,22.0,3.0,3.0,22.0,-4.533650442529848,-0.6182250603449794,0.6182250603449794,4.533650442529848,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.847575946,1748184233,847336570,mA1,2.3038346126325147,0.3141592653589793,0.3141592653589793,2.3038346126325147,22.0,3.0,3.0,22.0,-4.533650442529848,-0.6182250603449794,0.6182250603449794,4.533650442529848,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.849210313,1748184233,848306021,mA1,2.3038346126325147,0.3141592653589793,0.3141592653589793,2.3038346126325147,22.0,3.0,3.0,22.0,-4.533650442529848,-0.6182250603449794,0.6182250603449794,4.533650442529848,0.0,0.0,0.0,0.0
2025/05/25 16:43:53.858595717,1748184233,857561343,mA1,2.3038346126325147,0.3141592653589793,0.3141592653589793,2.3038346126325147,22.0,3.0,3.0,22.0,-4.533650442529848,-0.6182250603449794,0.6182250603449794,4.533650442529848,0.0,0.0,0.0,0.0
