time,north,east,heading
2025/04/09 09:49:52.278574227,-470.0,-300.0,0.0
2025/04/09 09:50:59.893999056,-470.0,-310.0,0.7853981633974483
2025/04/09 09:52:21.465774118,-480.0,-310.0,0.7853981633974483
2025/04/09 09:53:47.20065038,-480.0,-300.0,0.0
