time,force_x,force_y,force_z,torque_x,torque_y,torque_z
2025/05/07 10:48:44.847202050,-153.63435439960588,553.5079449095613,0.0,0.0,0.0,243.05615659308137
2025/05/07 10:48:44.949602761,-151.10621561522316,561.4377758883707,0.0,0.0,0.0,248.32549473620745
2025/05/07 10:48:45.47260017,-148.53998271451053,569.4664685788468,0.0,0.0,0.0,253.59749594492712
2025/05/07 10:48:45.147051780,-171.069353206642,540.4561718269672,0.0,0.0,0.0,275.3219093259772
2025/05/07 10:48:45.246866612,-168.52252000156753,548.7203180872946,0.0,0.0,0.0,280.59447406003324
2025/05/07 10:48:45.347004322,-165.93905037875987,557.0839581827037,0.0,0.0,0.0,285.86964259128285
2025/05/07 10:48:45.447007404,-163.31902379942937,565.5471291182306,0.0,0.0,0.0,291.1474173281388
2025/05/07 10:48:45.549562812,-160.6625148700753,574.1098656197651,0.0,0.0,0.0,296.4278006402039
2025/05/07 10:48:45.648038817,-157.96959359394967,582.7722002531227,0.0,0.0,0.0,301.7107948578204
2025/05/07 10:48:45.747030055,-155.24032560998492,591.534163537193,0.0,0.0,0.0,306.9964022717364
2025/05/07 10:48:45.846971699,-152.47477241947183,600.3957840512087,0.0,0.0,0.0,312.2846251328792
2025/05/07 10:48:45.946958024,-160.26085016618237,559.0243013519162,0.0,0.0,0.0,332.831162361098
2025/05/07 10:48:46.46880000,-157.5265708574889,568.124965394823,0.0,0.0,0.0,338.11927712498476
2025/05/07 10:48:46.148869948,-154.7573486526241,577.3258368237584,0.0,0.0,0.0,343.40994706437954
2025/05/07 10:48:46.247247118,-151.95323087886592,586.6269368971756,0.0,0.0,0.0,348.7031743060074
2025/05/07 10:48:46.350857087,-149.11426167984445,596.0282854308801,0.0,0.0,0.0,353.9989609366144
2025/05/07 10:48:46.447941308,-146.2404821825534,605.5299008744587,0.0,0.0,0.0,359.2973090031917
2025/05/07 10:48:46.548240214,-143.33193065591274,615.1318003837611,0.0,0.0,0.0,364.5982205132462
2025/05/07 10:48:46.648894104,-140.38864266128343,624.8339998897438,0.0,0.0,0.0,369.90169743512627
2025/05/07 10:48:46.748636376,-137.41065119533724,634.6365141637441,0.0,0.0,0.0,375.20774169839206
2025/05/07 10:48:46.847276019,-122.71158728408213,568.9809172419904,0.0,0.0,0.0,384.9002463332136
2025/05/07 10:48:46.947256639,-120.32068379537704,575.1305137937111,0.0,0.0,0.0,389.54230960537427
2025/05/07 10:48:47.49143675,-119.27591111766094,579.6280898478947,0.0,0.0,0.0,394.8488270876551
2025/05/07 10:48:47.147486709,-118.66598361130181,582.8023580380129,0.0,0.0,0.0,400.1492168542446
2025/05/07 10:48:47.247162159,-118.28539717306244,585.1912779521931,0.0,0.0,0.0,405.4410669850249
2025/05/07 10:48:47.350737010,-117.99313535894555,587.1667617123227,0.0,0.0,0.0,410.72276748513457
2025/05/07 10:48:47.448737830,-117.69363245931478,588.9836113413601,0.0,0.0,0.0,415.9932991323256
2025/05/07 10:48:47.549848219,-117.32329802923822,590.8141549066773,0.0,0.0,0.0,421.2520780375541
2025/05/07 10:48:47.648765119,-116.61619088854795,592.1243328902216,0.0,0.0,0.0,426.40886976000144
2025/05/07 10:48:47.749658225,-115.42520100298995,594.5521584919722,0.0,0.0,0.0,431.55001159964286
2025/05/07 10:48:47.849442946,-113.8852899883788,597.9498504404348,0.0,0.0,0.0,436.6914280458058
2025/05/07 10:48:47.948182996,-112.11903739430569,601.9781369198222,0.0,0.0,0.0,441.83311990136025
