time,header_stamp_secs,header_stamp_nsecs,header_frame_id,twist_linear_x,twist_linear_y,twist_linear_z,twist_angular_x,twist_angular_y,twist_angular_z
2025/05/07 10:29:54.474590571,1746606594,405026791,piren,0.06746620951632876,0.050334819056206404,-0.008149195014516369,-0.0013094034511595964,0.007080089300870895,0.0053659959787654594
2025/05/07 10:29:55.42056201,1746606595,36362639,piren,0.05706172529198765,0.04289264458211613,-0.011883680447868944,0.010193639434874058,0.006960566155612469,0.004961387967378098
2025/05/07 10:29:55.875845288,1746606595,803073899,piren,0.05866864421595919,0.032168481045027814,-0.00907026842115211,0.013265824876725674,0.0004658218822441995,0.004795040700513037
2025/05/07 10:29:56.538374637,1746606596,511440175,piren,0.04923004302236249,0.04368610226065351,-0.00022154393266756237,0.017976248636841774,0.0026997216045856476,0.007047813835878371
2025/05/07 10:29:57.175210374,1746606597,149532741,piren,0.05018274034387131,0.06737437328793015,0.005360611624382765,0.02018195018172264,-0.00880799163132906,0.004097781880699498
2025/05/07 10:29:57.632499629,1746606597,628254483,piren,0.050910479257118176,0.062344788847894905,0.003177961116625776,0.022217310965061188,-0.0024428621400147676,0.003869633088067257
2025/05/07 10:29:58.51494184,1746606598,47258028,piren,0.04861882656030074,0.06634683489828598,0.0051451766968512325,0.021205700933933258,-0.013878357596695423,0.004558539487548283
2025/05/07 10:29:58.455065120,1746606598,451075648,piren,0.04409720426501762,0.06734026030135278,0.011265308822373792,0.02041413076221943,-0.0007506909896619618,0.0051376296865359265
2025/05/07 10:29:58.842822649,1746606598,826824364,piren,0.04195889687450771,0.06452964894406245,0.016582772685580987,0.01102195493876934,-0.0037022659089416265,0.004744986279880771
2025/05/07 10:29:59.229482837,1746606599,225218731,piren,0.04308571581270852,0.05851379111782075,0.012519652722494395,0.01551028061658144,-0.001283522928133607,0.002883712249865664
2025/05/07 10:29:59.682653946,1746606599,679323966,piren,0.04008895521806179,0.052317102752658634,-0.00370117654593965,0.008263192139565945,0.0017547080060467124,0.002947294453152041
2025/05/07 10:30:00.71470751,1746606600,67751914,piren,0.03722191117371976,0.04979570846744531,-0.012901659607018662,0.004483513999730349,0.001461146748624742,0.002675677880496391
2025/05/07 10:30:00.562297372,1746606600,557063257,piren,0.03256426436898918,0.04667010035973357,-0.014580599711507564,0.0014696501893922687,0.005803938955068588,0.004319204784159488
2025/05/07 10:30:00.966320599,1746606600,962117273,piren,0.029677889471645624,0.04847620944019576,-0.009170894988665131,0.0027415163349360228,0.0036110226064920425,0.0055153630001097765
2025/05/07 10:30:01.346440047,1746606601,341856878,piren,0.02968052480839587,0.05278449243096469,0.002730312358795608,-0.006254237610846758,0.005014702677726746,0.004841156877644599
2025/05/07 10:30:01.736747597,1746606601,733325374,piren,0.028937761366023818,0.05870211100345835,0.009737077985727219,0.005696678068488836,-0.00019867726950906217,0.002382422859628772
2025/05/07 10:30:02.209441924,1746606602,206103406,piren,0.029950884497771123,0.06270537745676841,0.008043268332085098,0.0076452456414699554,-0.002615430625155568,0.001567023052076463
2025/05/07 10:30:02.586378277,1746606602,583800182,piren,0.032267050261771416,0.06601866671198871,0.008333973678139763,0.002015811624005437,0.0009304571431130171,0.0014697568127376125
2025/05/07 10:30:03.71265875,1746606603,65046966,piren,0.032103853210287796,0.06176043201412534,0.0020651477574915944,0.00490160658955574,0.010056627914309502,0.002647321838476502
2025/05/07 10:30:03.466308587,1746606603,449363004,piren,0.033474314408772715,0.05404129737080433,-0.002729754615881994,0.010062632150948048,0.011388557963073254,0.00413285819498639
2025/05/07 10:30:03.865607220,1746606603,845040930,piren,0.03491953320071871,0.04932177736391162,-0.0002462005141523702,0.01364857703447342,0.009390211664140224,0.004128539470909621
2025/05/07 10:30:04.254750953,1746606604,251397041,piren,0.032850736447562943,0.05045644554847962,-0.0016565648015670928,0.012564627453684807,0.0018689020071178675,0.002757777680740909
2025/05/07 10:30:04.631893987,1746606604,626918668,piren,0.028047214927187546,0.05565564601993168,-0.009009527927003056,0.009078205563127995,0.011188097298145294,0.002466029397475818
2025/05/07 10:30:05.114836062,1746606605,110959376,piren,0.01970120073735898,0.058907687984537854,-0.011301352503153303,0.020684152841567993,0.01325665321201086,0.0014928091951005268
2025/05/07 10:30:05.604128385,1746606605,594522347,piren,0.013039654240333497,0.05737435080163771,-2.8257900459002783e-05,0.007577240001410246,0.001658034510910511,0.001530617906523318
2025/05/07 10:30:06.4942749,1746606606,1807519,piren,0.011626232668322977,0.05535606106104745,0.01218807527529865,0.019220763817429543,0.007618960924446583,0.001837583902999237
2025/05/07 10:30:06.452776291,1746606606,449545192,piren,0.013201500163950462,0.05223425384629075,0.019579042643914624,0.012144697830080986,0.010308651253581047,0.0020454072160001344
2025/05/07 10:30:06.855221612,1746606606,851532120,piren,0.017103364193781365,0.052970457260198535,0.020716549158117947,0.008600575849413872,0.0032481136731803417,0.0022769720626487234
2025/05/07 10:30:07.383595368,1746606607,376465777,piren,0.017350461366436597,0.05973585680430908,0.013359752444506545,-0.006220327690243721,0.011269842274487019,0.0033070284100280996
2025/05/07 10:30:08.234055030,1746606608,186154467,piren,0.012905796869609097,0.05783918351080494,-0.014241712077802015,2.8150034268037416e-05,-0.0005181910237297416,0.0032874907895426423
2025/05/07 10:30:09.171540269,1746606609,126376171,piren,0.010029056033977489,0.05158124675408537,-0.019310353370053657,-0.006480709183961153,0.0023004235699772835,0.002904325041272301
2025/05/07 10:30:09.759873777,1746606609,756253344,piren,0.006747164316721231,0.05437845401065708,-0.005511406857272017,-0.0006430789944715798,0.007966162636876106,0.003167785627330011
2025/05/07 10:30:10.142428912,1746606610,139159162,piren,0.0028457944780259856,0.05839823392016107,0.008406711047308621,0.0018796530785039067,0.0048842765390872955,0.002851064786263561
2025/05/07 10:30:10.554710254,1746606610,551382923,piren,-0.0033050326326244392,0.06334174544972476,0.013298929649857913,0.00867848563939333,0.006911148317158222,0.0026732885470532597
2025/05/07 10:30:11.4043921,1746606610,991865432,piren,-0.002477669225140467,0.061858735405985424,0.01067732722661393,0.0009611265850253403,0.0031809741631150246,0.004224286340564592
